esclofollar_verb	éplucher_verb
tan-bon-punt_subordinatingconjunction	aussitôt-que_subordinatingconjunction
toupin_propernoun	toupin_propernoun
matencio_propernoun	matencio_propernoun
tetris_propernoun	tetris_propernoun
depuració_noun	épuration_noun
fréreault_propernoun	fréreault_propernoun
vilanova-d'alcolea_propernoun	vilanova-d'alcolea_propernoun
janson_propernoun	janson_propernoun
joffrin_propernoun	joffrin_propernoun
acumetria_noun	acoumétrie_noun
napalm_noun	napalm_noun
almeria_propernoun	almería_propernoun
ingroia_propernoun	ingroia_propernoun
philistin_propernoun	philistin_propernoun
òhmic_adjective	ohmique_adjective
il·lògic_adjective	illogique_adjective
escuma_noun	écume_noun
negrea_propernoun	negrea_propernoun
uriarte_propernoun	uriarte_propernoun
triatòmic_adjective	triatomique_adjective
marta_noun	martre_noun
ume_noun	ume_noun
verbalitzar_verb	verbaliser_verb
febril_adjective	fébrile_adjective
candelier_propernoun	candelier_propernoun
corinti_noun	corinthien_noun
hermann_propernoun	hermann_propernoun
proclític_adjective	proclitique_adjective
anunciación_propernoun	anunciación_propernoun
paños_propernoun	paños_propernoun
operació_noun	opération_noun
tarrida_propernoun	tarrida_propernoun
sant-jordi_propernoun	sant-jordi_propernoun
ménard_propernoun	ménard_propernoun
consell_propernoun	consell_propernoun
consell_noun	consell_noun
fugaç_adjective	fugace_adjective
constituent_noun	constituant_noun
arrugaeta_propernoun	arrugaeta_propernoun
sinnathurai_propernoun	sinnathurai_propernoun
miravete_propernoun	miravete_propernoun
repartir_verb	répartir_verb
espelt_propernoun	espelt_propernoun
ceila_propernoun	ceila_propernoun
latouche_propernoun	latouche_propernoun
obligar_verb	obliger_verb
cosí_noun	cousin_noun
mecànic_noun	mécanicien_noun
océane_propernoun	océane_propernoun
malefici_noun	maléfice_noun
positivista_adjective	positiviste_adjective
hidrogràfic_adjective	hydrographique_adjective
clero_noun	clergé_noun
santa-cecília-de-voltregà_propernoun	santa-cecília-de-voltregà_propernoun
montllor_propernoun	montllor_propernoun
indi_noun	indium_noun
marcionita_noun	marcionite_noun
pennese_propernoun	pennese_propernoun
íntegre_adjective	intègre_adjective
raió_noun	rayonne_noun
durament_adverb	durement_adverb
desregular_verb	dérégler_verb
sectari_adjective	sectaire_adjective
desgravament_noun	dégrèvement_noun
patrick_propernoun	patrick_propernoun
gradació_noun	gradation_noun
cufí_propernoun	cufí_propernoun
juanpere_propernoun	juanpere_propernoun
albright_propernoun	albright_propernoun
discutit_adjective	disputé_adjective
creuament_noun	croisement_noun
castrisme_noun	castrisme_noun
contraespionatge_noun	contrespionnage_noun
militarisme_noun	militarisme_noun
etiquetar_verb	taguer_verb
carragheen_noun	carragheen_noun
pórtoles_propernoun	pórtoles_propernoun
silenciós_adjective	silencieux_adjective
interaccionar_verb	interagir_verb
destronament_noun	détronnement_noun
classicista_noun	classiciste_noun
german_propernoun	german_propernoun
inconsistència_noun	inconsistance_noun
salgueiro_propernoun	salgueiro_propernoun
fistulós_adjective	fistuleux_adjective
traslladar_verb	déménager_verb
secretor_adjective	sécréteur_adjective
glicerofosfat_noun	glycérophosphate_noun
speziali_propernoun	speziali_propernoun
sévigny_propernoun	sévigny_propernoun
bertagna_propernoun	bertagna_propernoun
relativista_noun	relativiste_noun
alexsandra_propernoun	alexsandra_propernoun
proactivitat_noun	pro-activité_noun
coronel_noun	colonel_noun
mig-milió_noun	demi-million_noun
angina_noun	angine_noun
pisiforme_adjective	pisiforme_adjective
sisto_propernoun	sisto_propernoun
equivalència_noun	équivalence_noun
picot_noun	pioche_noun
ultraortodox_adjective	ultra-orthodoxe_adjective
baqués_propernoun	baqués_propernoun
paleoecologia_noun	paléoécologie_noun
antipalúdic_adjective	antipaludique_adjective
immobilitzat_adjective	immobilisé_adjective
adélie_propernoun	adélie_propernoun
ceausescu_propernoun	ceausescu_propernoun
bonafont_propernoun	bonafont_propernoun
cerca_noun	recherche_noun
escrutar_verb	dépouiller_verb
koehler_propernoun	koehler_propernoun
estronci_noun	strontium_noun
vendre_verb	débiter_verb
laurinda_propernoun	laurinda_propernoun
irrevocabilitat_noun	irrévocabilité_noun
mitilicultor_noun	mytiliculteur_noun
chapadeau_propernoun	chapadeau_propernoun
provera_propernoun	provera_propernoun
semafòric_adjective	sémaphorique_adjective
corbalán_propernoun	corbalán_propernoun
difuminar_verb	estomper_verb
sarubbi_propernoun	sarubbi_propernoun
sibylle_propernoun	sibylle_propernoun
tovera_noun	soupape_noun
requena_propernoun	requena_propernoun
frugalment_adverb	frugalement_adverb
olinescu_propernoun	olinescu_propernoun
hernandis_propernoun	hernandis_propernoun
pluviositat_noun	pluviosité_noun
patrilineal_adjective	patrilinéaire_adjective
elaine_propernoun	elaine_propernoun
rapidesa_noun	rapidité_noun
fina_propernoun	fina_propernoun
von-anhalt-zerbst_propernoun	von-anhalt-zerbst_propernoun
colitis_noun	colite_noun
gandul_adjective	flemmard_adjective
bouvier_propernoun	bouvier_propernoun
empipador_adjective	agaçant_adjective
d'arreplega_adjective	attrape-tout_adjective
exteriorització_noun	extériorisation_noun
bolsonaro_propernoun	bolsonaro_propernoun
contreure_verb	contracter_verb
vivancos_propernoun	vivancos_propernoun
tit-livi_propernoun	tite-live_propernoun
gaumond_propernoun	gaumond_propernoun
maharashtra_propernoun	maharashtra_propernoun
credença_noun	crédence_noun
clarificació_noun	clarification_noun
tronti_propernoun	tronti_propernoun
magrebí_adjective	maghrébin_adjective
lladró_propernoun	lladró_propernoun
anar-de-compres_verb	faire-mes-courses_verb
cardiològic_adjective	cardiologique_adjective
microscòpia_noun	microscopie_noun
demorar_verb	retarder_verb
patir_verb	souffrir_verb
hemosiderina_noun	hémosidérine_noun
discriminat_adjective	discriminé_adjective
lavabo_noun	lavabo_noun
recombinant_adjective	recombinant_adjective
nissaga_noun	famille_noun
mascort_propernoun	mascort_propernoun
maria-josep_propernoun	maria-josep_propernoun
escena_noun	scène_noun
programàticament_adverb	programmatiquement_adverb
al-juny_adverb	en-juin_adverb
estilista_noun	styliste_noun
úrsula_propernoun	úrsula_propernoun
barrionuevo_propernoun	barrionuevo_propernoun
col·lectar_verb	collecter_verb
naimi_propernoun	naimi_propernoun
ibern_propernoun	ibern_propernoun
duffy_propernoun	duffy_propernoun
aprovable_adjective	approuvable_adjective
reutilitzable_adjective	réutilisable_adjective
favreau_propernoun	favreau_propernoun
kellie_propernoun	kellie_propernoun
comprensiu_adjective	compréhensif_adjective
onerosament_adverb	onéreusement_adverb
yemina_propernoun	yemina_propernoun
wessex_propernoun	wessex_propernoun
wundt_propernoun	wundt_propernoun
bérégovoy_propernoun	bérégovoy_propernoun
urbana_propernoun	urbana_propernoun
descarregar_verb	décharger_verb
sylviane_propernoun	sylviane_propernoun
bretanya_propernoun	bretagne_propernoun
reims_propernoun	reims_propernoun
voldemor_propernoun	voldemor_propernoun
bandejament_noun	bannissement_noun
paviment_noun	dallage_noun
rail_propernoun	rail_propernoun
moragues-i-mas_propernoun	moragues-i-mas_propernoun
illustrar_verb	illustrer_verb
al-manco_adverb	au-moins_adverb
janae_propernoun	janae_propernoun
cinta_noun	ruban_noun
singapur_propernoun	singapour_propernoun
inez_propernoun	inez_propernoun
neolític_noun	néolithique_noun
providencialment_adverb	providentiellement_adverb
presumptuós_adjective	présomptueux_adjective
metge_noun	médecin_noun
feina_noun	emploi_noun
atenuar_verb	atténuer_verb
desinhibició_noun	désinhibition_noun
mioglobina_noun	myoglobine_noun
punta_noun	pointe_noun
cresco_propernoun	cresco_propernoun
nara_propernoun	nara_propernoun
lusi_propernoun	lusi_propernoun
dendrític_adjective	dendritique_adjective
safae_propernoun	safae_propernoun
dulcinea_propernoun	dulcinea_propernoun
catanoso_propernoun	catanoso_propernoun
harrisson_propernoun	harrisson_propernoun
esverador_adjective	ahurissant_adjective
cardó_propernoun	cardó_propernoun
lehouillier_propernoun	lehouillier_propernoun
sodi_noun	sodium_noun
giambrone_propernoun	giambrone_propernoun
clàusula_noun	clause_noun
anivellador_adjective	niveleur_adjective
desplaçar_verb	déplacer_verb
jacky_propernoun	jacky_propernoun
liberatore_propernoun	liberatore_propernoun
brasiler_adjective	brésilien_adjective
lliga_noun	ligue_noun
spitzer_propernoun	spitzer_propernoun
dugré_propernoun	dugré_propernoun
elàstic_noun	élastique_noun
torreguitart_propernoun	torreguitart_propernoun
pític_adjective	pythique_adjective
asclepiadeu_noun	asclépiade_noun
panélope_propernoun	panélope_propernoun
laure_propernoun	laure_propernoun
solinas_propernoun	solinas_propernoun
barrero_propernoun	barrero_propernoun
heisenberg_propernoun	heisenberg_propernoun
gargantua_propernoun	gargantua_propernoun
cap_noun	chef_noun
dibuixant_noun	dessinateur_noun
pastoral_adjective	pastoral_adjective
nin_noun	enfant_noun
mariner_adjective	marinier_adjective
amagar_verb	cacher_verb
solimões_propernoun	solimões_propernoun
musulmà_adjective	musulman_adjective
casaubon_propernoun	casaubon_propernoun
quart-de-poblet_propernoun	quart-de-poblet_propernoun
endevinalla_noun	devinette_noun
romain_propernoun	romain_propernoun
damours_propernoun	damours_propernoun
inelegible_adjective	inéligible_adjective
ardica_propernoun	ardica_propernoun
passantino_propernoun	passantino_propernoun
chennai_propernoun	chennai_propernoun
islamista_noun	islamiste_noun
ochando_propernoun	ochando_propernoun
glaucoma_noun	glaucome_noun
sant-just-desvern_propernoun	sant-just-desvern_propernoun
valer_verb	valoir_verb
susel_propernoun	susel_propernoun
genovés_propernoun	genovés_propernoun
enzim_noun	enzyme_noun
camarada_noun	camarade_noun
ostinelli_propernoun	ostinelli_propernoun
destituir_verb	destituer_verb
en-el-transcurs-de_preposition	au-cours-de_preposition
inspirador_adjective	inspirateur_adjective
etilació_noun	éthylation_noun
respectabilitat_noun	respectabilité_noun
preceptor_noun	précepteur_noun
dominguez_propernoun	dominguez_propernoun
metxa_noun	mèche_noun
punyent_adjective	cuisant_adjective
britton_propernoun	britton_propernoun
passable_adjective	passable_adjective
adamantí_adjective	diamantin_adjective
asiàtic_noun	asiatique_noun
quaranta_propernoun	quaranta_propernoun
proletarització_noun	prolétarisation_noun
espiritualista_noun	spiritualiste_noun
sibarita_noun	sybarite_noun
blum_propernoun	blum_propernoun
comentar_verb	commenter_verb
capritxós_adjective	capricieux_adjective
wolfe_propernoun	wolfe_propernoun
erradicar_verb	éradiquer_verb
fotoemissió_noun	photo-émission_noun
al·lusiu_adjective	allusif_adjective
portant_noun	porteur_noun
abnegar_verb	dévouer_verb
samia_propernoun	samia_propernoun
ximple_noun	cave_noun
animador_noun	animateur_noun
aïlladament_adverb	isolément_adverb
delasablonnière_propernoun	delasablonnière_propernoun
avezzù_propernoun	avezzù_propernoun
doñate_propernoun	doñate_propernoun
filipí_noun	philippin_noun
bilingüe_noun	bilingue_noun
piretoteràpia_noun	pyrétothérapie_noun
charity_propernoun	charity_propernoun
aparició_noun	parution_noun
subordre_noun	sous-ordre_noun
guerini_propernoun	guerini_propernoun
vint-i-unè_adjective	vingt-et-unième_adjective
obducció_noun	obduction_noun
brâncuși_propernoun	brâncuși_propernoun
selvarajah_propernoun	selvarajah_propernoun
estée_propernoun	estée_propernoun
hisop_noun	hysope_noun
xinxa_noun	punaise_noun
pallasso_noun	paillasse_noun
caminar_verb	cheminer_verb
texturació_noun	texturation_noun
lobbista_noun	lobbyiste_noun
atodiresei_propernoun	atodiresei_propernoun
nadeau_propernoun	nadeau_propernoun
enganyós_adjective	trompeur_adjective
norberta_propernoun	norberta_propernoun
eutanàsia_noun	euthanasie_noun
testamentari_adjective	testamentaire_adjective
diatòmic_adjective	diatomique_adjective
ahmadi_propernoun	ahmadi_propernoun
caro_propernoun	caro_propernoun
montasell_propernoun	montasell_propernoun
nguema_propernoun	nguema_propernoun
balada_noun	ballade_noun
espal·lació_noun	spallation_noun
dispensari_noun	dispensaire_noun
cal·ligràfic_adjective	calligraphique_adjective
xinxeta_noun	punaise_noun
finlandès_adjective	finlandais_adjective
gal·loromà_adjective	gallo-romain_adjective
polimorf_adjective	polymorphe_adjective
aerologia_noun	aérologie_noun
conjugalment_adverb	conjugalement_adverb
berzelius_propernoun	berzelius_propernoun
immigrant_noun	immigrant_noun
bastó_noun	canne_noun
lataille_propernoun	lataille_propernoun
microporós_adjective	microporeux_adjective
paleozoic_noun	paléozoïque_noun
demà-passat-al-vespre_adverb	après-demain-soir_adverb
gaya_propernoun	gaya_propernoun
alenyani_propernoun	alenyani_propernoun
catedràtic_noun	professeur_noun
fabrice_propernoun	fabrice_propernoun
fotomicrografia_noun	photomicrographie_noun
abandonar_verb	abandonner_verb
searle_propernoun	searle_propernoun
ruleta_noun	roulette_noun
geneviève_propernoun	geneviève_propernoun
parmar_propernoun	parmar_propernoun
magreb_propernoun	maghreb_propernoun
propagandista_adjective	propagandiste_adjective
ampere_noun	ampère_noun
xifra_propernoun	xifra_propernoun
nintendo-ds_propernoun	nintendo-ds_propernoun
jack_propernoun	jack_propernoun
zedillo_propernoun	zedillo_propernoun
biondini_propernoun	biondini_propernoun
impugnar_verb	disputer_verb
xoc_noun	choc_noun
tunisenc_adjective	tunisois_adjective
longitud_noun	long_noun
fúnebre_adjective	funèbre_adjective
magnani_propernoun	magnani_propernoun
goulão_propernoun	goulão_propernoun
văduva_propernoun	văduva_propernoun
di-martino_propernoun	di-martino_propernoun
quílez_propernoun	quílez_propernoun
aspàrtic_adjective	aspartique_adjective
carollo_propernoun	carollo_propernoun
àncora_noun	ancre_noun
giannino_propernoun	giannino_propernoun
medicació_noun	médication_noun
sanscartier_propernoun	sanscartier_propernoun
denervació_noun	dénervation_noun
arbelaitz_propernoun	arbelaitz_propernoun
joubert_propernoun	joubert_propernoun
passible_adjective	passible_adjective
categorema_noun	catégorème_noun
interconnectar_verb	interconnecter_verb
bobbitt_propernoun	bobbitt_propernoun
impactar_verb	impacter_verb
albeza_propernoun	albeza_propernoun
ambaixador_noun	ambassadeur_noun
cerro_propernoun	cerro_propernoun
balzani_propernoun	balzani_propernoun
rabino_propernoun	rabino_propernoun
ancià_adjective	âgé_adjective
tractament_noun	traitement_noun
sulfhídric_adjective	sulfhydrique_adjective
presencial_adjective	présentiel_adjective
todd_propernoun	todd_propernoun
amiloide_adjective	amyloïde_adjective
eluard_propernoun	eluard_propernoun
balibar_propernoun	balibar_propernoun
barxeta_propernoun	barxeta_propernoun
gerro_noun	vase-à-fleurs_noun
dactilogràfic_adjective	dactylographique_adjective
xec_noun	chèque_noun
monòtonament_adverb	monotonement_adverb
logògraf_noun	logographe_noun
desinstal·lació_noun	désinstallation_noun
eira_propernoun	eira_propernoun
deformitat_noun	difformité_noun
gere_propernoun	gere_propernoun
sacristán_propernoun	sacristán_propernoun
rohrabacher_propernoun	rohrabacher_propernoun
decadència_noun	décadence_noun
o'sullivan_propernoun	o'sullivan_propernoun
olaizola_propernoun	olaizola_propernoun
younes_propernoun	younes_propernoun
judes_propernoun	judas_propernoun
decoració_noun	décor_noun
robles_propernoun	robles_propernoun
viktoria_propernoun	viktoria_propernoun
nativi_propernoun	nativi_propernoun
varas_propernoun	varas_propernoun
temporitzar_verb	temporiser_verb
poole_propernoun	poole_propernoun
aparell_noun	appareil_noun
adrian_propernoun	adrian_propernoun
cordobés_propernoun	cordobés_propernoun
aberdeen_propernoun	aberdeen_propernoun
censatari_adjective	censitaire_adjective
ant_noun	daim_noun
lepidolita_noun	lépidolite_noun
domesticar_verb	domestiquer_verb
prevenda_noun	prevente_noun
macastre_propernoun	macastre_propernoun
lactoflavina_noun	lactoflavine_noun
coltan_noun	coltan_noun
penombra_noun	pénombre_noun
aeròdrom_noun	aérodrome_noun
convocatòria_noun	convocation_noun
antígona_propernoun	antigone_propernoun
pedicini_propernoun	pedicini_propernoun
saskatchewan_propernoun	saskatchewan_propernoun
monovolum_noun	mini-fourgonnette_noun
amnèsic_noun	amnésique_noun
obstinar_verb	obstiner_verb
descobert_noun	découvert_noun
https_noun	https_noun
semimarató_noun	semi-marathon_noun
furtador_noun	maraudeur_noun
caravaggio_propernoun	caravaggio_propernoun
alerió_noun	alérion_noun
amblar_verb	ambler_verb
sinapisme_noun	sinapisme_noun
rinani_propernoun	rinani_propernoun
ortodòxia_noun	orthodoxie_noun
termoretractable_adjective	thermorétractable_adjective
titola_noun	bite_noun
alpaca_noun	alpaga_noun
requeriment_noun	requête_noun
endavant_adverb	devant_adverb
requisitori_noun	réquisitoire_noun
madero_propernoun	madero_propernoun
lític_adjective	lithique_adjective
dwyer_propernoun	dwyer_propernoun
prieto_propernoun	prieto_propernoun
