by-a-whisker_adverb	pels-pèls_adverb
samay_propernoun	samay_propernoun
neuropsychology_noun	neuropsicologia_noun
maintenance_noun	manutenció_noun
index-finger_noun	dit-índex_noun
esquinas_propernoun	esquinas_propernoun
azzo_propernoun	azzo_propernoun
decade_noun	decenni_noun
accountable_adjective	responsable_adjective
protasis_noun	pròtasi_noun
gregorian_adjective	gregorià_adjective
morláns_propernoun	morláns_propernoun
unavailable_adjective	inutilitzable_adjective
ashlyn_propernoun	ashlyn_propernoun
monolingualism_noun	monolingüisme_noun
magnetochemistry_noun	magnetoquímica_noun
maneuverability_noun	maniobrabilitat_noun
jérôme_propernoun	jérôme_propernoun
patenaude_propernoun	patenaude_propernoun
itinerant_adjective	itinerant_adjective
anterior_adjective	anterior_adjective
vocalist_noun	vocalista_noun
austere_adjective	auster_adjective
less-and-less_adverb	cada-vegada-menys_adverb
usual_adjective	habitual_adjective
combinatorial_adjective	combinatori_adjective
for-perpetuity_adverb	a-perpetuïtat_adverb
boreal_adjective	boreal_adjective
dynamical_adjective	dinàmic_adjective
caja_propernoun	caja_propernoun
inflame_verb	inflamar_verb
miles_propernoun	miles_propernoun
stay_verb	quedar_verb
duciaume_propernoun	duciaume_propernoun
navel_noun	melic_noun
rauffe_propernoun	rauffe_propernoun
fabrizio_propernoun	fabrizio_propernoun
allegretto_adverb	allegretto_adverb
strangely-enough_adverb	encara-que-sembli-mentida_adverb
carnero_propernoun	carnero_propernoun
baldomero_propernoun	baldomero_propernoun
remberta_propernoun	remberta_propernoun
allowable_adjective	admissible_adjective
oró_propernoun	oró_propernoun
extremity_noun	extremitat_noun
optocoupler_noun	optoacoblador_noun
actin_noun	actina_noun
celia_propernoun	celia_propernoun
bacteriological_adjective	bacteriològic_adjective
felipa_propernoun	felipa_propernoun
smart_adjective	llest_adjective
pina_propernoun	pina_propernoun
mohamed_propernoun	mohamed_propernoun
return_verb	tornar_verb
disrespectful_adjective	irrespectuós_adjective
nyah_propernoun	nyah_propernoun
jurassic_adjective	juràssic_adjective
star_noun	estrella_noun
successfully_adverb	reeixidament_adverb
operator_noun	operador_noun
dynode_noun	dínode_noun
desmeules_propernoun	desmeules_propernoun
brian_propernoun	brian_propernoun
down_adverb	a-baix_adverb
breadwinner_noun	suport-de-la-família_noun
rae_propernoun	rae_propernoun
upwards_adverb	cap-amunt_adverb
installation_noun	instal·lació_noun
pesant_propernoun	pesant_propernoun
erode_verb	erosionar_verb
at-relatively-long-term_adverb	relativament-a-llarg-termini_adverb
brunno_propernoun	brunno_propernoun
flibotte_propernoun	flibotte_propernoun
very-much_adverb	molt_adverb
iridocele_noun	iridocele_noun
operation-time_noun	temps-d'execució_noun
labour_adjective	laboral_adjective
oogonium_noun	oogònia_noun
confront_verb	enfrontar_verb
reference_noun	referència_noun
ardent_adjective	apassionat_adjective
charming_adjective	encantador_adjective
activation_noun	activació_noun
babylon_propernoun	babilim_propernoun
recreation_noun	recreació_noun
riveiro_propernoun	riveiro_propernoun
contractile_adjective	contràctil_adjective
unbiased_adjective	imparcial_adjective
andres_propernoun	andres_propernoun
with-one-accord_adverb	de-mutu-acord_adverb
copartnership_noun	coparticipació_noun
delano_propernoun	delano_propernoun
mail_noun	correu_noun
uncompromisingly_adverb	fermament_adverb
pectoral_adjective	pectoral_adjective
currently_adverb	actualment_adverb
abolitionist_noun	abolicionista_noun
matteau_propernoun	matteau_propernoun
albuixech_propernoun	albuixech_propernoun
boyfriend_noun	xicot_noun
riding-school_noun	escola-d'equitació_noun
marsillo_propernoun	marsillo_propernoun
scarlet_adjective	escarlata_adjective
benedict_propernoun	benedict_propernoun
desalliers_propernoun	desalliers_propernoun
lalonge_propernoun	lalonge_propernoun
ohara_propernoun	ohara_propernoun
grant-an-amnesty_verb	amnistiar_verb
polysyllogism_noun	polisil·logisme_noun
sparsely_adverb	amb-prou-faenes_adverb
undisciplined_adjective	indisciplinat_adjective
when_relativepronoun	quan_relativepronoun
lila_propernoun	lila_propernoun
felipe_propernoun	felipe_propernoun
on-the-high-seas_adverb	en-alta-mar_adverb
vagabond_noun	vagabund_noun
record_noun	registre_noun
adrenalin_noun	adrenalina_noun
viveiros_propernoun	viveiros_propernoun
amulet_noun	amulet_noun
terrones_propernoun	terrones_propernoun
masciotra_propernoun	masciotra_propernoun
around-the-middle-of_preposition	a-mitjan_preposition
homier_propernoun	homier_propernoun
zonation_noun	zonació_noun
pinion_noun	pinyó_noun
preferentially_adverb	preferentment_adverb
leukemia_noun	leucèmia_noun
baird_propernoun	baird_propernoun
flaherty_propernoun	flaherty_propernoun
galvanizing_noun	galvanització_noun
silveria_propernoun	silveria_propernoun
kabuki_noun	kabuki_noun
labium_noun	làbium_noun
microprogram_noun	microprograma_noun
wary_adjective	caut_adjective
christiane_propernoun	christiane_propernoun
on-the-quiet_adverb	a-la-callada_adverb
insistence_noun	insistència_noun
area_noun	camp_noun
arraez_propernoun	arraez_propernoun
fried_adjective	fregit_adjective
haakon_propernoun	haakon_propernoun
warmly_adverb	calorosament_adverb
magellanic_adjective	de-magalhães_adjective
megane_propernoun	megane_propernoun
sword_noun	espasa_noun
beatrix_propernoun	beatrix_propernoun
arthrology_noun	artrologia_noun
corduroy_noun	pana_noun
glagolitic_adjective	glagolític_adjective
hartford_propernoun	hartford_propernoun
analgesia_noun	analgèsia_noun
justiniana_propernoun	justiniana_propernoun
synergetic_adjective	sinèrgic_adjective
braxton_propernoun	braxton_propernoun
result_verb	resultar_verb
vest_verb	investir_verb
recognisable_adjective	reconeixible_adjective
comparison_noun	comparació_noun
beaudet_propernoun	beaudet_propernoun
adenopathy_noun	adenopatia_noun
loire_propernoun	loira_propernoun
late-in-the-afternoon_adverb	a-mitja-vesprada_adverb
alba_propernoun	alba_propernoun
liquid_adjective	líquid_adjective
chiva_propernoun	chiva_propernoun
reverberation_noun	reverberació_noun
toxicologist_noun	toxicòleg_noun
villatoro_propernoun	villatoro_propernoun
antón_propernoun	antón_propernoun
despise_verb	menysprear_verb
iveth_propernoun	iveth_propernoun
invention_noun	invenció_noun
enterocyte_noun	enteròcit_noun
elective_adjective	optatiu_adjective
billion_numeral	bilió-de_numeral
deslandes_propernoun	deslandes_propernoun
asynchronous_adjective	asíncron_adjective
wind_noun	vent_noun
debris_noun	resta_noun
circumcised_adjective	circumcís_adjective
madelen_propernoun	madelen_propernoun
preservative_noun	conservant_noun
chalhoub_propernoun	chalhoub_propernoun
genesis_propernoun	genesis_propernoun
blindly_adverb	cegament_adverb
peloponnese_propernoun	peloponès_propernoun
wash_noun	rentada_noun
vivaldo_propernoun	vivaldo_propernoun
nolet_propernoun	nolet_propernoun
in-a-contiguous-way_adverb	contiguament_adverb
nielsen_propernoun	nielsen_propernoun
allard_propernoun	allard_propernoun
armory_noun	blasó_noun
interrupt_verb	interrompre_verb
declare_verb	declarar_verb
straight-away_adverb	de-seguida_adverb
ayana_propernoun	ayana_propernoun
pintor_propernoun	pintor_propernoun
mia_propernoun	mia_propernoun
darrius_propernoun	darrius_propernoun
rubia_propernoun	rubia_propernoun
serapia_propernoun	serapia_propernoun
some_pronoun	algun_pronoun
optimistic_adjective	optimista_adjective
adrian_propernoun	adrian_propernoun
permeability_noun	permeabilitat_noun
span_verb	abarcar_verb
abomination_noun	abominació_noun
cowshed_noun	estable_noun
archpriest_noun	arxipreste_noun
vertically_adverb	verticalment_adverb
inopportune_adjective	inoportú_adjective
fairly_adverb	equitativament_adverb
stem_noun	arrel_noun
del-barrio_propernoun	del-barrio_propernoun
hogarth_propernoun	hogarth_propernoun
purchase_noun	compra_noun
digón_propernoun	digón_propernoun
amando_propernoun	amando_propernoun
goal_noun	porteria_noun
call_for_noun	sol·licitud_noun
antecedence_noun	antecedència_noun
venture_verb	arriscar_verb
alférez_propernoun	alférez_propernoun
rocío-del-cielo_propernoun	rocío-del-cielo_propernoun
asier_propernoun	asier_propernoun
ejaculate_verb	ejacular_verb
nasal_adjective	nasal_adjective
most-of-the-time_adverb	gairebé-sempre_adverb
grizzly_adjective	canós_adjective
except_verb	exceptuar_verb
shiver_verb	tremolar_verb
dismantle_verb	desmantellar_verb
duty_noun	deure_noun
thence_adverb	d'allí_adverb
expandable_adjective	ampliable_adjective
rabelais_propernoun	rabelais_propernoun
inwardly_adverb	interiorment_adverb
bielan_propernoun	bielan_propernoun
gélineau_propernoun	gélineau_propernoun
chamber_noun	cambra_noun
frown_verb	arrufar-les-celles_verb
clone_noun	clon_noun
jacquelina_propernoun	jacquelina_propernoun
futuristic_adjective	futurista_adjective
amadeus_propernoun	amadeus_propernoun
monophyletic_adjective	monofilètic_adjective
haggling_noun	regateig_noun
mysore_propernoun	mysore_propernoun
miya_propernoun	miya_propernoun
magic_noun	màgia_noun
owe_verb	deure_verb
taken-altogether_adverb	en-total_adverb
drop_noun	baixada_noun
jerónima_propernoun	jerónima_propernoun
conch_noun	caragol-de-mar_noun
truffaut_propernoun	truffaut_propernoun
yanukovych_propernoun	yanukovych_propernoun
sulfamethoxazole_noun	sulfametoxazole_noun
aphrodite_propernoun	afrodita_propernoun
recognizable_adjective	reconeixedor_adjective
gifted_adjective	dotat_adjective
length_noun	durada_noun
expropriation_noun	expropiació_noun
commander_noun	comendador_noun
castelltort_propernoun	castelltort_propernoun
long-bladed_adjective	de-fulla-llarga_adjective
indictment_noun	acusació_noun
hancock_propernoun	hancock_propernoun
with-the-passing-of-years_adverb	amb-el-pas-dels-anys_adverb
laos_propernoun	laos_propernoun
lake_propernoun	lake_propernoun
weakening_noun	debilitament_noun
lancho_propernoun	lancho_propernoun
tag_noun	etiqueta_noun
strand_noun	bri_noun
tarantula_noun	taràntula_noun
tanya_propernoun	tanya_propernoun
for-some-reason-or-another_adverb	per-una-raó-o-altra_adverb
chimerism_noun	quimerisme_noun
slur_noun	calúmnia_noun
butler_propernoun	butler_propernoun
signage_noun	senyalització_noun
dancause_propernoun	dancause_propernoun
simeón_propernoun	simeón_propernoun
carolyn_propernoun	carolyn_propernoun
preparation_noun	elaboració_noun
amaral_propernoun	amaral_propernoun
meo_propernoun	meo_propernoun
regan_propernoun	regan_propernoun
diagnose_verb	diagnosticar_verb
director_noun	director_noun
colpocele_noun	colpocele_noun
argument_noun	renyina_noun
backup_noun	còpia-de-seguretat_noun
parsec_noun	pàrsec_noun
at-first-hand_adverb	de-primera-mà_adverb
manage_verb	dirigir_verb
mallais_propernoun	mallais_propernoun
columnist_noun	columnista_noun
valdes_propernoun	valdes_propernoun
celebrity_noun	celebritat_noun
integer_noun	enter_noun
rococo_noun	rococó_noun
estany_propernoun	estany_propernoun
raya_propernoun	raya_propernoun
francis_propernoun	francis_propernoun
legislate_verb	legislar_verb
shamira_propernoun	shamira_propernoun
chromic_adjective	cròmic_adjective
castration_noun	castració_noun
slam_verb	tancar-de-cop_verb
urge_noun	impuls_noun
childcare_noun	guarderia_noun
upset_verb	trastornar_verb
katabatic_adjective	catabàtic_adjective
bear_noun	ós_noun
or-wherever_adverb	o-on-sigui_adverb
remake_noun	nova-versió_noun
next-month_adverb	mes-vinent_adverb
to-the-minute_adverb	amb-precisió_adverb
membreno_propernoun	membreno_propernoun
monfette_propernoun	monfette_propernoun
württemberg_propernoun	württemberg_propernoun
diathermancy_noun	diatermància_noun
paraplegia_noun	paraplegia_noun
alyssa_propernoun	alyssa_propernoun
sine-die_adverb	sine-die_adverb
in-the-third-person_adverb	en-tercera-persona_adverb
variscite_noun	variscita_noun
brooklyn_propernoun	brooklyn_propernoun
cardenal_propernoun	cardenal_propernoun
car_noun	automòbil_noun
philippa_propernoun	philippa_propernoun
monllau_propernoun	monllau_propernoun
pioneer_verb	iniciar_verb
couillard_propernoun	couillard_propernoun
all-of-a-sudden_adverb	de-cop_adverb
hernandez_propernoun	hernandez_propernoun
manually_adverb	manualment_adverb
hèctor_propernoun	hèctor_propernoun
nervously_adverb	nerviosament_adverb
lutheran_adjective	luterà_adjective
disembark_verb	desembarcar_verb
exchangeable_adjective	intercanviable_adjective
patón_propernoun	patón_propernoun
basilio_propernoun	basilio_propernoun
brielle_propernoun	brielle_propernoun
demers_propernoun	demers_propernoun
rodier_propernoun	rodier_propernoun
profile_noun	perfil_noun
eighteen_numeral	divuit_numeral
ibars_propernoun	ibars_propernoun
within-earshot_adverb	molt-a-prop_adverb
victoriano_propernoun	victoriano_propernoun
eider_noun	èider_noun
antónio_propernoun	antónio_propernoun
irwin_propernoun	irwin_propernoun
zircon_noun	zircó_noun
energy_noun	energia_noun
congolese_noun	congolès_noun
sect_noun	secta_noun
allegheny_propernoun	allegheny_propernoun
argenté_propernoun	argenté_propernoun
galician-sports-foundation_propernoun	fundació-deporti-galego_propernoun
elies_propernoun	elies_propernoun
taxi_noun	taxi_noun
darken_verb	enfosquir_verb
sas_propernoun	sas_propernoun
delmiro_propernoun	delmiro_propernoun
conceal_verb	encobrir_verb
himachal-pradesh_propernoun	himachal-pradesh_propernoun
erythrocitosis_noun	eritrocitosi_noun
diligent_adjective	diligent_adjective
thousand_numeral	mil_numeral
hispaniola_propernoun	hispaniola_propernoun
charlish_propernoun	charlish_propernoun
juan_propernoun	juan_propernoun
arlington_propernoun	arlington_propernoun
forecast_noun	pronòstic_noun
blackthorn_noun	aranyoner_noun
longchamps_propernoun	longchamps_propernoun
chicago_propernoun	chicago_propernoun
starve_verb	passar-gana_verb
solar_adjective	solar_adjective
enzo_propernoun	enzo_propernoun
testament_noun	testament_noun
congratulatory_adjective	congratulatori_adjective
observant_adjective	observador_adjective
pius_propernoun	pius_propernoun
normally_adverb	normalment_adverb
immovable_adjective	immoble_adjective
pomegranate_noun	magrana_noun
sequence_noun	seqüència_noun
madden_verb	embogir_verb
carbonitriding_noun	carbonitruració_noun
uvarovite_noun	uvarovita_noun
weierstrass_propernoun	weierstrass_propernoun
at-the-very-most_adverb	com-a-màxim_adverb
anxo-quintana_propernoun	anxo-quintana_propernoun
inefficiency_noun	ineficàcia_noun
lute_noun	llaüt_noun
dean_propernoun	dean_propernoun
delsa_propernoun	delsa_propernoun
handle_noun	empunyadura_noun
fabian_propernoun	fabian_propernoun
for-an-unlimited-period_adverb	per-un-període-il·limitat_adverb
cave_noun	cova_noun
caza_propernoun	caza_propernoun
little_adjective	xicotet_adjective
detachable_adjective	separable_adjective
esteban_propernoun	esteban_propernoun
toothless_adjective	desdentegat_adjective
arachnid_noun	aràcnid_noun
manlio_propernoun	manlio_propernoun
gomez_propernoun	gomez_propernoun
generational_adjective	generacional_adjective
charm_noun	encís_noun
right_noun	dret_noun
skew_adjective	tort_adjective
romagosa_propernoun	romagosa_propernoun
macrocomponent_noun	macrocomponent_noun
ritually_adverb	ritualment_adverb
disentangle_verb	desembolicar_verb
piccolo_propernoun	piccolo_propernoun
elma_propernoun	elma_propernoun
forcefulness_noun	contundència_noun
meal_noun	àpat_noun
pentagonal_adjective	pentagonal_adjective
fence_noun	clos_noun
bailon_propernoun	bailon_propernoun
grimau_propernoun	grimau_propernoun
refractometer_noun	refractòmetre_noun
marois_propernoun	marois_propernoun
cymbal_noun	platerets_noun
cantalejo_propernoun	cantalejo_propernoun
elastic_adjective	elàstic_adjective
icosahedron_noun	icosaedre_noun
odilio_propernoun	odilio_propernoun
arena_noun	camp_noun
spice_noun	espècia_noun
juarez_propernoun	juarez_propernoun
longitudinal_adjective	longitudinal_adjective
escobedo_propernoun	escobedo_propernoun
robinho_propernoun	robinho_propernoun
panfilo_propernoun	panfilo_propernoun
paquito_propernoun	paquito_propernoun
collaborationist_noun	col·laboracionista_noun
needless-to-say_adverb	no-cal-dir-ho_adverb
preventive_adjective	precautori_adjective
urbanise_verb	urbanitzar_verb
lining_noun	folre_noun
shooner_propernoun	shooner_propernoun
ureopoiesis_noun	ureopoesi_noun
agnostic_noun	agnòstic_noun
braque_propernoun	braque_propernoun
historically_adverb	històricament_adverb
marenger_propernoun	marenger_propernoun
simony_noun	simonia_noun
anabaptist_adjective	anabaptista_adjective
away-from_preposition	lluny-de_preposition
hernaldo_propernoun	hernaldo_propernoun
comino_propernoun	comino_propernoun
applicator_noun	aplicador_noun
maurino_propernoun	maurino_propernoun
savana_propernoun	savana_propernoun
liberally_adverb	generosament_adverb
compress_verb	comprimir_verb
beaurivage_propernoun	beaurivage_propernoun
rose_propernoun	rose_propernoun
oriana_propernoun	oriana_propernoun
rickman_propernoun	rickman_propernoun
alaku_propernoun	alaku_propernoun
mariscal_propernoun	mariscal_propernoun
