ilegitimamente_adverb	il·legítimament_adverb
bourassa_propernoun	bourassa_propernoun
saponificável_adjective	saponificable_adjective
la-blunda_propernoun	la-blunda_propernoun
depauperação_noun	depauperació_noun
dualista_noun	dualista_noun
vencível_adjective	vencible_adjective
cubeddu_propernoun	cubeddu_propernoun
marcano_propernoun	marcano_propernoun
dissolvente_noun	dissolvent_noun
papini_propernoun	papini_propernoun
habilitar_verb	habilitar_verb
pérola_noun	perla_noun
starnini_propernoun	starnini_propernoun
equilibrado_adjective	equilibrat_adjective
tailandês_adjective	tailandès_adjective
petequial_adjective	petequial_adjective
navalón_propernoun	navalón_propernoun
viera_propernoun	viera_propernoun
xxiii_numeral	xxiii_numeral
l'hospitalet_propernoun	l'hospitalet_propernoun
insegurança_noun	inseguretat_noun
edgard_propernoun	edgard_propernoun
wellman_propernoun	wellman_propernoun
danny_propernoun	danny_propernoun
azaña_propernoun	azaña_propernoun
brissette_propernoun	brissette_propernoun
leiva_propernoun	leiva_propernoun
excursão_noun	excursió_noun
conjunto_adjective	conjunt_adjective
gentílico_adjective	gentílic_adjective
perlingieri_propernoun	perlingieri_propernoun
polina_propernoun	polina_propernoun
elaboração_noun	elaboració_noun
tárraga_propernoun	tárraga_propernoun
bèlgida_propernoun	bèlgida_propernoun
garofani_propernoun	garofani_propernoun
rabell_propernoun	rabell_propernoun
porém_subordinatingconjunction	no-obstant-això_subordinatingconjunction
elgezabal_propernoun	elgezabal_propernoun
abrignani_propernoun	abrignani_propernoun
independentista_adjective	independentista_adjective
habitualmente_adverb	habitualment_adverb
ciampolillo_propernoun	ciampolillo_propernoun
vilassar-de-mar_propernoun	vilassar-de-mar_propernoun
diglio_propernoun	diglio_propernoun
produtor_adjective	productor_adjective
ilícito_adjective	il·lícit_adjective
clemente_propernoun	clemente_propernoun
bartra_propernoun	bartra_propernoun
pàmies_propernoun	pàmies_propernoun
blackburn_propernoun	blackburn_propernoun
narcisa_propernoun	narcisa_propernoun
prisma_noun	prisma_noun
berry_propernoun	berry_propernoun
anomalamente_adverb	anòmalament_adverb
gestualidade_noun	gestualitat_noun
aniversário_noun	aniversari_noun
luz_noun	fanal_noun
petty_propernoun	petty_propernoun
crous_propernoun	crous_propernoun
agata_propernoun	agata_propernoun
inviável_adjective	inviable_adjective
preliminar_adjective	preliminar_adjective
fator_noun	factor_noun
especieiro_noun	especier_noun
lafresnaye_propernoun	lafresnaye_propernoun
robot_noun	robot_noun
aveyard_propernoun	aveyard_propernoun
abrams_propernoun	abrams_propernoun
bobbish_propernoun	bobbish_propernoun
mecanicista_noun	mecanicista_noun
levitação_noun	levitació_noun
masdéu_propernoun	masdéu_propernoun
arbustivo_adjective	arbustiu_adjective
exornação_noun	exornació_noun
crucianelli_propernoun	crucianelli_propernoun
hussáin_propernoun	hussáin_propernoun
claver_propernoun	claver_propernoun
spaggiari_propernoun	spaggiari_propernoun
montana_propernoun	montana_propernoun
arrabito_propernoun	arrabito_propernoun
berengué_propernoun	berengué_propernoun
criminal_noun	criminal_noun
supralunar_adjective	supralunar_adjective
sànchez_propernoun	sànchez_propernoun
hostilizar_verb	hostilitzar_verb
abella-de-la-conca_propernoun	abella-de-la-conca_propernoun
inquietar_verb	inquietar_verb
chong_propernoun	chong_propernoun
ciclista_noun	ciclista_noun
alcoleja_propernoun	alcoleja_propernoun
anistiar_verb	amnistiar_verb
harvie_propernoun	harvie_propernoun
alcalà_propernoun	alcalà_propernoun
visualização_noun	visualització_noun
el-asri_propernoun	el-asri_propernoun
prioritário_adjective	prioritari_adjective
blu_propernoun	blu_propernoun
strizzolo_propernoun	strizzolo_propernoun
dissidente_adjective	dissident_adjective
chapa_noun	llista_noun
semioficial_adjective	semioficial_adjective
anglófono_adjective	anglòfon_adjective
persistente_adjective	persistent_adjective
tabuleiro_noun	tauler_noun
leckie_propernoun	leckie_propernoun
sinkovics_propernoun	sinkovics_propernoun
ferrante_propernoun	ferrante_propernoun
quatretondeta_propernoun	quatretondeta_propernoun
indelegável_adjective	indelegable_adjective
improvisado_adjective	improvisat_adjective
obsessivo_adjective	obsessiu_adjective
tebar_propernoun	tebar_propernoun
estátua_noun	estàtua_noun
burgués_propernoun	burgués_propernoun
john_propernoun	john_propernoun
em-volta-de_preposition	al-voltant-de_preposition
zenga_propernoun	zenga_propernoun
latente_adjective	latent_adjective
massidda_propernoun	massidda_propernoun
chulilla_propernoun	chulilla_propernoun
ceccherini_propernoun	ceccherini_propernoun
fotografar_verb	fotografiar_verb
deer_propernoun	deer_propernoun
classicismo_noun	classicisme_noun
espectador_adjective	espectador_adjective
hospitalidade_noun	hospitalitat_noun
irles_propernoun	irles_propernoun
james_propernoun	james_propernoun
logudorês_noun	logudorès_noun
soterramento_noun	soterrament_noun
moses_propernoun	moses_propernoun
edmonds_propernoun	edmonds_propernoun
bergara_propernoun	bergara_propernoun
masnou_propernoun	masnou_propernoun
ocupacionalmente_adverb	ocupacionalment_adverb
compagnat_propernoun	compagnat_propernoun
maftei_propernoun	maftei_propernoun
anastomótico_adjective	anastomòtic_adjective
selectividade_noun	selectivitat_noun
mitja_propernoun	mitja_propernoun
el-salvador_propernoun	el-salvador_propernoun
racionalidade_noun	racionalitat_noun
corbin_propernoun	corbin_propernoun
voluptuoso_adjective	voluptuós_adjective
escacado_adjective	escacat_adjective
instrumentalmente_adverb	instrumentalment_adverb
semiótico_adjective	semiòtic_adjective
mainguy_propernoun	mainguy_propernoun
ondas_propernoun	ondas_propernoun
cimeiro_adjective	cimer_adjective
pennese_propernoun	pennese_propernoun
cassinhac_propernoun	cassinhac_propernoun
leprólogo_noun	lepròleg_noun
morneau_propernoun	morneau_propernoun
peidro_propernoun	peidro_propernoun
blackman_propernoun	blackman_propernoun
obas_propernoun	obas_propernoun
presa_noun	ullal_noun
galardoar_verb	guardonar_verb
culumbanu_propernoun	culumbanu_propernoun
sobranceiro_adjective	sobrancer_adjective
montevecchi_propernoun	montevecchi_propernoun
evacuação_noun	evacuació_noun
manolache_propernoun	manolache_propernoun
guignard_propernoun	guignard_propernoun
habilitador_adjective	habilitador_adjective
postural_adjective	postural_adjective
transumância_noun	transhumància_noun
walderez_propernoun	walderez_propernoun
squeri_propernoun	squeri_propernoun
sandburg_propernoun	sandburg_propernoun
thurmond_propernoun	thurmond_propernoun
elegibilidade_noun	elegibilitat_noun
impregnável_adjective	impregnable_adjective
otvoș_propernoun	otvoș_propernoun
choque_noun	topada_noun
capitação_noun	capitació_noun
congestão_noun	congestió_noun
susi_propernoun	susi_propernoun
lora_propernoun	lora_propernoun
leitura_noun	lectura_noun
madeira_propernoun	madeira_propernoun
suanzes_propernoun	suanzes_propernoun
chedore_propernoun	chedore_propernoun
wharton_propernoun	wharton_propernoun
maillé_propernoun	maillé_propernoun
cordero_propernoun	cordero_propernoun
poincaré_propernoun	poincaré_propernoun
grandemange_propernoun	grandemange_propernoun
landis_propernoun	landis_propernoun
sequóia_noun	sequoia_noun
oriente_noun	orient_noun
agitador_adjective	agitador_adjective
mitográfico_adjective	mitogràfic_adjective
alaku_propernoun	alaku_propernoun
ispas_propernoun	ispas_propernoun
exclamatório_adjective	exclamatori_adjective
munné_propernoun	munné_propernoun
israelítico_adjective	israelític_adjective
podológico_adjective	podològic_adjective
humoristicamente_adverb	humorísticament_adverb
deficiência_noun	deficiència_noun
profanação_noun	profanació_noun
chehade_propernoun	chehade_propernoun
biarticulado_adjective	biarticulat_adjective
iruela_propernoun	iruela_propernoun
playa_propernoun	playa_propernoun
cutrufo_propernoun	cutrufo_propernoun
man_propernoun	man_propernoun
invulnerado_adjective	invulnerat_adjective
quinquagésimo-sexto_adjective	cinquanta-sisè_adjective
uniformidade_noun	uniformitat_noun
casete_propernoun	casete_propernoun
cauterização_noun	cauterització_noun
distante_adjective	distant_adjective
von-hayek_propernoun	von-hayek_propernoun
dobrogeanu_propernoun	dobrogeanu_propernoun
besta_noun	bèstia_noun
gomes_propernoun	gomes_propernoun
turcomeno_noun	turcman_noun
poderoso_adjective	poderós_adjective
beneficência_noun	beneficència_noun
sylvain_propernoun	sylvain_propernoun
integrante_adjective	integrant_adjective
bellvís_propernoun	bellvís_propernoun
convidar_verb	invitar_verb
emigração_noun	emigració_noun
barrantes_propernoun	barrantes_propernoun
genealogia_noun	genealogia_noun
dormitório_noun	dormitori_noun
minasso_propernoun	minasso_propernoun
sonométrico_adjective	sonomètric_adjective
klein_propernoun	klein_propernoun
nómada_adjective	nòmada_adjective
alcatel_propernoun	alcatel_propernoun
excretório_adjective	excretori_adjective
fontoura_propernoun	fontoura_propernoun
multicultural_adjective	multicultural_adjective
macris_propernoun	macris_propernoun
cunhado_noun	cunyat_noun
poliatômico_adjective	poliatòmic_adjective
carrara_propernoun	carrara_propernoun
metodicamente_adverb	metòdicament_adverb
mister_adjective	mister_adjective
gaviano_propernoun	gaviano_propernoun
interpretar_verb	interpretar_verb
errigo_propernoun	errigo_propernoun
reconverter_verb	reconvertir_verb
shackleton_propernoun	shackleton_propernoun
tramoia_noun	tramoia_noun
informador_adjective	informador_adjective
tecnologia_noun	tecnologia_noun
arestoso_adjective	arestós_adjective
ligero_propernoun	ligero_propernoun
bonanova_propernoun	bonanova_propernoun
prisão_noun	presó_noun
desnaturalizar_verb	desnaturalitzar_verb
fucksia_propernoun	fucksia_propernoun
cherio_propernoun	cherio_propernoun
sessenta-e-nove_numeral	seixanta-nou_numeral
bolet_propernoun	bolet_propernoun
similar_adjective	similar_adjective
gorjear_verb	xerrotejar_verb
lyndon_propernoun	lyndon_propernoun
quinto_adjective	quint_adjective
anecóico_adjective	anecoic_adjective
zoologista_noun	zoòleg_noun
fistuloso_adjective	fistulós_adjective
ajustar_verb	ajustar_verb
pelo_noun	pèl_noun
sant-miquel-de-campmajor_propernoun	sant-miquel-de-campmajor_propernoun
haniyeh_propernoun	haniyeh_propernoun
em-ligeira-queda_adverb	lleugerament-a-la-baixa_adverb
guipuzcoano_propernoun	guipuzcoano_propernoun
electrométrico_adjective	electromètric_adjective
acebo_propernoun	acebo_propernoun
majeur_propernoun	majeur_propernoun
variância_noun	variància_noun
bue_propernoun	bue_propernoun
mancha_propernoun	mancha_propernoun
toarciano_adjective	toarcià_adjective
antinacional_adjective	antinacional_adjective
guetta_propernoun	guetta_propernoun
salafismo_noun	salafisme_noun
scotti_propernoun	scotti_propernoun
artacho_propernoun	artacho_propernoun
bassella_propernoun	bassella_propernoun
dissolubilidade_noun	dissolubilitat_noun
parelho_adjective	parell_adjective
contexto_noun	context_noun
burnham_propernoun	burnham_propernoun
turnê_noun	gira_noun
atar_verb	lligar_verb
oliu_propernoun	oliu_propernoun
perimétrico_adjective	perimètric_adjective
porcu_propernoun	porcu_propernoun
iancu_propernoun	iancu_propernoun
antialcalino_adjective	antialcalí_adjective
conhecedor_noun	coneixedor_noun
fenomenal_adjective	fenomenal_adjective
lauvergeon_propernoun	lauvergeon_propernoun
camino_propernoun	camino_propernoun
gastão_propernoun	gastó_propernoun
chapados_propernoun	chapados_propernoun
paraquedismo_noun	paracaigudisme_noun
radiométrico_adjective	radiomètric_adjective
wojtyla_propernoun	wojtyla_propernoun
descentralizado_adjective	descentralitzat_adjective
kroeber_propernoun	kroeber_propernoun
proteccionista_adjective	proteccionista_adjective
metafônico_adjective	metafònic_adjective
graminoso_adjective	graminós_adjective
américa-do-sul_propernoun	sud-amèrica_propernoun
edmond_propernoun	edmond_propernoun
campânia_propernoun	campània_propernoun
zanuck_propernoun	zanuck_propernoun
makhoul_propernoun	makhoul_propernoun
pelo-contrário_adverb	al-contrari_adverb
keynes_propernoun	keynes_propernoun
staicu_propernoun	staicu_propernoun
morvan_propernoun	morvan_propernoun
nilótico_adjective	nilòtic_adjective
azzi_propernoun	azzi_propernoun
pedreiro_noun	paleta_noun
activação_noun	activació_noun
pivin_propernoun	pivin_propernoun
dissimulado_adjective	dissimulat_adjective
diamanti_propernoun	diamanti_propernoun
terol_propernoun	terol_propernoun
blanchett_propernoun	blanchett_propernoun
tremp_propernoun	tremp_propernoun
zâmbia_propernoun	zàmbia_propernoun
ao-deus-dará_adverb	amb-una-mà-davant-i-una-mà-darrere_adverb
hibridação_noun	hibridació_noun
pureza_noun	puresa_noun
monstruoso_adjective	monstruós_adjective
ornado_adjective	ornat_adjective
acidentar_verb	accidentar_verb
ramal_propernoun	ramal_propernoun
aebersold_propernoun	aebersold_propernoun
alighieri_propernoun	alighieri_propernoun
inicial_adjective	inicial_adjective
joão-pessoa_propernoun	joão-pessoa_propernoun
ateliê_noun	taller_noun
maestri_propernoun	maestri_propernoun
espinal_propernoun	espinal_propernoun
cadencioso_adjective	cadenciós_adjective
irrefutável_adjective	irrefutable_adjective
esclerectomia_noun	esclerectomia_noun
salaet_propernoun	salaet_propernoun
hergé_propernoun	hergé_propernoun
von-starhemberg_propernoun	von-starhemberg_propernoun
benassi_propernoun	benassi_propernoun
bros_propernoun	bros_propernoun
tassé_propernoun	tassé_propernoun
llacer_propernoun	llacer_propernoun
fujimori_propernoun	fujimori_propernoun
voynet_propernoun	voynet_propernoun
nepalês_noun	nepalès_noun
spiridon_propernoun	spiridon_propernoun
produtivo_adjective	productiu_adjective
güell_propernoun	güell_propernoun
uranográfico_adjective	uranogràfic_adjective
remini_propernoun	remini_propernoun
povoado_noun	població_noun
irrenunciável_adjective	irrenunciable_adjective
conetividade_noun	connectivitat_noun
elhaddad_propernoun	elhaddad_propernoun
porto-alegre_propernoun	porto-alegre_propernoun
piqueres_propernoun	piqueres_propernoun
baqué_propernoun	baqué_propernoun
composto_noun	compost_noun
clavet_propernoun	clavet_propernoun
conclusivamente_adverb	conclusivament_adverb
infantaria_noun	infanteria_noun
obsidional_adjective	obsidional_adjective
athot_propernoun	athot_propernoun
espí_propernoun	espí_propernoun
hematúria_noun	hematúria_noun
escorihuela_propernoun	escorihuela_propernoun
rapado_adjective	rapat_adjective
cornell_propernoun	cornell_propernoun
ginecologia_noun	ginecologia_noun
souto_propernoun	souto_propernoun
ensino_noun	ensenyament_noun
hidrólogo_noun	hidròleg_noun
impermutável_adjective	impermutable_adjective
otologia_noun	otologia_noun
torrero_propernoun	torrero_propernoun
zermelo_propernoun	zermelo_propernoun
requisição_noun	requisició_noun
ambiel_propernoun	ambiel_propernoun
vice-ministro_noun	viceministre_noun
telegrafista_noun	telegrafista_noun
compilador_adjective	compilador_adjective
zapata_propernoun	zapata_propernoun
pontone_propernoun	pontone_propernoun
loteria_noun	loteria_noun
kasten_propernoun	kasten_propernoun
oportuno_adjective	escaient_adjective
aumento_noun	augment_noun
hinterholz_propernoun	hinterholz_propernoun
hidratável_adjective	hidratable_adjective
cornellier_propernoun	cornellier_propernoun
biunivocamente_adverb	biunívocament_adverb
girardeau_propernoun	girardeau_propernoun
veementemente_adverb	vehementment_adverb
esquivo_adjective	esquiu_adjective
cotado_propernoun	cotado_propernoun
q_noun	q_noun
divagação_noun	divagació_noun
solteiro_noun	solter_noun
estradé_propernoun	estradé_propernoun
tenso_adjective	tibant_adjective
pluralismo_noun	pluralisme_noun
comitê_noun	comitè_noun
cronométrico_adjective	cronomètric_adjective
concreto_noun	formigó_noun
imitar_verb	imitar_verb
imaginariamente_adverb	imaginàriament_adverb
compagnon_propernoun	compagnon_propernoun
pinato_propernoun	pinato_propernoun
vila-nova-de-gaia_propernoun	vila-nova-de-gaia_propernoun
xxxv_numeral	xxxv_numeral
copèrnic_propernoun	copèrnic_propernoun
crítico_adjective	crític_adjective
