waiting_for_preposition_en	esperando_a_preposition_es
rolling_noun_en	rodamiento_noun_es
cancellation_noun_en	cancelación_noun_es
cyclone_noun_en	ciclón_noun_es
adoration_noun_en	adoración_noun_es
prejudge_verb_en	prejuzgar_verb_es
educable_adjective_en	educable_adjective_es
in_the_middle_of_nowhere_adverb_en	en_el_quinto_pino_adverb_es
vegetable_noun_en	verdura_noun_es
annoy_verb_en	dar_la_lata_verb_es
desist_verb_en	desistir_verb_es
diplomatic_adjective_en	diplomático_adjective_es
at_the_expense_of_preposition_en	a_expensas_de_preposition_es
objective_adjective_en	objetivo_adjective_es
latin_american_adjective_en	latinoamericano_adjective_es
commodity_noun_en	mercancía_noun_es
again_adverb_en	de_nuevo_adverb_es
spade_noun_en	pala_noun_es
slag_noun_en	escoria_noun_es
divisional_adjective_en	divisorio_adjective_es
little_pronoun_en	poco_pronoun_es
little_determiner_en	poco_determiner_es
little_demonstrativepronoun_en	poco_demonstrativepronoun_es
little_pronoun_en	poco_pronoun_es
little_determiner_en	poco_determiner_es
little_demonstrativepronoun_en	poco_demonstrativepronoun_es
little_pronoun_en	poco_pronoun_es
little_determiner_en	poco_determiner_es
little_demonstrativepronoun_en	poco_demonstrativepronoun_es
little_pronoun_en	poco_pronoun_es
little_determiner_en	poco_determiner_es
little_demonstrativepronoun_en	poco_demonstrativepronoun_es
subscriber_noun_en	suscriptor_noun_es
scarlet_adjective_en	escarlata_adjective_es
signage_noun_en	señalización_noun_es
sober_adjective_en	sereno_adjective_es
employ_verb_en	emplear_verb_es
democratic_adjective_en	democrático_adjective_es
instauration_noun_en	instauración_noun_es
comparator_noun_en	comparador_noun_es
stove_noun_en	fogón_noun_es
veneeredly_adverb_en	chapadamente_adverb_es
montreal_propernoun_en	montreal_propernoun_es
abbott_propernoun_en	abbott_propernoun_es
lethal_adjective_en	letal_adjective_es
carles_propernoun_en	carles_propernoun_es
compassionate_adjective_en	compasivo_adjective_es
biopolymer_noun_en	biopolímero_noun_es
humanism_noun_en	humanismo_noun_es
accompanying_adjective_en	acompañante_adjective_es
noodle_noun_en	fideo_noun_es
cigarette_noun_en	cigarrillo_noun_es
atomic_adjective_en	atómico_adjective_es
complainant_noun_en	querellante_noun_es
malfunction_verb_en	funcionar_mal_verb_es
agree_verb_en	concordar_verb_es
coupler_noun_en	acoplador_noun_es
mutualistic_adjective_en	mutualista_adjective_es
tv_noun_en	tele_noun_es
crepe_noun_en	crepé_noun_es
magee_propernoun_en	magee_propernoun_es
european_security_strategy_propernoun_en	estrategia_europea_de_seguridad_propernoun_es
hobble_noun_en	cojera_noun_es
bullfighting_party_noun_en	festejo_taurino_noun_es
line_noun_en	raya_noun_es
ime_propernoun_en	ime_propernoun_es
gardening_noun_en	jardinería_noun_es
merry_christmas_noun_en	feliz_navidad_noun_es
antiparallel_adjective_en	antiparalelo_adjective_es
polyspermy_noun_en	polispermia_noun_es
pecuniary_adjective_en	pecuniario_adjective_es
morphometric_adjective_en	morfométrico_adjective_es
particular_use_noun_en	uso_particular_noun_es
scare_verb_en	amilanar_verb_es
engine_driver_noun_en	maquinista_noun_es
brazilian_noun_en	brasilero_noun_es
athletic_bilbao_propernoun_en	athletic_club_bilbao_propernoun_es
training_and_doctrine_control_propernoun_en	mando_de_adiestramiento_y_doctrina_propernoun_es
rising_tide_noun_en	marea_creciente_noun_es
resupply_verb_en	abastecer_verb_es
intelligible_adjective_en	inteligible_adjective_es
endive_noun_en	endibia_noun_es
fine_adverb_en	bien_adverb_es
los_rosales_propernoun_en	los_rosales_propernoun_es
instrument_verb_en	equipar_verb_es
bose-einstein_condensate_noun_en	condensado_de_bose-einstein_noun_es
cupreous_adjective_en	cobrizo_adjective_es
reason_noun_en	motivo_noun_es
pilot_noun_en	piloto_noun_es
shoulder_pad_noun_en	hombrera_noun_es
animation_noun_en	animación_noun_es
nasty_adjective_en	malo_adjective_es
send_verb_en	enviar_verb_es
puppet_noun_en	títere_noun_es
marquise_noun_en	marqués_noun_es
theophorus_propernoun_en	theóforo_propernoun_es
yugoslav_adjective_en	yugoslavo_adjective_es
fujitsu_propernoun_en	fujitsu_propernoun_es
usury_noun_en	usura_noun_es
tune_noun_en	tonada_noun_es
numbering_noun_en	numeración_noun_es
from_preposition_en	de_preposition_es
disc_noun_en	disco_noun_es
share_issue_noun_en	emisión_de_acciones_noun_es
in_half_adverb_en	por_la_mitad_adverb_es
shock_noun_en	shock_noun_es
plot_noun_en	complot_noun_es
basauri_propernoun_en	basauri_propernoun_es
madatac_propernoun_en	madatac_propernoun_es
restructuring_noun_en	restructuración_noun_es
on_adverb_en	encima_adverb_es
commission_noun_en	encargo_noun_es
slat_noun_en	listón_noun_es
flaky_adjective_en	escamoso_adjective_es
require_verb_en	precisar_verb_es
coin_verb_en	troquelar_verb_es
fire_noun_en	fuego_noun_es
from_preposition_en	provenientes_de_preposition_es
chelicera_noun_en	quelícero_noun_es
lower_verb_en	bajar_verb_es
antrum_noun_en	antro_noun_es
lavishness_noun_en	fastuosidad_noun_es
conference_noun_en	conferencia_noun_es
emotional_adjective_en	emocional_adjective_es
involve_verb_en	involucrar_verb_es
woodcutter_noun_en	leñador_noun_es
current_adjective_en	actual_adjective_es
above-mentioned_adjective_en	antes_mencionado_adjective_es
ferment_verb_en	fermentar_verb_es
case_noun_en	maleta_noun_es
nitrification_noun_en	nitrificación_noun_es
neutron_star_noun_en	estrella_de_neutrones_noun_es
superscript_noun_en	superíndice_noun_es
marginal_adjective_en	insignificante_adjective_es
visual_aid_noun_en	ayuda_visual_noun_es
icu_noun_en	uvi_noun_es
denticle_noun_en	dentículo_noun_es
rat_noun_en	rata_noun_es
apropos_adjective_en	pertinente_adjective_es
voyeur_noun_en	voyeur_noun_es
nodule_noun_en	nódulo_noun_es
comedy_noun_en	comedia_noun_es
homosexual_adjective_en	homosexual_adjective_es
glucose_noun_en	glucosa_noun_es
symposium_noun_en	simposio_noun_es
spirit_noun_en	alcohol_noun_es
have_sexual_relations_verb_en	mantener_relaciones_sexuales_verb_es
opal_noun_en	ópalo_noun_es
fidelity_noun_en	fidelidad_noun_es
more_than_half_of_pronoun_en	más_de_la_mitad_de_pronoun_es
more_than_half_of_determiner_en	más_de_la_mitad_de_determiner_es
more_than_half_of_pronoun_en	más_de_la_mitad_de_pronoun_es
more_than_half_of_determiner_en	más_de_la_mitad_de_determiner_es
more_than_half_of_pronoun_en	más_de_la_mitad_de_pronoun_es
more_than_half_of_determiner_en	más_de_la_mitad_de_determiner_es
more_than_half_of_pronoun_en	más_de_la_mitad_de_pronoun_es
more_than_half_of_determiner_en	más_de_la_mitad_de_determiner_es
blackening_noun_en	ennegrecimiento_noun_es
semicolon_noun_en	punto_y_coma_noun_es
worn_adjective_en	gastado_adjective_es
centre_noun_en	centro_noun_es
beige_adjective_en	beige_adjective_es
vagina_noun_en	vagina_noun_es
anxiety_noun_en	angustia_noun_es
udf_noun_en	udf_noun_es
continue_verb_en	proseguir_verb_es
pill_noun_en	píldora_noun_es
del_toro_propernoun_en	del_toro_propernoun_es
río_escondido_propernoun_en	río_escondido_propernoun_es
crematory_noun_en	crematorio_noun_es
bilquez_propernoun_en	bilquez_propernoun_es
put_the_record_straight_verb_en	constar_los_hechos_verb_es
form_verb_en	formar_verb_es
compensate_verb_en	compensar_verb_es
ring_noun_en	anilla_noun_es
jam_noun_en	confitura_noun_es
replacement_noun_en	reposición_noun_es
cattle_noun_en	ganado_noun_es
gorbachov_propernoun_en	gorbachov_propernoun_es
evasion_noun_en	evasión_noun_es
guardian_noun_en	guardián_noun_es
vargas_propernoun_en	vargas_propernoun_es
condiment_noun_en	condimento_noun_es
ameliorate_verb_en	mejorar_verb_es
absence_makes_the_heart_grow_fonder_interjection_en	la_ausencia_es_al_amor_lo_que_al_fuego_el_aire_interjection_es
jetty_noun_en	embarcadero_noun_es
at_night_adverb_en	por_la_noche_adverb_es
cause_verb_en	causar_verb_es
lorena_propernoun_en	lorena_propernoun_es
sky_noun_en	cielo_noun_es
exhibitionism_noun_en	exhibicionismo_noun_es
millenium_noun_en	milenio_noun_es
poster_noun_en	cartel_noun_es
lynching_noun_en	linchamiento_noun_es
good_buy_noun_en	buena_compra_noun_es
flexible_adjective_en	flexible_adjective_es
permit_noun_en	permiso_noun_es
formality_noun_en	trámite_noun_es
balloon_noun_en	balón_noun_es
aforesaid_adjective_en	susodicho_adjective_es
co2_noun_en	co2_noun_es
in_bold_adverb_en	en_negrita_adverb_es
postmodern_adjective_en	postmoderno_adjective_es
childbirth_noun_en	parto_noun_es
burns_propernoun_en	burns_propernoun_es
shell_noun_en	caparazón_noun_es
lagoon_noun_en	laguna_noun_es
rent_verb_en	alquilar_verb_es
lancelot_of_the_lake_propernoun_en	lanzarote_del_lago_propernoun_es
chili_noun_en	ají_noun_es
menthol_noun_en	mentol_noun_es
commensurable_adjective_en	conmensurable_adjective_es
ignominy_noun_en	ignominia_noun_es
gregorian_adjective_en	gregoriano_adjective_es
moroccan_noun_en	marroquí_noun_es
plutonic_adjective_en	plutónico_adjective_es
tell_to_go_to_hell_verb_en	mandar_a_la_porra_verb_es
raging_adjective_en	furioso_adjective_es
bulb_noun_en	bombilla_noun_es
globule_noun_en	glóbulo_noun_es
before_moving_ahead_adverb_en	antes_de_seguir_adelante_adverb_es
notch_noun_en	muesca_noun_es
remember_verb_en	acordar_verb_es
train_verb_en	adiestrarse_verb_es
scribe_noun_en	escribano_noun_es
liposuction_noun_en	liposucción_noun_es
rack_brain_verb_en	estrujarse_el_meollo_verb_es
loving_adjective_en	amoroso_adjective_es
drinker_noun_en	bebedor_noun_es
civic_adjective_en	cívico_adjective_es
martorell_propernoun_en	martorell_propernoun_es
rural_tourism_noun_en	agroturismo_noun_es
detrital_adjective_en	detrítico_adjective_es
tetouan_propernoun_en	tetuán_propernoun_es
hiccough_noun_en	hipo_noun_es
holmium_noun_en	holmio_noun_es
vase_noun_en	jarrón_noun_es
prostration_noun_en	postración_noun_es
tartar_noun_en	tártaro_noun_es
annoying_adjective_en	molesto_adjective_es
mey_propernoun_en	mey_propernoun_es
with_impunity_adverb_en	impunemente_adverb_es
ancestral_adjective_en	ancestral_adjective_es
temerity_noun_en	temeridad_noun_es
since_subordinatingconjunction_en	puesto_que_subordinatingconjunction_es
pediment_noun_en	frontón_noun_es
centimetre_noun_en	centímetro_noun_es
parasitic_adjective_en	parasitario_adjective_es
transcendence_noun_en	trascendencia_noun_es
czech_republic_propernoun_en	república_checa_propernoun_es
velocity_noun_en	velocidad_noun_es
potion_noun_en	pócima_noun_es
university_noun_en	universidad_noun_es
sofia_propernoun_en	sofía_propernoun_es
shift_verb_en	mover_verb_es
immutable_adjective_en	inmutable_adjective_es
alphabetically_adverb_en	alfabéticamente_adverb_es
have_a_conversation_verb_en	dialogar_verb_es
leblanc_propernoun_en	leblanc_propernoun_es
his_majesty_noun_en	su_majestad_noun_es
carrion_noun_en	carroña_noun_es
sufficiency_noun_en	suficiencia_noun_es
intellectually_adverb_en	intelectualmente_adverb_es
letterhead_noun_en	membrete_noun_es
pomegranate_noun_en	granada_noun_es
miserable_adjective_en	desdichado_adjective_es
leadership_noun_en	protagonismo_noun_es
calculator_noun_en	calculadora_noun_es
gear_noun_en	tren_noun_es
epigastric_adjective_en	epigástrico_adjective_es
landscaped_area_noun_en	zona_ajardinada_noun_es
exaggeration_noun_en	exageración_noun_es
look_verb_en	parecer_verb_es
decant_verb_en	decantar_verb_es
shelve_verb_en	dejar_de_lado_verb_es
infrastructure_noun_en	infraestructura_noun_es
gender_noun_en	género_noun_es
dissipate_verb_en	disipar_verb_es
john_xxi_propernoun_en	juan_xxi_propernoun_es
at_once_adverb_en	inmediatamente_adverb_es
prorate_noun_en	prorrata_noun_es
steal_verb_en	hurtar_verb_es
decipherment_noun_en	desciframiento_noun_es
pepsin_noun_en	pepsina_noun_es
probability_noun_en	probabilidad_noun_es
valencian_noun_en	valenciano_noun_es
unencumbered_by_preposition_en	sin_el_estorbo_de_preposition_es
radical_noun_en	radical_noun_es
pod_noun_en	vaina_noun_es
loan_noun_en	préstamo_noun_es
meroi_propernoun_en	meroi_propernoun_es
arid_adjective_en	árido_adjective_es
salmon_noun_en	salmón_noun_es
biosphere_noun_en	biosfera_noun_es
go_along_to_verb_en	asistir_verb_es
purchase_order_noun_en	albarán_de_compra_noun_es
bread_maker_noun_en	panificadora_noun_es
mating_noun_en	apareamiento_noun_es
magnetism_noun_en	magnetismo_noun_es
federation_of_cantabria_propernoun_en	federación_cántabra_propernoun_es
colorimetry_noun_en	colorimetría_noun_es
entelechy_noun_en	entelequia_noun_es
tax_haven_noun_en	paraíso_fiscal_noun_es
rug_noun_en	alfombra_noun_es
gametophyte_noun_en	gametofito_noun_es
organiser_noun_en	organizador_noun_es
gonion_noun_en	gonión_noun_es
clue_noun_en	pista_noun_es
cleverly_adverb_en	ingeniosamente_adverb_es
html_propernoun_en	html_propernoun_es
hyperthermia_noun_en	hipertermia_noun_es
zygomatic_adjective_en	cigomático_adjective_es
epigraphical_adjective_en	epigráfico_adjective_es
vietnamese_noun_en	vietnamita_noun_es
remedy_verb_en	remediar_verb_es
precaution_noun_en	precaución_noun_es
presumption_noun_en	presunción_noun_es
affectionately_adverb_en	cariñosamente_adverb_es
ordinary_adjective_en	normal_adjective_es
biogenesis_noun_en	biogénesis_noun_es
layout_noun_en	maquetación_noun_es
note_verb_en	notar_verb_es
maturity_noun_en	madurez_noun_es
microfilament_noun_en	microfilamento_noun_es
slow_adjective_en	lento_adjective_es
hazardous_adjective_en	peligroso_adjective_es
ash_noun_en	ceniza_noun_es
etiology_noun_en	etiología_noun_es
dissidence_noun_en	disidencia_noun_es
semasiological_adjective_en	semasiológico_adjective_es
notify_verb_en	notificar_verb_es
nebuchadnezzar_propernoun_en	nabucodonosor_propernoun_es
parallelism_noun_en	paralelismo_noun_es
ligroin_noun_en	ligroína_noun_es
hairy_adjective_en	peludo_adjective_es
idiographic_adjective_en	ideográfico_adjective_es
adventurous_adjective_en	aventurero_adjective_es
chalcography_noun_en	calcografía_noun_es
connote_verb_en	connotar_verb_es
freeman_propernoun_en	freeman_propernoun_es
umbilical_adjective_en	umbilical_adjective_es
disgusting_adjective_en	asqueroso_adjective_es
westwards_adverb_en	hacia_el_oeste_adverb_es
stoppage_noun_en	obstrucción_noun_es
aquiferous_noun_en	acuífero_noun_es
jasper_noun_en	jaspe_noun_es
cinematography_noun_en	cinematografía_noun_es
streedagh_propernoun_en	streedagh_propernoun_es
now_adverb_en	en_lo_que_sigue_adverb_es
excess_adjective_en	sobrante_adjective_es
apprehension_noun_en	aprehensión_noun_es
russian_noun_en	ruso_noun_es
sonogram_noun_en	sonograma_noun_es
in_more_detail_adverb_en	con_más_detalle_adverb_es
scolding_noun_en	regaño_noun_es
revamp_verb_en	renovar_verb_es
violet_adjective_en	violeta_adjective_es
obscurantism_noun_en	oscurantismo_noun_es
be_offended_verb_en	agraviarse_verb_es
university_of_texas_at_austin_propernoun_en	university_of_texas_en_austin_propernoun_es
demarcation_noun_en	demarcación_noun_es
intolerable_adjective_en	intolerable_adjective_es
incidence_noun_en	incidencia_noun_es
buckwheat_noun_en	alforfón_noun_es
valuation_noun_en	tasación_noun_es
secretary_general_noun_en	secretario_general_noun_es
fine-tune_verb_en	afinar_verb_es
optimism_noun_en	optimismo_noun_es
live_coverage_noun_en	transmisión_en_directo_noun_es
coastal_village_noun_en	villa_costera_noun_es
valencian_adjective_en	valenciano_adjective_es
foolishly_adverb_en	estúpidamente_adverb_es
medium_noun_en	medio_noun_es
all_the_way_adverb_en	completamente_adverb_es
immune_system_noun_en	sistema_inmunitario_noun_es
farmer_noun_en	labrador_noun_es
generativism_noun_en	generativismo_noun_es
indispensable_adjective_en	indispensable_adjective_es
reduction_noun_en	reducción_noun_es
transfer_verb_en	transferir_verb_es
antarctic_adjective_en	antárctico_adjective_es
permeance_noun_en	permeancia_noun_es
dollar_noun_en	dólar_noun_es
monoxide_noun_en	monóxido_noun_es
roughly_adverb_en	cerrilmente_adverb_es
apterous_adjective_en	áptero_adjective_es
long_for_verb_en	ansiar_verb_es
next_july_adverb_en	el_próximo_julio_adverb_es
parameter_noun_en	parámetro_noun_es
salient_point_noun_en	punto_principale_noun_es
abdomen_noun_en	abdomen_noun_es
holography_noun_en	holografía_noun_es
tautosyllabic_adjective_en	tautosilábico_adjective_es
chlorophyl_noun_en	clorofila_noun_es
indisposition_noun_en	indisposición_noun_es
shopping_center_noun_en	centro_comercial_noun_es
biquadratic_adjective_en	bicuadrático_adjective_es
be_in_the_history_verb_en	quedar_para_los_anales_verb_es
mitochondrial_adjective_en	mitocondrial_adjective_es
unearth_verb_en	desenterrar_verb_es
take_care_subordinatingconjunction_en	a_seguir_bien_subordinatingconjunction_es
duodenum_noun_en	duodeno_noun_es
chink_noun_en	dring_noun_es
pump_noun_en	bomba_noun_es
worn_adjective_en	desgastado_adjective_es
stunning_adjective_en	pasmoso_adjective_es
sinister_adjective_en	siniestro_adjective_es
teleology_noun_en	teleología_noun_es
what_adjective_en	qué_adjective_es
what_pronoun_en	qué_pronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
what_adjective_en	qué_adjective_es
what_pronoun_en	qué_pronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
inundate_verb_en	inundar_verb_es
volatile_adjective_en	volátil_adjective_es
lyric_noun_en	letra_noun_es
integral_adjective_en	integral_adjective_es
powerful_adjective_en	poderoso_adjective_es
acarus_noun_en	ácaro_noun_es
amusement_noun_en	distracción_noun_es
hexagonal_adjective_en	hexagonal_adjective_es
oddity_noun_en	rareza_noun_es
synchronise_verb_en	sincronizar_verb_es
dissociation_noun_en	disociación_noun_es
rua_propernoun_en	rua_propernoun_es
choice_noun_en	elección_noun_es
retort_verb_en	replicar_verb_es
emotiveness_noun_en	emotividad_noun_es
desk_noun_en	escritorio_noun_es
ingrown_toenail_noun_en	uñero_noun_es
ulceration_noun_en	ulceración_noun_es
evangelist_adjective_en	evangelista_adjective_es
boot_noun_en	bota_noun_es
juli_propernoun_en	juli_propernoun_es
syntactic_error_noun_en	error_sintáctico_noun_es
biodegradable_adjective_en	biodegradable_adjective_es
immunological_adjective_en	inmunológico_adjective_es
anteriority_noun_en	anterioridad_noun_es
whitewash_noun_en	lechada_noun_es
elasticity_noun_en	elasticidad_noun_es
photodegradation_noun_en	fotodegradación_noun_es
