decano_noun_es	doyen_noun_fr
felipe-i-el-hermoso_propernoun_es	philippe-ier-le-beau_propernoun_fr
de-manera-que_subordinatingconjunction_es	de-manière-que_subordinatingconjunction_fr
pasar_verb_es	passer_verb_fr
visiblemente_adverb_es	visiblement_adverb_fr
completamente_adverb_es	complètement_adverb_fr
ebro_propernoun_es	èbre_propernoun_fr
katsav_propernoun_es	katsav_propernoun_fr
dahir-riyale-kahin_propernoun_es	dahir-riyale-kahin_propernoun_fr
combustión_noun_es	combustion_noun_fr
simultáneo_adjective_es	simultané_adjective_fr
demandante_adjective_es	plaignant_adjective_fr
gri_propernoun_es	gri_propernoun_fr
comunicar_verb_es	communiquer_verb_fr
evergreen_propernoun_es	evergreen_propernoun_fr
plinio-el-viejo_propernoun_es	pline-l'ancien_propernoun_fr
valladolid_propernoun_es	valladolid_propernoun_fr
monique_propernoun_es	monique_propernoun_fr
sucesor_noun_es	successeur_noun_fr
obediente_adjective_es	obéissant_adjective_fr
christoph_propernoun_es	christoph_propernoun_fr
centrocampista_noun_es	demi-centre_noun_fr
ferraz_propernoun_es	ferraz_propernoun_fr
afanias_noun_es	afanias_noun_fr
investigación_noun_es	investigation_noun_fr
forzar_verb_es	forcer_verb_fr
sichuan_propernoun_es	sichuan_propernoun_fr
innegable_adjective_es	indéniable_adjective_fr
amir_propernoun_es	amir_propernoun_fr
pirineo_propernoun_es	pyrénées_propernoun_fr
ronda_noun_es	ronde_noun_fr
aristóteles_propernoun_es	aristote_propernoun_fr
vulerabilidad_noun_es	vulnérabilité_noun_fr
con-efecto-a-partir-de_preposition_es	en-vigueur-à-partir-de_preposition_fr
monte_noun_es	montagne_noun_fr
adición_noun_es	ajout_noun_fr
terminología_noun_es	terminologie_noun_fr
amarillento_adjective_es	jaunâtre_adjective_fr
afectar_verb_es	affecter_verb_fr
aketza_propernoun_es	aketza_propernoun_fr
demarcación_noun_es	démarcation_noun_fr
desplazar_verb_es	déplacer_verb_fr
calcinar_verb_es	calciner_verb_fr
aramendia_propernoun_es	aramendia_propernoun_fr
carcajada_noun_es	éclat-de-rire_noun_fr
extraño_adjective_es	bizarre_adjective_fr
de-manera-que_subordinatingconjunction_es	de-sorte-que_subordinatingconjunction_fr
observador_adjective_es	observateur_adjective_fr
bruja_noun_es	sorcière_noun_fr
villalobos_propernoun_es	villalobos_propernoun_fr
clausurar_verb_es	clôturer_verb_fr
bombay_propernoun_es	mumbai_propernoun_fr
morfeo_propernoun_es	morphée_propernoun_fr
fujita-tsuguharu_propernoun_es	tsuguharu-fujita_propernoun_fr
anorexia_noun_es	anorexie_noun_fr
africano_noun_es	africain_noun_fr
incinerar_verb_es	incinérer_verb_fr
mil_numeral_es	mil_numeral_fr
trigo_noun_es	blé_noun_fr
carmen_propernoun_es	carmen_propernoun_fr
pensar-en-las-musarañas_verb_es	bâiller-à-s'en-décrocher-la-mâchoire_verb_fr
courjault_propernoun_es	courjault_propernoun_fr
cuál_adjective_es	quel_adjective_fr
cuál_pronoun_es	quel_pronoun_fr
cuál_interrogativepronoun_es	quel_interrogativepronoun_fr
impedir_verb_es	empêcher_verb_fr
santuario_noun_es	sanctuaire_noun_fr
igone_propernoun_es	igone_propernoun_fr
schleck_propernoun_es	schleck_propernoun_fr
pesado_adjective_es	lourd_adjective_fr
vice_adjective_es	vice_adjective_fr
tela_noun_es	étoffe_noun_fr
eurozona_noun_es	eurozone_noun_fr
sano_adjective_es	sain_adjective_fr
ánimo_noun_es	esprit_noun_fr
ametsa_propernoun_es	ametsa_propernoun_fr
sin-voz-ni-voto_adverb_es	sans-voix-délibérative_adverb_fr
moratinos_propernoun_es	moratinos_propernoun_fr
areatza_propernoun_es	areatza_propernoun_fr
aterrizar_verb_es	atterrir_verb_fr
horizonte_noun_es	horizon_noun_fr
tegucigalpa_propernoun_es	tegucigalpa_propernoun_fr
cepa_noun_es	souche_noun_fr
klaus_propernoun_es	klaus_propernoun_fr
opositor_noun_es	adversaire_noun_fr
plana_propernoun_es	plana_propernoun_fr
recibir_verb_es	recevoir_verb_fr
su-majestad-el-rey_noun_es	sa-majesté-le-roi_noun_fr
galardón_noun_es	prix_noun_fr
área_noun_es	zone_noun_fr
teclado_noun_es	clavier_noun_fr
alegoría_noun_es	allégorie_noun_fr
selectividad_noun_es	baccalauréat_noun_fr
recomposición_noun_es	recomposition_noun_fr
importe_noun_es	montant_noun_fr
reclamar_verb_es	réclamer_verb_fr
sandra-bullock_propernoun_es	sandra-bullock_propernoun_fr
aiztondo_propernoun_es	aiztondo_propernoun_fr
efracción_noun_es	effraction_noun_fr
guinda_noun_es	cerise_noun_fr
maputo_propernoun_es	maputo_propernoun_fr
fibra_noun_es	fibre_noun_fr
palestino_adjective_es	palestinien_adjective_fr
reajuste_noun_es	réajustement_noun_fr
insurgencia_noun_es	insurrection_noun_fr
guerra-franco-prusiana_noun_es	guerre-franco-allemande_noun_fr
arco_noun_es	arc_noun_fr
rendir-cuentas_verb_es	rendre-des-comptes_verb_fr
ahmet_propernoun_es	ahmet_propernoun_fr
rosa_adjective_es	rose_adjective_fr
yangon_propernoun_es	rangún_propernoun_fr
aitza_propernoun_es	aitza_propernoun_fr
trento_propernoun_es	trente_propernoun_fr
encontrar_verb_es	rencontrer_verb_fr
álvaro-uribe_propernoun_es	álvaro-uribe-vélez_propernoun_fr
creciente_adjective_es	grandissant_adjective_fr
parlamentario_noun_es	parlementaire_noun_fr
kurdistán_propernoun_es	kurdistan_propernoun_fr
reconnectarse_verb_es	reconnecter_verb_fr
ozono_noun_es	ozone_noun_fr
sentar_verb_es	asseoir_verb_fr
joyero_noun_es	joaillier_noun_fr
oro_noun_es	or_noun_fr
destrozo_noun_es	destruction_noun_fr
euskadi-surfer_propernoun_es	euskadi-surfer_propernoun_fr
chaparrón_noun_es	averse_noun_fr
mucho_adverb_es	guère_adverb_fr
garmendia_propernoun_es	garmendia_propernoun_fr
neocolonialista_adjective_es	néocolonialiste_adjective_fr
expulsión_noun_es	expulsion_noun_fr
desiderio_propernoun_es	desiderio_propernoun_fr
efta_noun_es	aele_noun_fr
estatus_noun_es	statut_noun_fr
vista_noun_es	vue_noun_fr
eoc_noun_es	organisme-officiel-de-crédit_noun_fr
borrador_noun_es	brouillon_noun_fr
continuar_verb_es	continuer_verb_fr
aguado_propernoun_es	aguado_propernoun_fr
mancebo_noun_es	jeune-homme_noun_fr
tercer-mundo_propernoun_es	tiers-monde_propernoun_fr
breno_propernoun_es	brno_propernoun_fr
poner-de-largo_verb_es	présenter_verb_fr
lícito_adjective_es	licite_adjective_fr
joel_propernoun_es	joel_propernoun_fr
transferencia-en-pesetas_noun_es	virement-en-pesetas_noun_fr
institucional_adjective_es	institutionnel_adjective_fr
jijona_propernoun_es	jijona_propernoun_fr
abao_noun_es	abao_noun_fr
aggiano_propernoun_es	aggiano_propernoun_fr
psicológicamente_adverb_es	psychologiquement_adverb_fr
bouygues_propernoun_es	bouygues_propernoun_fr
puntualizar_verb_es	préciser_verb_fr
totalidad_noun_es	totalité_noun_fr
aalborg_propernoun_es	aalborg_propernoun_fr
tensión_noun_es	tension_noun_fr
compartimento_noun_es	compartiment_noun_fr
pagoamigo_propernoun_es	pagoamigo_propernoun_fr
orden-permanente_noun_es	ordre-permanent_noun_fr
cataratas-del-niágara_propernoun_es	chutes-du-niagara_propernoun_fr
de-cannes_adjective_es	cannois_adjective_fr
sueldo_noun_es	salaire_noun_fr
vencer_verb_es	vaincre_verb_fr
velatorio_noun_es	veillée-funèbre_noun_fr
vincular_verb_es	lier_verb_fr
isabel-farnesio_propernoun_es	élisabeth-farnèse_propernoun_fr
estatua_noun_es	statue_noun_fr
arma-química_noun_es	arme-chimique_noun_fr
establecimiento-comercial_noun_es	établissement-commercial_noun_fr
reforzar_verb_es	renforcer_verb_fr
alleluia_propernoun_es	alleluia_propernoun_fr
preocupación_noun_es	préoccupation_noun_fr
richard_propernoun_es	richard_propernoun_fr
capitulación_noun_es	capitulation_noun_fr
activo-circulante_noun_es	actif-circulant_noun_fr
flotante_adjective_es	flottant_adjective_fr
vivero_noun_es	pépinière_noun_fr
chollo_noun_es	occase_noun_fr
arregi_propernoun_es	arregi_propernoun_fr
medicamento_noun_es	médicament_noun_fr
gutarrak_propernoun_es	gutarrak_propernoun_fr
esfera_noun_es	sphère_noun_fr
saint-malo_propernoun_es	saint-malo_propernoun_fr
pau_propernoun_es	pau_propernoun_fr
new-yorker_propernoun_es	new-yorker_propernoun_fr
respecto-de_preposition_es	en-ce-qui-concerne_preposition_fr
casación_noun_es	cassation_noun_fr
xii_adjective_es	xiième_adjective_fr
alsacia_propernoun_es	alsace_propernoun_fr
en-otras-palabras_adverb_es	en-d'autres-termes_adverb_fr
txapela_noun_es	prix_noun_fr
sacudir_verb_es	secouer_verb_fr
furioso_adjective_es	furieux_adjective_fr
en-cualquier-momento_adverb_es	à-tout-moment_adverb_fr
multi-servicio_noun_es	multi-service_noun_fr
diseño_noun_es	création_noun_fr
superposición_noun_es	superposition_noun_fr
aramburuzabala_propernoun_es	aramburuzabala_propernoun_fr
antidemocrático_adjective_es	antidémocratique_adjective_fr
aichi_propernoun_es	aichi_propernoun_fr
akos_propernoun_es	akos_propernoun_fr
finalmente_adverb_es	enfin_adverb_fr
aceituna_noun_es	olive_noun_fr
orgánico_adjective_es	organique_adjective_fr
nuestro_possessivepronoun_es	notre_possessivepronoun_fr
nuestro_pronoun_es	notre_pronoun_fr
nuestro_possessivepronoun_es	notre_possessivepronoun_fr
nuestro_possessivepronoun_es	notre_possessivepronoun_fr
nuestro_adjective_es	notre_adjective_fr
nuestro_pronoun_es	notre_pronoun_fr
nuestro_possessivepronoun_es	notre_possessivepronoun_fr
nuestro_determiner_es	notre_determiner_fr
disfrazar_verb_es	costumer_verb_fr
esterilización_noun_es	stérilisation_noun_fr
encender_verb_es	allumer_verb_fr
buen_adjective_es	bon_adjective_fr
maestro_noun_es	maître_noun_fr
adelgazamiento_noun_es	amaigrissement_noun_fr
vitoria_propernoun_es	vitoria_propernoun_fr
con-voz-pero-sin-voto_adverb_es	avec-voix-consultative_adverb_fr
archanco_propernoun_es	archanco_propernoun_fr
socio_noun_es	partenaire_noun_fr
corredor_noun_es	courtier_noun_fr
impostor_noun_es	imposteur_noun_fr
edouard_propernoun_es	edouard_propernoun_fr
solidez_noun_es	solidité_noun_fr
clerc_propernoun_es	clerc_propernoun_fr
experimento_noun_es	expérience_noun_fr
carmelo_propernoun_es	carmelo_propernoun_fr
dupont-aignan_propernoun_es	dupont-aignan_propernoun_fr
ecofinanciación_noun_es	éco-financement_noun_fr
multidisciplinar_adjective_es	pluridisciplinaire_adjective_fr
motocultivador_noun_es	motoculteur_noun_fr
apasionar_verb_es	passionner_verb_fr
rector_noun_es	recteur_noun_fr
sitges_propernoun_es	sitges_propernoun_fr
alston_propernoun_es	alston_propernoun_fr
diesel_noun_es	diesel_noun_fr
aaium_propernoun_es	aaium_propernoun_fr
partido_noun_es	match_noun_fr
insólito_adjective_es	insolite_adjective_fr
doñana_propernoun_es	doñana_propernoun_fr
departamento_noun_es	département_noun_fr
asia-meriodional_propernoun_es	sous-continent-indien_propernoun_fr
arcilla_noun_es	argile_noun_fr
conexión_noun_es	connexion_noun_fr
desacreditar_verb_es	discréditer_verb_fr
benítez_propernoun_es	benítez_propernoun_fr
contenido_noun_es	contenu_noun_fr
metal_noun_es	métal_noun_fr
eta_noun_es	eta_noun_fr
fort_propernoun_es	fort_propernoun_fr
senado_noun_es	sénat_noun_fr
cupidon_propernoun_es	cupidon_propernoun_fr
salida_noun_es	sortie_noun_fr
arena_noun_es	arène_noun_fr
furia_noun_es	furie_noun_fr
yarmuk_propernoun_es	yarmouk_propernoun_fr
gaston_propernoun_es	gaston_propernoun_fr
en-tiempos-remotos_adverb_es	à-une-époque-lontaine_adverb_fr
antípoda_noun_es	antipode_noun_fr
invisibilidad_noun_es	invisibilité_noun_fr
emprender_verb_es	entreprendre_verb_fr
doctrina_noun_es	doctrine_noun_fr
josiane_propernoun_es	josiane_propernoun_fr
sensibilizar_verb_es	sensibiliser_verb_fr
concursal_adjective_es	sur-concours_adjective_fr
fourquet_propernoun_es	fourquet_propernoun_fr
reclutar_verb_es	recruter_verb_fr
suponer_verb_es	supposer_verb_fr
guijarro_propernoun_es	guijarro_propernoun_fr
obedecer-sin-chistar_verb_es	obéir-au-doigt-et-à-l'oeil_verb_fr
aspirar_verb_es	aspirer_verb_fr
gastar_verb_es	dépenser_verb_fr
mostra_propernoun_es	mostra_propernoun_fr
afectado_adjective_es	apprêté_adjective_fr
como_adverb_es	comme_adverb_fr
comandita_noun_es	commandite_noun_fr
vender-rebajado_verb_es	vendre-au-rabais_verb_fr
achalandabaso_propernoun_es	achalandabaso_propernoun_fr
transferencia-permanente_noun_es	virement-permanent_noun_fr
georgi-purvanov_propernoun_es	gueorgui-parvanov_propernoun_fr
tres_numeral_es	trois_numeral_fr
liviano_adjective_es	léger_adjective_fr
sociabilidad_noun_es	sociabilité_noun_fr
aportación_noun_es	apport_noun_fr
alvertis_propernoun_es	alvertis_propernoun_fr
hieronymus-van-aeken_propernoun_es	jheronimus-van-aeken_propernoun_fr
condoleezza_propernoun_es	condoleezza_propernoun_fr
pernando_propernoun_es	pernando_propernoun_fr
andu_propernoun_es	andu_propernoun_fr
apóstata_adjective_es	apostat_adjective_fr
stuttgart_propernoun_es	stuttgart_propernoun_fr
ceres_propernoun_es	ceres_propernoun_fr
convaleciente_adjective_es	convalescent_adjective_fr
bandolero_noun_es	bandit_noun_fr
tan_adverb_es	tellement_adverb_fr
basso_propernoun_es	basso_propernoun_fr
contenido_adjective_es	contenu_adjective_fr
elía_propernoun_es	elía_propernoun_fr
relocalización_noun_es	relocalisation_noun_fr
mazeaud_propernoun_es	mazeaud_propernoun_fr
cibeles_noun_es	cibeles_noun_fr
conflicto_noun_es	conflit_noun_fr
iparralde_propernoun_es	pays-basque-du-nord_propernoun_fr
calleja_noun_es	ruelle_noun_fr
subsanable_adjective_es	résoluble_adjective_fr
a-lo-largo-de_preposition_es	tout-au-long-de_preposition_fr
torbellino_noun_es	tourbillon_noun_fr
corona_noun_es	couronne_noun_fr
despedir_verb_es	dire-au-revoir_verb_fr
intermediación_noun_es	intermédiation_noun_fr
otxoa_propernoun_es	otxoa_propernoun_fr
cuenta-de-ahorro-vivienda_noun_es	compte-d'épargne-logement_noun_fr
mal_adjective_es	mauvais_adjective_fr
situación_noun_es	situation_noun_fr
intimidación_noun_es	intimidation_noun_fr
detractor_adjective_es	détracteur_adjective_fr
broche-final_noun_es	couronement_noun_fr
linux_propernoun_es	linux_propernoun_fr
casa_noun_es	maison_noun_fr
mérito_noun_es	mérite_noun_fr
vicario_noun_es	vicaire_noun_fr
granizo_noun_es	grêle_noun_fr
mayotte_propernoun_es	mayotte_propernoun_fr
vocabulario_noun_es	vocabulaire_noun_fr
euskara_noun_es	basque_noun_fr
comentar_verb_es	commenter_verb_fr
fotodenuncia_noun_es	photo-dénonciation_noun_fr
adaptador_adjective_es	adaptateur_adjective_fr
título-valor_noun_es	titre-financier_noun_fr
fuerteventura_propernoun_es	fuerteventura_propernoun_fr
el-niño_propernoun_es	el-niño_propernoun_fr
testimonial_adjective_es	testimonial_adjective_fr
intolerancia_noun_es	intolérance_noun_fr
agurain_propernoun_es	agurain_propernoun_fr
bera_propernoun_es	bera_propernoun_fr
inmediato_adjective_es	immédiat_adjective_fr
team_propernoun_es	team_propernoun_fr
dcha_noun_es	dte_noun_fr
achurra_propernoun_es	achurra_propernoun_fr
libre-albedrío_noun_es	libre-arbitre_noun_fr
escolaridad_noun_es	scolarité_noun_fr
teñir_verb_es	teinter_verb_fr
libro-de-registro_noun_es	registre_noun_fr
trasgresión_noun_es	transgression_noun_fr
constancia_noun_es	constance_noun_fr
almendra_noun_es	amande_noun_fr
hotelero_adjective_es	hôtelier_adjective_fr
crispación_noun_es	crispation_noun_fr
liquidar_verb_es	liquider_verb_fr
argentina_propernoun_es	argentine_propernoun_fr
falda_noun_es	jupe_noun_fr
entrometer_verb_es	insérer_verb_fr
bajo_adverb_es	bas_adverb_fr
andrus_propernoun_es	andrus_propernoun_fr
grosería_noun_es	grossièreté_noun_fr
intimidad_noun_es	intimité_noun_fr
deterioración_noun_es	détérioration_noun_fr
stangelj_propernoun_es	stangelj_propernoun_fr
hugo-chávez_propernoun_es	hugo-chávez_propernoun_fr
recordatorio_noun_es	souvenir_noun_fr
instancia_noun_es	instance_noun_fr
aislar_verb_es	isoler_verb_fr
lertxundi_propernoun_es	lertxundi_propernoun_fr
habitación_noun_es	habitation_noun_fr
luzaro_propernoun_es	luzaro_propernoun_fr
ainhara_propernoun_es	ainhara_propernoun_fr
ambiental_adjective_es	environnemental_adjective_fr
logístico_adjective_es	logistique_adjective_fr
gastronómico_adjective_es	gastronomique_adjective_fr
derrumbamiento_noun_es	effondrement_noun_fr
giorgio-napolitano_propernoun_es	giorgio-napolitano_propernoun_fr
galeno_propernoun_es	galien_propernoun_fr
roser_propernoun_es	roser_propernoun_fr
regulación_noun_es	régulation_noun_fr
lasa_propernoun_es	lasa_propernoun_fr
amparo_noun_es	protection_noun_fr
autonomización_noun_es	autonomisation_noun_fr
maine-y-loira_propernoun_es	maine-et-loire_propernoun_fr
pitido_noun_es	sifflement_noun_fr
ineficaz_adjective_es	inefficace_adjective_fr
nanclares_propernoun_es	nanclares_propernoun_fr
guinea-bissau_propernoun_es	guinée-bissau_propernoun_fr
permanente_adjective_es	permanent_adjective_fr
la-une_propernoun_es	la-une_propernoun_fr
figueroa_propernoun_es	figueroa_propernoun_fr
agregación_noun_es	agrégation_noun_fr
amiano_propernoun_es	amiano_propernoun_fr
clasificar_verb_es	classer_verb_fr
mendicidad_noun_es	mendicité_noun_fr
ensayo_noun_es	essai_noun_fr
plataforma_noun_es	plateforme_noun_fr
embargar_verb_es	saisir_verb_fr
asesoría-jurídica_noun_es	cabinet-juridique_noun_fr
prácticamente_adverb_es	quasiment_adverb_fr
insignia_noun_es	insigne_noun_fr
península-de-alaska_propernoun_es	péninsule-d'alaska_propernoun_fr
empleo_noun_es	emploi_noun_fr
tesoro_noun_es	trésor_noun_fr
distanciar_verb_es	distancer_verb_fr
despreciar_verb_es	mépriser_verb_fr
jacky_propernoun_es	jacky_propernoun_fr
finanza_noun_es	finance_noun_fr
obstáculo_noun_es	obstacle_noun_fr
cerrar-files_verb_es	serrer-les-coudes_verb_fr
escolar_adjective_es	scolaire_adjective_fr
democracia_noun_es	démocratie_noun_fr
astucia_noun_es	astuce_noun_fr
última-hora_noun_es	dernière-minute_noun_fr
televisión_noun_es	télé_noun_fr
hacer-una-redada_verb_es	faire-un-coup-de-filet_verb_fr
carga_noun_es	charge_noun_fr
autocontrol_noun_es	self-control_noun_fr
johnnie_propernoun_es	johnnie_propernoun_fr
alfie_propernoun_es	alfie_propernoun_fr
aerts_propernoun_es	aerts_propernoun_fr
gide_propernoun_es	gide_propernoun_fr
monarca_noun_es	monarque_noun_fr
caracterizar_verb_es	caractériser_verb_fr
abdelkhalak_propernoun_es	abdelkhalak_propernoun_fr
guapo_adjective_es	bel_adjective_fr
reino-de-las-dos-sicilias_propernoun_es	royaume-des-deux-roses_propernoun_fr
santa-helena_propernoun_es	sainte-hélène_propernoun_fr
gaztedi_propernoun_es	gaztedi_propernoun_fr
atormentar_verb_es	tourmenter_verb_fr
angular_adjective_es	angulaire_adjective_fr
cultivo_noun_es	culture_noun_fr
adsl_noun_es	adsl_noun_fr
rasgo_noun_es	trait_noun_fr
bienvenido_adjective_es	bienvenu_adjective_fr
veintiuno_numeral_es	vingt-et-un_numeral_fr
consolidar_verb_es	consolider_verb_fr
antideporte_adjective_es	antisport_adjective_fr
escáner_noun_es	scanner_noun_fr
prólogo_noun_es	prologue_noun_fr
serrell_propernoun_es	serrell_propernoun_fr
explícito_adjective_es	explicite_adjective_fr
navaza_propernoun_es	navasse_propernoun_fr
infarto_noun_es	infarctus_noun_fr
gerolsteiner_propernoun_es	gerolsteiner_propernoun_fr
fermentación_noun_es	fermentation_noun_fr
depositar_verb_es	déposer_verb_fr
gran-lago-salado_propernoun_es	grand-lac-salé_propernoun_fr
en-resumen_adverb_es	bref_adverb_fr
porvenir_noun_es	avenir_noun_fr
samoa-americana_propernoun_es	samoa-américaines_propernoun_fr
antenista_noun_es	réparateur-d'antennes_noun_fr
australasia_propernoun_es	australasie_propernoun_fr
periplo_noun_es	périple_noun_fr
alimenticio_adjective_es	alimentaire_adjective_fr
cooperador_noun_es	coopérateur_noun_fr
chupinazo_noun_es	chupinazo_noun_fr
portal_noun_es	porche_noun_fr
loiret_propernoun_es	loiret_propernoun_fr
amael_propernoun_es	amael_propernoun_fr
restauración_noun_es	restauration_noun_fr
limón_noun_es	citron_noun_fr
pensionista_noun_es	pensionnaire_noun_fr
gabón_propernoun_es	gabon_propernoun_fr
baigorri_propernoun_es	saint-étienne-de-baïgorry_propernoun_fr
