decano_noun	doyen_noun
alaimo_propernoun	alaimo_propernoun
aramburuzabala_propernoun	aramburuzabala_propernoun
antidemocrático_adjective	antidémocratique_adjective
aichi_propernoun	aichi_propernoun
akos_propernoun	akos_propernoun
aceituna_noun	olive_noun
río-negro_propernoun	fleuve-noire_propernoun
nuestro_determiner	notre_determiner
nuestro_adjective	notre_adjective
nuestro_pronoun	notre_pronoun
nuestro_possessivepronoun	notre_possessivepronoun
nuestro_determiner	notre_determiner
nuestro_determiner	notre_determiner
nuestro_adjective	notre_adjective
nuestro_possessivepronoun	notre_possessivepronoun
nuestro_determiner	notre_determiner
cabellera_noun	chevelure_noun
esterilización_noun	stérilisation_noun
gravemente_adverb	grièvement_adverb
vitoria_propernoun	vitoria_propernoun
con-voz-pero-sin-voto_adverb	avec-voix-consultative_adverb
archanco_propernoun	archanco_propernoun
socio_noun	partenaire_noun
advertencia_noun	avertissement_noun
impostor_noun	imposteur_noun
tiroteo_noun	fusillade_noun
clerc_propernoun	clerc_propernoun
experimento_noun	expérience_noun
ecofinanciación_noun	éco-financement_noun
multidisciplinar_adjective	pluridisciplinaire_adjective
motocultivador_noun	motoculteur_noun
república-turca-del-norte-de-chipre_propernoun	république-turque-de-chypre-du-nord_propernoun
con-tal-que_subordinatingconjunction	pourvu-que_subordinatingconjunction
sitges_propernoun	sitges_propernoun
alston_propernoun	alston_propernoun
diesel_noun	diesel_noun
abonar-salvo-buen-fin_verb	payer-sauf-bonne-fin_verb
desde-entonces_adverb	dès-lors_adverb
aaium_propernoun	aaium_propernoun
insólito_adjective	insolite_adjective
especificar_verb	préciser_verb
doñana_propernoun	doñana_propernoun
departamento_noun	département_noun
arcilla_noun	argile_noun
conexión_noun	connexion_noun
desacreditar_verb	discréditer_verb
benítez_propernoun	benítez_propernoun
contenido_noun	contenu_noun
eta_noun	eta_noun
fort_propernoun	fort_propernoun
senado_noun	sénat_noun
cupidon_propernoun	cupidon_propernoun
furia_noun	furie_noun
yarmuk_propernoun	yarmouk_propernoun
alejar_verb	éloigner_verb
en-tiempos-remotos_adverb	à-une-époque-lontaine_adverb
antípoda_noun	antipode_noun
invisibilidad_noun	invisibilité_noun
araitz_propernoun	araitz_propernoun
doctrina_noun	doctrine_noun
caledonia_propernoun	calédonie_propernoun
josiane_propernoun	josiane_propernoun
sensibilizar_verb	sensibiliser_verb
concursal_adjective	sur-concours_adjective
fourquet_propernoun	fourquet_propernoun
reclutar_verb	recruter_verb
facultad_noun	faculté_noun
viudedad_noun	pension-de-veuve_noun
guijarro_propernoun	guijarro_propernoun
obedecer-sin-chistar_verb	obéir-au-doigt-et-à-l'oeil_verb
aspirar_verb	aspirer_verb
gastar_verb	dépenser_verb
mostra_propernoun	mostra_propernoun
afectado_adjective	apprêté_adjective
como_adverb	comme_adverb
como_relativepronoun	comme_relativepronoun
como_adverb	comme_adverb
como_relativepronoun	comme_relativepronoun
comandita_noun	commandite_noun
alcoa_propernoun	alcoa_propernoun
achalandabaso_propernoun	achalandabaso_propernoun
resultado_noun	résultat_noun
transferencia-permanente_noun	virement-permanent_noun
comisario_noun	commissaire_noun
tres_numeral	trois_numeral
cerebro_noun	cerveau_noun
liviano_adjective	léger_adjective
sociabilidad_noun	sociabilité_noun
aportación_noun	apport_noun
alvertis_propernoun	alvertis_propernoun
condoleezza_propernoun	condoleezza_propernoun
pernando_propernoun	pernando_propernoun
apóstata_adjective	apostat_adjective
ceres_propernoun	ceres_propernoun
optenet_propernoun	optenet_propernoun
bandolero_noun	bandit_noun
tan_adverb	tellement_adverb
méxico_propernoun	mexique_propernoun
contenido_adjective	contenu_adjective
elía_propernoun	elía_propernoun
relocalización_noun	relocalisation_noun
mazeaud_propernoun	mazeaud_propernoun
cibeles_noun	cibeles_noun
iparralde_propernoun	pays-basque-du-nord_propernoun
cotizar_verb	coter_verb
subsanable_adjective	résoluble_adjective
a-lo-largo-de_preposition	tout-au-long-de_preposition
contra_noun	contre_noun
torbellino_noun	tourbillon_noun
costear_verb	payer_verb
corona_noun	couronne_noun
despedir_verb	dire-au-revoir_verb
intermediación_noun	intermédiation_noun
otxoa_propernoun	otxoa_propernoun
cuenta-de-ahorro-vivienda_noun	compte-d'épargne-logement_noun
mal_adjective	mauvais_adjective
aproximación_noun	approximation_noun
situación_noun	situation_noun
vinaròs_propernoun	vinaroz_propernoun
intimidación_noun	intimidation_noun
linux_propernoun	linux_propernoun
vicario_noun	vicaire_noun
arrimar-el-hombro_verb	mettre-la-main-à-la-pâte_verb
tolón_propernoun	toulon_propernoun
mayotte_propernoun	mayotte_propernoun
vocabulario_noun	vocabulaire_noun
gaudí_propernoun	gaudí_propernoun
euskara_noun	basque_noun
fotodenuncia_noun	photo-dénonciation_noun
adaptador_adjective	adaptateur_adjective
campeón_noun	champion_noun
título-valor_noun	titre-financier_noun
fuerteventura_propernoun	fuerteventura_propernoun
esculapio_propernoun	esculape_propernoun
el-niño_propernoun	el-niño_propernoun
declaración-de-los-derechos-del-hombre-y-del-ciudadano_propernoun	déclaration-des-droits-de-l'homme-et-du-citoyen_propernoun
testimonial_adjective	testimonial_adjective
intolerancia_noun	intolérance_noun
bera_propernoun	bera_propernoun
alexandros_propernoun	alexandros_propernoun
dcha_noun	dte_noun
achurra_propernoun	achurra_propernoun
consistir_verb	consister_verb
libre-albedrío_noun	libre-arbitre_noun
escolaridad_noun	scolarité_noun
teñir_verb	teinter_verb
libro-de-registro_noun	registre_noun
trasgresión_noun	transgression_noun
constancia_noun	constance_noun
almendra_noun	amande_noun
hotelero_adjective	hôtelier_adjective
crispación_noun	crispation_noun
dividendo_noun	dividende_noun
gautier_propernoun	gautier_propernoun
argentina_propernoun	argentine_propernoun
falda_noun	jupe_noun
bajo_adverb	bas_adverb
andrus_propernoun	andrus_propernoun
grosería_noun	grossièreté_noun
intimidad_noun	intimité_noun
drama_noun	drame_noun
deterioración_noun	détérioration_noun
fichar_verb	ficher_verb
stangelj_propernoun	stangelj_propernoun
hugo-chávez_propernoun	hugo-chávez_propernoun
recordatorio_noun	souvenir_noun
instancia_noun	instance_noun
creador_noun	créateur_noun
lertxundi_propernoun	lertxundi_propernoun
habitación_noun	habitation_noun
luzaro_propernoun	luzaro_propernoun
ainhara_propernoun	ainhara_propernoun
ambiental_adjective	environnemental_adjective
logístico_adjective	logistique_adjective
gastronómico_adjective	gastronomique_adjective
giorgio-napolitano_propernoun	giorgio-napolitano_propernoun
varela_propernoun	varela_propernoun
galeno_propernoun	galien_propernoun
sinvergonzonería_noun	effronterie_noun
lasa_propernoun	lasa_propernoun
amparo_noun	protection_noun
maine-y-loira_propernoun	maine-et-loire_propernoun
centenario_adjective	centenaire_adjective
alergia_noun	allergie_noun
pitido_noun	sifflement_noun
ineficaz_adjective	inefficace_adjective
nanclares_propernoun	nanclares_propernoun
brita_propernoun	brita_propernoun
la-une_propernoun	la-une_propernoun
agregación_noun	agrégation_noun
amiano_propernoun	amiano_propernoun
ensayo_noun	essai_noun
semanal_adjective	hebdomadaire_adjective
plataforma_noun	plateforme_noun
asuntos-exteriores_noun	affaires-étrangères_noun
asesoría-jurídica_noun	cabinet-juridique_noun
prácticamente_adverb	quasiment_adverb
cuaderno_noun	cahier_noun
ezker-abertzalea_propernoun	la-gauche-nationaliste-basque_propernoun
insignia_noun	insigne_noun
península-de-alaska_propernoun	péninsule-d'alaska_propernoun
licenciado_adjective	licencié_adjective
kenia_propernoun	kenya_propernoun
salinidad_noun	salinité_noun
distanciar_verb	distancer_verb
alemán_noun	allemand_noun
jacky_propernoun	jacky_propernoun
callar_verb	taire_verb
disgusto_noun	contrariété_noun
finanza_noun	finance_noun
obstáculo_noun	obstacle_noun
peticionario_adjective	demandeur_adjective
escolar_adjective	scolaire_adjective
democracia_noun	démocratie_noun
bandeja_noun	plate_noun
astucia_noun	astuce_noun
última-hora_noun	dernière-minute_noun
televisión_noun	télé_noun
hacer-una-redada_verb	faire-un-coup-de-filet_verb
carga_noun	charge_noun
akauzazte_propernoun	akauzazte_propernoun
violencia_noun	violence_noun
aficionado_adjective	amateur_adjective
borrasca_noun	bourrasque_noun
monarca_noun	monarque_noun
abdelkhalak_propernoun	abdelkhalak_propernoun
reino-de-las-dos-sicilias_propernoun	royaume-des-deux-roses_propernoun
apropiación_noun	appropriation_noun
santa-helena_propernoun	sainte-hélène_propernoun
atormentar_verb	tourmenter_verb
angular_adjective	angulaire_adjective
cultivo_noun	culture_noun
desmitificación_noun	démythification_noun
rasgo_noun	trait_noun
bienvenido_adjective	bienvenu_adjective
veintiuno_numeral	vingt-et-un_numeral
consolidar_verb	consolider_verb
escodar_verb	layer_verb
prólogo_noun	prologue_noun
serrell_propernoun	serrell_propernoun
dogma_noun	dogme_noun
explícito_adjective	explicite_adjective
navaza_propernoun	navasse_propernoun
l_numeral	l_numeral
ideología_noun	idéologie_noun
depositar_verb	déposer_verb
paraguas_noun	parapluie_noun
en-resumen_adverb	bref_adverb
seguidor_noun	partisan_noun
vasco_noun	basque_noun
rarefacción_noun	raréfaction_noun
porvenir_noun	avenir_noun
antenista_noun	réparateur-d'antennes_noun
alimenticio_adjective	alimentaire_adjective
cooperador_noun	coopérateur_noun
chupinazo_noun	chupinazo_noun
simulación_noun	simulation_noun
portal_noun	porche_noun
loiret_propernoun	loiret_propernoun
restauración_noun	restauration_noun
cartera-de-valores_noun	portefeuille-de-valeurs_noun
pensionista_noun	pensionnaire_noun
gabón_propernoun	gabon_propernoun
baigorri_propernoun	saint-étienne-de-baïgorry_propernoun
salvador_propernoun	salvador_propernoun
mercado-monetario_noun	marché-monétaire_noun
saint-loup_propernoun	saint-loup_propernoun
transferencia-fiscal_noun	transfert-fiscal_noun
guantánamo_propernoun	guantánamo_propernoun
olvidar_verb	oublier_verb
aldaya_propernoun	aldaya_propernoun
morbo_noun	morbidité_noun
metálico_noun	espèces_noun
rodar_verb	bouler_verb
citibank_propernoun	citibank_propernoun
baeza_propernoun	baeza_propernoun
yihad_noun	djihad_noun
mail_noun	e-mail_noun
jens_propernoun	jens_propernoun
mur_propernoun	mur_propernoun
stendhal_propernoun	stendhal_propernoun
yo_pronoun	je_pronoun
fernández_propernoun	fernández_propernoun
vacunación_noun	vaccination_noun
difícil_adjective	difficile_adjective
tailandés_adjective	thaïlandais_adjective
antxón_propernoun	antxón_propernoun
apurar_verb	épuiser_verb
nairobi_propernoun	nairobi_propernoun
asmara_propernoun	asmara_propernoun
mundial_adjective	mondial_adjective
sobre_preposition	sur_preposition
jornada-partida_noun	journée-non-continue_noun
recurrente_adjective	récurrent_adjective
galería_noun	galerie_noun
perturbar_verb	perturber_verb
giovanni-boccaccio_propernoun	jean-boccace_propernoun
avenzoar_propernoun	ibn-zuhr_propernoun
agurtzane_propernoun	agurtzane_propernoun
donostiako-estropadak_propernoun	régates-de-saint-sébastien_propernoun
aquel_pronoun	celui-là_pronoun
aquel_determiner	celui-là_determiner
aquel_demonstrativepronoun	celui-là_demonstrativepronoun
optimismo_noun	optimisme_noun
camp_propernoun	camp_propernoun
allier_propernoun	allier_propernoun
prótesis_noun	prothèse_noun
alemania_propernoun	allemagne_propernoun
radiografía_noun	radiographie_noun
al-igual-que_subordinatingconjunction	de-même-que_subordinatingconjunction
michelangelo-buonarroti_propernoun	michelangelo-buonarroti_propernoun
rectificar_verb	rectifier_verb
caballete_noun	chevalet_noun
inalámbrico_adjective	sans-fil_adjective
remate-a-puerta_noun	tir-au-but_noun
apropiado_adjective	approprié_adjective
augustine_propernoun	augustine_propernoun
apertura_noun	ouverture_noun
ibex-35_propernoun	ibex-35_propernoun
racionar_verb	rationner_verb
refranero_noun	recueil-de-proverbes_noun
bordillo_noun	bordure_noun
tskhinvali_propernoun	tskhinvali_propernoun
sí_pronoun	soi_pronoun
adicto_noun	intoxiqué_noun
en-adelante_adverb	dorénavant_adverb
northumbria_propernoun	northumbrie_propernoun
euskalmet_propernoun	euskalmet_propernoun
pataky_propernoun	pataky_propernoun
ipargroupe_propernoun	ipargroupe_propernoun
servicio-informativo_noun	service-d'information_noun
edif_propernoun	edif_propernoun
yade_propernoun	yade_propernoun
acina_propernoun	acina_propernoun
trias_propernoun	trias_propernoun
set_noun	manche_noun
cuenta-separada_noun	compte-à-part_noun
pequeña-y-mediana-empresa_noun	petite-et-moyenne-entreprise_noun
musculoso_adjective	musclé_adjective
sali-berisha_propernoun	sali-berisha_propernoun
inutilizado_verb	inutilisé_verb
alfredo_propernoun	alfredo_propernoun
copé_propernoun	copé_propernoun
ciudad-real_propernoun	ciudad-real_propernoun
perseguidor_adjective	persécuteur_adjective
variabilidad_noun	variabilité_noun
partir_verb	partir_verb
demora_noun	retard_noun
banco-de-niebla_noun	banc-de-brouillard_noun
plymouth_propernoun	plymouth_propernoun
amc_noun	amc_noun
somalilandia_propernoun	somaliland_propernoun
cédric_propernoun	cédric_propernoun
islámico_adjective	islamique_adjective
argumentar_verb	argumenter_verb
dios_noun	dieu_noun
veronés_propernoun	véronèse_propernoun
sonoridad_noun	sonorité_noun
ficha_noun	fiche_noun
ballena_noun	baleine_noun
atunero_noun	thonier_noun
emmanuelle_propernoun	emmanuelle_propernoun
quebequés_adjective	québécois_adjective
ocasionalmente_adverb	occasionnellement_adverb
molestar_verb	gêner_verb
automovilismo_noun	automobilisme_noun
abadiño_propernoun	abadiño_propernoun
yayo_noun	yayo_noun
gráfico_adjective	graphique_adjective
armero_noun	armurier_noun
francesco_propernoun	francesco_propernoun
arcipreste_noun	archiprêtre_noun
portería_noun	loge_noun
decimal_adjective	décimal_adjective
alaña_propernoun	alaña_propernoun
turista_noun	touriste_noun
manifiesto_noun	manifeste_noun
sin-duda_adverb	tout-à-fait_adverb
cómodamente_adverb	confortablement_adverb
antiguo-testamento_propernoun	ancient-testament_propernoun
sospechoso_noun	suspect_noun
prestar-atención_verb	être-attentif_verb
velasco_propernoun	velasco_propernoun
reporting_propernoun	reporting_propernoun
pequeño_adjective	petit_adjective
tanzania_propernoun	tanzanie_propernoun
ace_noun	ace_noun
zanón_propernoun	zanón_propernoun
mojar_verb	mouiller_verb
sistemático_adjective	systématique_adjective
inadmisión_noun	inadmission_noun
hostal_noun	pension_noun
andino_adjective	andin_adjective
oponible_adjective	opposable_adjective
código-de-identificación_noun	code-d'identification_noun
marcano_propernoun	marcano_propernoun
ancla_noun	ancre_noun
duende_noun	lutin_noun
abuya_propernoun	abuja_propernoun
occitano_adjective	occitan_adjective
alzorriz_propernoun	alzorriz_propernoun
ottawa_propernoun	ottawa_propernoun
karzaï_propernoun	karzaï_propernoun
pacita_propernoun	pacita_propernoun
incrustar_verb	incruster_verb
lst_noun	lst_noun
otro_adjective	d'autre_adjective
escaso_adjective	rare_adjective
inicializar_verb	initialiser_verb
asombroso_adjective	frappant_adjective
inercia_noun	inertie_noun
recuperar_verb	récupérer_verb
aubry_propernoun	aubry_propernoun
blum_propernoun	blum_propernoun
bocanegra_propernoun	bocanegra_propernoun
valencianista_adjective	valencianiste_adjective
suculento_adjective	succulent_adjective
apartheid_noun	apartheid_noun
soñar_verb	songer_verb
vapor_noun	vapeur_noun
farmacológico_adjective	pharmacologique_adjective
siempre-y-cuando_subordinatingconjunction	à-condition-que_subordinatingconjunction
sexto_adjective	sixième_adjective
claro_noun	clair_noun
soso_adjective	fade_adjective
urtzi_propernoun	urtzi_propernoun
equiponderar_verb	être-du-même-poids_verb
tasio_propernoun	tasio_propernoun
josé-maría-aznar_propernoun	josé-maría-aznar_propernoun
palacio-de-las-tullerías_propernoun	palais-des-tuileries_propernoun
fiscal_noun	procureur_noun
gritar_verb	héler_verb
saône-et-loire_propernoun	saône-et-loire_propernoun
incumplir_verb	manquer-à_verb
automoción_noun	automobile_noun
estacionalidad_noun	saisonnalité_noun
amegrove_propernoun	amegrove_propernoun
roman_propernoun	roman_propernoun
palanca_noun	levier_noun
redondo_adjective	rond_adjective
ministro-de-justicia_noun	garde-des-sceaux_noun
grada_noun	degré_noun
abombar_verb	bomber_verb
fricción_noun	friction_noun
desfiscalización_noun	défiscalisation_noun
alcatel_propernoun	alcatel_propernoun
choque_noun	choc_noun
posar_verb	poser_verb
côte-d'or_propernoun	côte-d'or_propernoun
pluralidad_noun	pluralité_noun
repetidor_noun	répéteur_noun
eugenia_propernoun	eugenia_propernoun
verso_noun	vers_noun
echar_verb	jeter_verb
adolphe_propernoun	adolphe_propernoun
obsequio_noun	cadeau_noun
difundir_verb	diffuser_verb
sustraer_verb	soustraire_verb
ciro-ii-el-grande_propernoun	cyrus-ii-le-grand_propernoun
sensible_adjective	sensible_adjective
a-tenor-de-lo-establecido_adverb	compte-tenu-des-dispositions_adverb
eva_propernoun	eva_propernoun
otorgar_verb	attribuer_verb
