positioner_noun	posicionador_noun
jérôme_propernoun	jérôme_propernoun
patenaude_propernoun	patenaude_propernoun
anterior_adjective	anterior_adjective
vocalist_noun	vocalista_noun
chilled_adjective	gelat_adjective
austere_adjective	auster_adjective
less-and-less_adverb	cada-vegada-menys_adverb
rude_adjective	mal-educat_adjective
usual_adjective	habitual_adjective
combinatorial_adjective	combinatori_adjective
for-perpetuity_adverb	a-perpetuïtat_adverb
false-positive_noun	fals-positiu_noun
synthesise_verb	sintetitzar_verb
boreal_adjective	boreal_adjective
dynamical_adjective	dinàmic_adjective
nice_adjective	simpàtic_adjective
caja_propernoun	caja_propernoun
inflame_verb	inflamar_verb
miles_propernoun	miles_propernoun
stay_verb	quedar_verb
navel_noun	melic_noun
juicer_noun	espremedora_noun
fabrizio_propernoun	fabrizio_propernoun
allegretto_adverb	allegretto_adverb
richardson_propernoun	richardson_propernoun
strangely-enough_adverb	encara-que-sembli-mentida_adverb
carnero_propernoun	carnero_propernoun
inequity_noun	injustícia_noun
fermanagh_propernoun	fermanagh_propernoun
guité_propernoun	guité_propernoun
baldomero_propernoun	baldomero_propernoun
remberta_propernoun	remberta_propernoun
allowable_adjective	admissible_adjective
extremity_noun	extremitat_noun
optocoupler_noun	optoacoblador_noun
commercially_adverb	comercialment_adverb
by-air_adverb	per-avió_adverb
unidirectional_adjective	unidireccional_adjective
bacteriological_adjective	bacteriològic_adjective
pina_propernoun	pina_propernoun
mohamed_propernoun	mohamed_propernoun
return_verb	tornar_verb
disrespectful_adjective	irrespectuós_adjective
nyah_propernoun	nyah_propernoun
star_noun	estrella_noun
successfully_adverb	reeixidament_adverb
varistor_noun	varistància_noun
dynode_noun	dínode_noun
desmeules_propernoun	desmeules_propernoun
brian_propernoun	brian_propernoun
down_adverb	a-baix_adverb
humanistic_adjective	humanístic_adjective
rae_propernoun	rae_propernoun
upwards_adverb	cap-amunt_adverb
erode_verb	erosionar_verb
wash_verb	llavar_verb
upside-down_adverb	al-revés_adverb
way-of-life_noun	manera-de-vida_noun
rental_noun	lloguer_noun
brunno_propernoun	brunno_propernoun
by-luck_adverb	per-sort_adverb
iridodiagnosis_noun	iridodiagnòstic_noun
flibotte_propernoun	flibotte_propernoun
mount_noun	muntanya_noun
very-much_adverb	molt_adverb
iridocele_noun	iridocele_noun
operation-time_noun	temps-d'execució_noun
supplement_noun	suplement_noun
oogonium_noun	oogònia_noun
confront_verb	enfrontar_verb
reference_noun	referència_noun
ardent_adjective	apassionat_adjective
recreation_noun	recreació_noun
riveiro_propernoun	riveiro_propernoun
gwenaëlle_propernoun	gwenaëlle_propernoun
contractile_adjective	contràctil_adjective
andres_propernoun	andres_propernoun
lucky_adjective	afortunat_adjective
delano_propernoun	delano_propernoun
mail_noun	correu_noun
pectoral_adjective	pectoral_adjective
currently_adverb	actualment_adverb
chuck_verb	tirar_verb
calculus_noun	càlcul_noun
herzegovina_propernoun	hercegovina_propernoun
matteau_propernoun	matteau_propernoun
boyfriend_noun	xicot_noun
riding-school_noun	escola-d'equitació_noun
marsillo_propernoun	marsillo_propernoun
scarlet_adjective	escarlata_adjective
lalonge_propernoun	lalonge_propernoun
grant-an-amnesty_verb	amnistiar_verb
polysyllogism_noun	polisil·logisme_noun
sparsely_adverb	amb-prou-faenes_adverb
lacroix_propernoun	lacroix_propernoun
old-fashioned_adjective	antiquat_adjective
caesar_propernoun	cèsar_propernoun
lila_propernoun	lila_propernoun
felipe_propernoun	felipe_propernoun
vagabond_noun	vagabund_noun
gather_verb	aplegar_verb
viveiros_propernoun	viveiros_propernoun
amulet_noun	amulet_noun
sence_propernoun	sence_propernoun
zonation_noun	zonació_noun
leukemia_noun	leucèmia_noun
baird_propernoun	baird_propernoun
flaherty_propernoun	flaherty_propernoun
galvanizing_noun	galvanització_noun
kabuki_noun	kabuki_noun
labium_noun	làbium_noun
microprogram_noun	microprograma_noun
wary_adjective	caut_adjective
lapeña_propernoun	lapeña_propernoun
christiane_propernoun	christiane_propernoun
tactfully_adverb	discretament_adverb
on-the-quiet_adverb	a-la-callada_adverb
insistence_noun	insistència_noun
area_noun	camp_noun
arraez_propernoun	arraez_propernoun
mateus_propernoun	mateus_propernoun
fried_adjective	fregit_adjective
haakon_propernoun	haakon_propernoun
warmly_adverb	calorosament_adverb
magellanic_adjective	de-magalhães_adjective
megane_propernoun	megane_propernoun
sword_noun	espasa_noun
beatrix_propernoun	beatrix_propernoun
normoblast_noun	normoblast_noun
ben_propernoun	ben_propernoun
arthrology_noun	artrologia_noun
corduroy_noun	pana_noun
glagolitic_adjective	glagolític_adjective
hartford_propernoun	hartford_propernoun
analgesia_noun	analgèsia_noun
justiniana_propernoun	justiniana_propernoun
synergetic_adjective	sinèrgic_adjective
braxton_propernoun	braxton_propernoun
mormon_adjective	mormó_adjective
result_verb	resultar_verb
vest_verb	investir_verb
glia_noun	glia_noun
cauterisation_noun	cauterització_noun
recognisable_adjective	reconeixible_adjective
comparison_noun	comparació_noun
adenopathy_noun	adenopatia_noun
loire_propernoun	loira_propernoun
investigative_adjective	investigatiu_adjective
late-in-the-afternoon_adverb	a-mitja-vesprada_adverb
alba_propernoun	alba_propernoun
liquid_adjective	líquid_adjective
toxicologist_noun	toxicòleg_noun
sew_verb	cosir_verb
privileged_adjective	privilegiat_adjective
despise_verb	menysprear_verb
retrocession_noun	retrocessió_noun
müller_propernoun	müller_propernoun
iveth_propernoun	iveth_propernoun
invention_noun	invenció_noun
collection_noun	recollida_noun
boquera_propernoun	boquera_propernoun
enterocyte_noun	enteròcit_noun
billion_numeral	bilió-de_numeral
deslandes_propernoun	deslandes_propernoun
asynchronous_adjective	asíncron_adjective
uzbekistan_propernoun	uzbekistan_propernoun
united-arab-emirates_propernoun	emirats-àrabs-units_propernoun
saliva_noun	saliva_noun
debris_noun	resta_noun
circumcised_adjective	circumcís_adjective
salido_propernoun	salido_propernoun
preservative_noun	conservant_noun
welcome_verb	donar-la-benvinguda_verb
chalhoub_propernoun	chalhoub_propernoun
jensen_propernoun	jensen_propernoun
peloponnese_propernoun	peloponès_propernoun
wash_noun	rentada_noun
vivaldo_propernoun	vivaldo_propernoun
nolet_propernoun	nolet_propernoun
in-a-contiguous-way_adverb	contiguament_adverb
nielsen_propernoun	nielsen_propernoun
urban-area_noun	casc-urbà_noun
subwoofer_noun	altaveu-de-subgreus_noun
interrupt_verb	interrompre_verb
barbecue_noun	barbacoa_noun
declare_verb	declarar_verb
on-their-own_adverb	per-si-soles_adverb
little_adjective	petit_adjective
mia_propernoun	mia_propernoun
some_pronoun	algun_pronoun
marguerita_propernoun	marguerita_propernoun
optimistic_adjective	optimista_adjective
adrian_propernoun	adrian_propernoun
abomination_noun	abominació_noun
inside-and-out_adverb	per-dins-i-per-fora_adverb
cowshed_noun	estable_noun
archpriest_noun	arxipreste_noun
vertically_adverb	verticalment_adverb
paronychia_noun	paroníquia_noun
fairly_adverb	equitativament_adverb
hogarth_propernoun	hogarth_propernoun
purchase_noun	compra_noun
amando_propernoun	amando_propernoun
goal_noun	porteria_noun
venture_verb	arriscar_verb
chicoine_propernoun	chicoine_propernoun
rocío-del-cielo_propernoun	rocío-del-cielo_propernoun
nasal_adjective	nasal_adjective
most-of-the-time_adverb	gairebé-sempre_adverb
except_verb	exceptuar_verb
shiver_verb	tremolar_verb
dismantle_verb	desmantellar_verb
heighten_verb	elevar_verb
cosimo_propernoun	cosimo_propernoun
fabrellas_propernoun	fabrellas_propernoun
thence_adverb	d'allí_adverb
expandable_adjective	ampliable_adjective
balneotherapy_noun	balneoteràpia_noun
rabelais_propernoun	rabelais_propernoun
inwardly_adverb	interiorment_adverb
bielan_propernoun	bielan_propernoun
gélineau_propernoun	gélineau_propernoun
chamber_noun	cambra_noun
frown_verb	arrufar-les-celles_verb
clone_noun	clon_noun
litotes_noun	lítote_noun
jacquelina_propernoun	jacquelina_propernoun
monophyletic_adjective	monofilètic_adjective
mysore_propernoun	mysore_propernoun
magic_noun	màgia_noun
taken-altogether_adverb	en-total_adverb
forster_propernoun	forster_propernoun
weighting_noun	ponderació_noun
drop_noun	baixada_noun
truffaut_propernoun	truffaut_propernoun
grey-haired_adjective	canós_adjective
sulfamethoxazole_noun	sulfametoxazole_noun
recognizable_adjective	reconeixedor_adjective
gifted_adjective	dotat_adjective
odón_propernoun	odón_propernoun
length_noun	durada_noun
expropriation_noun	expropiació_noun
castelltort_propernoun	castelltort_propernoun
long-bladed_adjective	de-fulla-llarga_adjective
indictment_noun	acusació_noun
hancock_propernoun	hancock_propernoun
with-the-passing-of-years_adverb	amb-el-pas-dels-anys_adverb
laos_propernoun	laos_propernoun
lake_propernoun	lake_propernoun
weakening_noun	debilitament_noun
lancho_propernoun	lancho_propernoun
cdma_noun	cdma_noun
tarantula_noun	taràntula_noun
tanya_propernoun	tanya_propernoun
for-some-reason-or-another_adverb	per-una-raó-o-altra_adverb
chimerism_noun	quimerisme_noun
slur_noun	calúmnia_noun
butler_propernoun	butler_propernoun
signage_noun	senyalització_noun
powerpc_propernoun	powerpc_propernoun
carolyn_propernoun	carolyn_propernoun
preparation_noun	elaboració_noun
amaral_propernoun	amaral_propernoun
meo_propernoun	meo_propernoun
regan_propernoun	regan_propernoun
diagnose_verb	diagnosticar_verb
colpocele_noun	colpocele_noun
argument_noun	renyina_noun
chucho_propernoun	chucho_propernoun
backup_noun	còpia-de-seguretat_noun
parsec_noun	pàrsec_noun
at-first-hand_adverb	de-primera-mà_adverb
manage_verb	dirigir_verb
mallais_propernoun	mallais_propernoun
columnist_noun	columnista_noun
valdes_propernoun	valdes_propernoun
celebrity_noun	celebritat_noun
integer_noun	enter_noun
rococo_noun	rococó_noun
estany_propernoun	estany_propernoun
anechoic_adjective	anecoic_adjective
francis_propernoun	francis_propernoun
legislate_verb	legislar_verb
shamira_propernoun	shamira_propernoun
chromic_adjective	cròmic_adjective
john-xvii_propernoun	joan-xvii_propernoun
josef_propernoun	josef_propernoun
urge_noun	impuls_noun
valladares_propernoun	valladares_propernoun
childcare_noun	guarderia_noun
upset_verb	trastornar_verb
katabatic_adjective	catabàtic_adjective
bear_noun	ós_noun
or-wherever_adverb	o-on-sigui_adverb
next-month_adverb	mes-vinent_adverb
membreno_propernoun	membreno_propernoun
württemberg_propernoun	württemberg_propernoun
diathermancy_noun	diatermància_noun
perceivable_adjective	perceptible_adjective
paraplegia_noun	paraplegia_noun
alyssa_propernoun	alyssa_propernoun
sine-die_adverb	sine-die_adverb
brooklyn_propernoun	brooklyn_propernoun
miguel-bon_propernoun	miguel-bon_propernoun
golf_noun	golf_noun
inhibition_noun	inhibició_noun
proclamation_noun	pregó_noun
car_noun	automòbil_noun
philippa_propernoun	philippa_propernoun
monllau_propernoun	monllau_propernoun
didío_propernoun	didío_propernoun
pioneer_verb	iniciar_verb
all-of-a-sudden_adverb	de-cop_adverb
hernandez_propernoun	hernandez_propernoun
manually_adverb	manualment_adverb
hèctor_propernoun	hèctor_propernoun
nervously_adverb	nerviosament_adverb
lutheran_adjective	luterà_adjective
digitalisation_noun	digitalització_noun
exchangeable_adjective	intercanviable_adjective
basilio_propernoun	basilio_propernoun
brielle_propernoun	brielle_propernoun
demers_propernoun	demers_propernoun
profile_noun	perfil_noun
eighteen_numeral	divuit_numeral
ibars_propernoun	ibars_propernoun
within-earshot_adverb	molt-a-prop_adverb
victoriano_propernoun	victoriano_propernoun
eider_noun	èider_noun
irwin_propernoun	irwin_propernoun
zircon_noun	zircó_noun
congolese_noun	congolès_noun
allegheny_propernoun	allegheny_propernoun
galician-sports-foundation_propernoun	fundació-deporti-galego_propernoun
thurmond_propernoun	thurmond_propernoun
darken_verb	enfosquir_verb
elutriation_noun	elutriació_noun
delmiro_propernoun	delmiro_propernoun
himachal-pradesh_propernoun	himachal-pradesh_propernoun
erythrocitosis_noun	eritrocitosi_noun
diligent_adjective	diligent_adjective
thousand_numeral	mil_numeral
maliciously_adverb	maliciosament_adverb
preponderance_noun	preponderància_noun
hispaniola_propernoun	hispaniola_propernoun
charlish_propernoun	charlish_propernoun
supercomputer_noun	superordinador_noun
arlington_propernoun	arlington_propernoun
forecast_noun	pronòstic_noun
longchamps_propernoun	longchamps_propernoun
chicago_propernoun	chicago_propernoun
enzo_propernoun	enzo_propernoun
testament_noun	testament_noun
observant_adjective	observador_adjective
pius_propernoun	pius_propernoun
yorke_propernoun	yorke_propernoun
in-fashion_adverb	de-moda_adverb
immovable_adjective	immoble_adjective
pomegranate_noun	magrana_noun
adriá_propernoun	adriá_propernoun
sequence_noun	seqüència_noun
carbonitriding_noun	carbonitruració_noun
forester_noun	guardabosc_noun
concurrently_adverb	alhora_adverb
uvarovite_noun	uvarovita_noun
weierstrass_propernoun	weierstrass_propernoun
at-the-very-most_adverb	com-a-màxim_adverb
antarctic_adjective	antàrtic_adjective
inefficiency_noun	ineficàcia_noun
lute_noun	llaüt_noun
dean_propernoun	dean_propernoun
on-the-port-side_subordinatingconjunction	a-babord_subordinatingconjunction
delsa_propernoun	delsa_propernoun
handle_noun	empunyadura_noun
fabian_propernoun	fabian_propernoun
chalia_propernoun	chalia_propernoun
dimichele_propernoun	dimichele_propernoun
cave_noun	cova_noun
caza_propernoun	caza_propernoun
little_adjective	xicotet_adjective
gustems_propernoun	gustems_propernoun
detachable_adjective	separable_adjective
esteban_propernoun	esteban_propernoun
arachnid_noun	aràcnid_noun
manlio_propernoun	manlio_propernoun
gomez_propernoun	gomez_propernoun
generational_adjective	generacional_adjective
charm_noun	encís_noun
right_noun	dret_noun
skew_adjective	tort_adjective
romagosa_propernoun	romagosa_propernoun
macrocomponent_noun	macrocomponent_noun
decompression_noun	descompressió_noun
ritually_adverb	ritualment_adverb
disentangle_verb	desembolicar_verb
piccolo_propernoun	piccolo_propernoun
elma_propernoun	elma_propernoun
forcefulness_noun	contundència_noun
meal_noun	àpat_noun
fence_noun	clos_noun
bailon_propernoun	bailon_propernoun
grimau_propernoun	grimau_propernoun
refractometer_noun	refractòmetre_noun
marois_propernoun	marois_propernoun
gentleman_noun	senyor_noun
cymbal_noun	platerets_noun
cantalejo_propernoun	cantalejo_propernoun
icosahedron_noun	icosaedre_noun
odilio_propernoun	odilio_propernoun
haché_propernoun	haché_propernoun
spice_noun	espècia_noun
juarez_propernoun	juarez_propernoun
tristan-da-cunha_propernoun	tristan-da-cunha_propernoun
longitudinal_adjective	longitudinal_adjective
escobedo_propernoun	escobedo_propernoun
extreme_noun	extrem_noun
robinho_propernoun	robinho_propernoun
panfilo_propernoun	panfilo_propernoun
collaborationist_noun	col·laboracionista_noun
palaeotropical_adjective	paleotropical_adjective
needless-to-say_adverb	no-cal-dir-ho_adverb
preventive_adjective	precautori_adjective
lining_noun	folre_noun
shooner_propernoun	shooner_propernoun
ureopoiesis_noun	ureopoesi_noun
otero_propernoun	otero_propernoun
cadena_propernoun	cadena_propernoun
agnostic_noun	agnòstic_noun
braque_propernoun	braque_propernoun
historically_adverb	històricament_adverb
marenger_propernoun	marenger_propernoun
simony_noun	simonia_noun
decadence_noun	decadència_noun
away-from_preposition	lluny-de_preposition
hernaldo_propernoun	hernaldo_propernoun
comino_propernoun	comino_propernoun
maurino_propernoun	maurino_propernoun
savana_propernoun	savana_propernoun
liberally_adverb	generosament_adverb
beaurivage_propernoun	beaurivage_propernoun
rose_propernoun	rose_propernoun
oriana_propernoun	oriana_propernoun
rickman_propernoun	rickman_propernoun
mariscal_propernoun	mariscal_propernoun
at-every-turn_adverb	cada-vegada_adverb
urals_propernoun	urals_propernoun
vomit_verb	vomitar_verb
bryant_propernoun	bryant_propernoun
metronome_noun	metrònom_noun
half_adverb	a-mig-fer_adverb
glenys_propernoun	glenys_propernoun
oses_propernoun	oses_propernoun
tangency_noun	tangència_noun
observation_noun	observació_noun
precipitation_noun	precipitació_noun
livery_noun	lliurea_noun
cake_noun	pastís_noun
despars_propernoun	despars_propernoun
adjudicator_noun	adjudicatari_noun
deluxe_adjective	de-luxe_adjective
farhat_propernoun	farhat_propernoun
hugolina_propernoun	hugolina_propernoun
thirty-third_adjective	trenta-tresè_adjective
suspect_verb	sospitar_verb
bipyramidal_adjective	dipiramidal_adjective
morocco_propernoun	marroc_propernoun
dumontier_propernoun	dumontier_propernoun
on-my-part_adverb	per-la-meva-banda_adverb
and-whatnot_adverb	i-tot-això_adverb
thrombopoiesis_noun	trombopoesi_noun
at-the-double_adverb	ràpidament_adverb
manuelita_propernoun	manuelita_propernoun
shaun_propernoun	shaun_propernoun
parody_noun	paròdia_noun
aid_noun	socors_noun
anouska_propernoun	anouska_propernoun
kane_propernoun	kane_propernoun
