il·legítimament_adverb	ilegitimamente_adverb
radiogènic_adjective	radiogénico_adjective
zucato_propernoun	zucato_propernoun
vercellotti_propernoun	vercellotti_propernoun
greenwood_propernoun	greenwood_propernoun
lesieur_propernoun	lesieur_propernoun
rakhmàninov_propernoun	rakhmaninov_propernoun
propietat_noun	propriedade_noun
període_noun	período_noun
electrònica_noun	eletrônica_noun
carro_propernoun	carro_propernoun
infamatori_adjective	infamatório_adjective
piña_propernoun	piña_propernoun
schmitt_propernoun	schmitt_propernoun
degenerescent_adjective	degenerescente_adjective
asens_propernoun	asens_propernoun
moreyra_propernoun	moreyra_propernoun
cos_propernoun	cos_propernoun
tecnològicament_adverb	tecnologicamente_adverb
púnic_adjective	púnico_adjective
característic_adjective	característico_adjective
duchetta_propernoun	duchetta_propernoun
esterilitzador_noun	esterilizador_noun
campa_propernoun	campa_propernoun
dit_noun	dedo_noun
lliga_noun	liga_noun
perspectivista_adjective	perspectivista_adjective
castellet_propernoun	castellet_propernoun
miraculosament_adverb	milagrosamente_adverb
aerofòbia_noun	aerofobia_noun
legatori_adjective	legatório_adjective
bourassa_propernoun	bourassa_propernoun
saponificable_adjective	saponificável_adjective
livernoche_propernoun	livernoche_propernoun
depauperació_noun	depauperação_noun
alexandrí_adjective	alexandrino_adjective
vencible_adjective	vencível_adjective
cubeddu_propernoun	cubeddu_propernoun
marcano_propernoun	marcano_propernoun
dissolvent_noun	dissolvente_noun
refredar_verb	esfriar_verb
thauvette_propernoun	thauvette_propernoun
perla_noun	pérola_noun
starnini_propernoun	starnini_propernoun
equilibrat_adjective	equilibrado_adjective
tailandès_adjective	tailandês_adjective
petequial_adjective	petequial_adjective
navalón_propernoun	navalón_propernoun
tranquil·lament_adverb	calmamente_adverb
xxiii_numeral	xxiii_numeral
l'hospitalet_propernoun	l'hospitalet_propernoun
elevació_noun	elevação_noun
inseguretat_noun	insegurança_noun
meisle_propernoun	meisle_propernoun
edgard_propernoun	edgard_propernoun
placa_noun	chapa_noun
wellman_propernoun	wellman_propernoun
azaña_propernoun	azaña_propernoun
planta_noun	planta_noun
leiva_propernoun	leiva_propernoun
excursió_noun	excursão_noun
conjunt_adjective	conjunto_adjective
perlingieri_propernoun	perlingieri_propernoun
tòrax_noun	tórax_noun
korta_propernoun	korta_propernoun
tárraga_propernoun	tárraga_propernoun
bèlgida_propernoun	bèlgida_propernoun
garofani_propernoun	garofani_propernoun
rabell_propernoun	rabell_propernoun
guionet_noun	hífen_noun
elgezabal_propernoun	elgezabal_propernoun
abrignani_propernoun	abrignani_propernoun
vilassar-de-mar_propernoun	vilassar-de-mar_propernoun
nimfomaníac_adjective	ninfomaníaco_adjective
productor_adjective	produtor_adjective
il·lícit_adjective	ilícito_adjective
quistós_adjective	quistoso_adjective
clemente_propernoun	clemente_propernoun
pàmies_propernoun	pàmies_propernoun
blackburn_propernoun	blackburn_propernoun
narcisa_propernoun	narcisa_propernoun
prisma_noun	prisma_noun
berry_propernoun	berry_propernoun
cadena_noun	corrente_noun
estrangulació_noun	estrangulação_noun
anòmalament_adverb	anomalamente_adverb
gestualitat_noun	gestualidade_noun
aniversari_noun	aniversário_noun
fanal_noun	luz_noun
petty_propernoun	petty_propernoun
crous_propernoun	crous_propernoun
agata_propernoun	agata_propernoun
simms_propernoun	simms_propernoun
preliminar_adjective	preliminar_adjective
factor_noun	fator_noun
robot_noun	robot_noun
nessa_propernoun	nessa_propernoun
aveyard_propernoun	aveyard_propernoun
bobbish_propernoun	bobbish_propernoun
britànic_adjective	britânico_adjective
mecanicista_noun	mecanicista_noun
crucianelli_propernoun	crucianelli_propernoun
hussáin_propernoun	hussáin_propernoun
claver_propernoun	claver_propernoun
montana_propernoun	montana_propernoun
arrabito_propernoun	arrabito_propernoun
berengué_propernoun	berengué_propernoun
criminal_noun	criminal_noun
supralunar_adjective	supralunar_adjective
apreciatiu_adjective	apreciativo_adjective
sànchez_propernoun	sànchez_propernoun
hostilitzar_verb	hostilizar_verb
abella-de-la-conca_propernoun	abella-de-la-conca_propernoun
chong_propernoun	chong_propernoun
ciclista_noun	ciclista_noun
alcoleja_propernoun	alcoleja_propernoun
carcerari_adjective	carcerário_adjective
amnistiar_verb	anistiar_verb
harvie_propernoun	harvie_propernoun
alcalà_propernoun	alcalà_propernoun
el-asri_propernoun	el-asri_propernoun
a-baix_adverb	abaixo_adverb
prioritari_adjective	prioritário_adjective
blu_propernoun	blu_propernoun
strizzolo_propernoun	strizzolo_propernoun
caldes_propernoun	caldes_propernoun
ocult_adjective	oculto_adjective
semioficial_adjective	semioficial_adjective
anglòfon_adjective	anglófono_adjective
protàtic_adjective	protático_adjective
ferrante_propernoun	ferrante_propernoun
atodiresei_propernoun	atodiresei_propernoun
quatretondeta_propernoun	quatretondeta_propernoun
indelegable_adjective	indelegável_adjective
improvisat_adjective	improvisado_adjective
obsessiu_adjective	obsessivo_adjective
tebar_propernoun	tebar_propernoun
john_propernoun	john_propernoun
al-voltant-de_preposition	em-volta-de_preposition
zenga_propernoun	zenga_propernoun
sepúlveda_propernoun	sepúlveda_propernoun
chulilla_propernoun	chulilla_propernoun
ceccherini_propernoun	ceccherini_propernoun
fotografiar_verb	fotografar_verb
deer_propernoun	deer_propernoun
classicisme_noun	classicismo_noun
espectador_adjective	espectador_adjective
james_propernoun	james_propernoun
logudorès_noun	logudorês_noun
soterrament_noun	soterramento_noun
milo_propernoun	milo_propernoun
moses_propernoun	moses_propernoun
montal_propernoun	montal_propernoun
sabbagh_propernoun	sabbagh_propernoun
masnou_propernoun	masnou_propernoun
ocupacionalment_adverb	ocupacionalmente_adverb
arquetip_noun	arquétipo_noun
complectiu_adjective	complectivo_adjective
compagnat_propernoun	compagnat_propernoun
anastomòtic_adjective	anastomótico_adjective
selectivitat_noun	selectividade_noun
mitja_propernoun	mitja_propernoun
el-salvador_propernoun	el-salvador_propernoun
rebatible_adjective	rebatível_adjective
corbin_propernoun	corbin_propernoun
voluptuós_adjective	voluptuoso_adjective
escacat_adjective	escacado_adjective
amandha_propernoun	amandha_propernoun
instrumentalment_adverb	instrumentalmente_adverb
semiòtic_adjective	semiótico_adjective
mainguy_propernoun	mainguy_propernoun
apagar_verb	apagar_verb
ondas_propernoun	ondas_propernoun
cimer_adjective	cimeiro_adjective
pennese_propernoun	pennese_propernoun
cassinhac_propernoun	cassinhac_propernoun
colpejar_verb	golpear_verb
peidro_propernoun	peidro_propernoun
obas_propernoun	obas_propernoun
ullal_noun	presa_noun
guardonar_verb	galardoar_verb
destil·lador_noun	destilador_noun
culumbanu_propernoun	culumbanu_propernoun
montevecchi_propernoun	montevecchi_propernoun
evacuació_noun	evacuação_noun
manolache_propernoun	manolache_propernoun
guignard_propernoun	guignard_propernoun
prospectiu_adjective	prospectivo_adjective
habilitador_adjective	habilitador_adjective
postural_adjective	postural_adjective
transhumància_noun	transumância_noun
walderez_propernoun	walderez_propernoun
squeri_propernoun	squeri_propernoun
thurmond_propernoun	thurmond_propernoun
elegibilitat_noun	elegibilidade_noun
impregnable_adjective	impregnável_adjective
a-curt-termini_adverb	em-curto-prazo_adverb
topada_noun	choque_noun
pigeon_propernoun	pigeon_propernoun
capitació_noun	capitação_noun
congestió_noun	congestão_noun
susi_propernoun	susi_propernoun
lora_propernoun	lora_propernoun
lectura_noun	leitura_noun
madeira_propernoun	madeira_propernoun
suanzes_propernoun	suanzes_propernoun
existencialista_adjective	existencialista_adjective
wharton_propernoun	wharton_propernoun
maillé_propernoun	maillé_propernoun
homofonia_noun	homofonia_noun
cordero_propernoun	cordero_propernoun
carbonell_propernoun	carbonell_propernoun
poincaré_propernoun	poincaré_propernoun
landis_propernoun	landis_propernoun
sequoia_noun	sequóia_noun
orient_noun	oriente_noun
agitador_adjective	agitador_adjective
alaku_propernoun	alaku_propernoun
munné_propernoun	munné_propernoun
maldestre_adjective	atrapalhado_adjective
israelític_adjective	israelítico_adjective
podològic_adjective	podológico_adjective
humorísticament_adverb	humoristicamente_adverb
profanació_noun	profanação_noun
chehade_propernoun	chehade_propernoun
iruela_propernoun	iruela_propernoun
playa_propernoun	playa_propernoun
bourguignon_propernoun	bourguignon_propernoun
substantivació_noun	substantivação_noun
cutrufo_propernoun	cutrufo_propernoun
man_propernoun	man_propernoun
invulnerat_adjective	invulnerado_adjective
cinquanta-sisè_adjective	quinquagésimo-sexto_adjective
atletisme_noun	atletismo_noun
diamond_propernoun	diamond_propernoun
uniformitat_noun	uniformidade_noun
casete_propernoun	casete_propernoun
conceptualització_noun	conceitualização_noun
mattawa_propernoun	mattawa_propernoun
distant_adjective	distante_adjective
von-hayek_propernoun	von-hayek_propernoun
dobrogeanu_propernoun	dobrogeanu_propernoun
bèstia_noun	besta_noun
coșovei_propernoun	coșovei_propernoun
turcman_noun	turcomeno_noun
poderós_adjective	poderoso_adjective
beneficència_noun	beneficência_noun
sylvain_propernoun	sylvain_propernoun
bellvís_propernoun	bellvís_propernoun
invitar_verb	convidar_verb
desestabilitzar_verb	desestabilizar_verb
emigració_noun	emigração_noun
barrantes_propernoun	barrantes_propernoun
guirigall_noun	bagunça_noun
genealogia_noun	genealogia_noun
dormitori_noun	dormitório_noun
minasso_propernoun	minasso_propernoun
sonomètric_adjective	sonométrico_adjective
klein_propernoun	klein_propernoun
prometeic_adjective	prometeico_adjective
alcatel_propernoun	alcatel_propernoun
fontoura_propernoun	fontoura_propernoun
multicultural_adjective	multicultural_adjective
cunyat_noun	cunhado_noun
nitu_propernoun	nitu_propernoun
carrara_propernoun	carrara_propernoun
mister_adjective	mister_adjective
gaviano_propernoun	gaviano_propernoun
interpretar_verb	interpretar_verb
errigo_propernoun	errigo_propernoun
shackleton_propernoun	shackleton_propernoun
tramoia_noun	tramoia_noun
informador_adjective	informador_adjective
maniqueisme_noun	maniqueísmo_noun
ligero_propernoun	ligero_propernoun
bonanova_propernoun	bonanova_propernoun
lupien_propernoun	lupien_propernoun
desnaturalitzar_verb	desnaturalizar_verb
exportació_noun	exportação_noun
fucksia_propernoun	fucksia_propernoun
charlier_propernoun	charlier_propernoun
instrucció_noun	instrução_noun
trás-os-montes_propernoun	trás-os-montes_propernoun
asseguració_noun	asseguração_noun
agrusti_propernoun	agrusti_propernoun
xerrotejar_verb	gorjear_verb
lyndon_propernoun	lyndon_propernoun
sanitat_noun	saúde_noun
quint_adjective	quinto_adjective
anecoic_adjective	anecóico_adjective
penna_propernoun	penna_propernoun
blanc_noun	branco_noun
zoòleg_noun	zoologista_noun
ajustar_verb	ajustar_verb
pèl_noun	pelo_noun
sant-miquel-de-campmajor_propernoun	sant-miquel-de-campmajor_propernoun
haniyeh_propernoun	haniyeh_propernoun
lleugerament-a-la-baixa_adverb	em-ligeira-queda_adverb
electromètric_adjective	electrométrico_adjective
acebo_propernoun	acebo_propernoun
descolorant_adjective	descolorante_adjective
majeur_propernoun	majeur_propernoun
variància_noun	variância_noun
mancha_propernoun	mancha_propernoun
toarcià_adjective	toarciano_adjective
antinacional_adjective	antinacional_adjective
salafisme_noun	salafismo_noun
scotti_propernoun	scotti_propernoun
artacho_propernoun	artacho_propernoun
lleialtat_noun	lealdade_noun
parell_adjective	parelho_adjective
context_noun	contexto_noun
burnham_propernoun	burnham_propernoun
gira_noun	turnê_noun
lligar_verb	atar_verb
crossley_propernoun	crossley_propernoun
oliu_propernoun	oliu_propernoun
perimètric_adjective	perimétrico_adjective
porcu_propernoun	porcu_propernoun
antialcalí_adjective	antialcalino_adjective
est_noun	leste_noun
siberià_noun	siberiano_noun
camino_propernoun	camino_propernoun
gastó_propernoun	gastão_propernoun
acidificable_adjective	acidificável_adjective
chapados_propernoun	chapados_propernoun
paracaigudisme_noun	paraquedismo_noun
radiomètric_adjective	radiométrico_adjective
wojtyla_propernoun	wojtyla_propernoun
descentralitzat_adjective	descentralizado_adjective
kroeber_propernoun	kroeber_propernoun
alava_propernoun	alava_propernoun
metafònic_adjective	metafônico_adjective
graminós_adjective	graminoso_adjective
sud-amèrica_propernoun	américa-do-sul_propernoun
edmond_propernoun	edmond_propernoun
campània_propernoun	campânia_propernoun
zanuck_propernoun	zanuck_propernoun
lanciault_propernoun	lanciault_propernoun
keynes_propernoun	keynes_propernoun
staicu_propernoun	staicu_propernoun
drici_propernoun	drici_propernoun
morvan_propernoun	morvan_propernoun
azzi_propernoun	azzi_propernoun
paleta_noun	pedreiro_noun
activació_noun	activação_noun
estabilitzador_noun	estabilizador_noun
pivin_propernoun	pivin_propernoun
diamanti_propernoun	diamanti_propernoun
terol_propernoun	terol_propernoun
control_noun	controlo_noun
blanchett_propernoun	blanchett_propernoun
tremp_propernoun	tremp_propernoun
zàmbia_propernoun	zâmbia_propernoun
plutònic_adjective	plutónico_adjective
hibridació_noun	hibridação_noun
ornat_adjective	ornado_adjective
accidentar_verb	acidentar_verb
ramal_propernoun	ramal_propernoun
aebersold_propernoun	aebersold_propernoun
alighieri_propernoun	alighieri_propernoun
goisis_propernoun	goisis_propernoun
inicial_adjective	inicial_adjective
joão-pessoa_propernoun	joão-pessoa_propernoun
maestri_propernoun	maestri_propernoun
espinal_propernoun	espinal_propernoun
kléber_propernoun	kléber_propernoun
irrefutable_adjective	irrefutável_adjective
esclerectomia_noun	esclerectomia_noun
salaet_propernoun	salaet_propernoun
manole_propernoun	manole_propernoun
benassi_propernoun	benassi_propernoun
bros_propernoun	bros_propernoun
tassé_propernoun	tassé_propernoun
luter_propernoun	lutero_propernoun
suïssa_propernoun	suiça_propernoun
llacer_propernoun	llacer_propernoun
fujimori_propernoun	fujimori_propernoun
vint-i-sisè_adjective	vigésimo-sexto_adjective
voynet_propernoun	voynet_propernoun
nepalès_noun	nepalês_noun
serrador_adjective	serrador_adjective
productiu_adjective	produtivo_adjective
güell_propernoun	güell_propernoun
uranogràfic_adjective	uranográfico_adjective
remini_propernoun	remini_propernoun
gunn_propernoun	gunn_propernoun
guillamón_propernoun	guillamón_propernoun
població_noun	povoado_noun
irrenunciable_adjective	irrenunciável_adjective
connectivitat_noun	conetividade_noun
porto-alegre_propernoun	porto-alegre_propernoun
contractiu_adjective	contrativo_adjective
baqué_propernoun	baqué_propernoun
compost_noun	composto_noun
clavet_propernoun	clavet_propernoun
freàtic_adjective	freático_adjective
conclusivament_adverb	conclusivamente_adverb
infanteria_noun	infantaria_noun
obsidional_adjective	obsidional_adjective
thaiane_propernoun	thaiane_propernoun
corista_noun	corista_noun
espí_propernoun	espí_propernoun
hematúria_noun	hematúria_noun
villalta_propernoun	villalta_propernoun
namibe_propernoun	namibe_propernoun
escorihuela_propernoun	escorihuela_propernoun
rapat_adjective	rapado_adjective
foucault_propernoun	foucault_propernoun
cornell_propernoun	cornell_propernoun
ginecologia_noun	ginecologia_noun
souto_propernoun	souto_propernoun
ensenyament_noun	ensino_noun
hidròleg_noun	hidrólogo_noun
impermutable_adjective	impermutável_adjective
otologia_noun	otologia_noun
torrero_propernoun	torrero_propernoun
zermelo_propernoun	zermelo_propernoun
requisició_noun	requisição_noun
ambiel_propernoun	ambiel_propernoun
viceministre_noun	vice-ministro_noun
telegrafista_noun	telegrafista_noun
interpretatiu_adjective	interpretativo_adjective
tollos_propernoun	tollos_propernoun
compilador_adjective	compilador_adjective
zapata_propernoun	zapata_propernoun
pontone_propernoun	pontone_propernoun
loteria_noun	loteria_noun
kasten_propernoun	kasten_propernoun
halterofília_noun	halterofilia_noun
fallada_noun	falha_noun
escaient_adjective	oportuno_adjective
