decano_noun_en	doyen_noun_es
alcestis_propernoun_en	alceste_propernoun_es
cordero_noun_en	agneau_noun_es
aldaya_propernoun_en	aldaia_propernoun_es
pianista_noun_en	pianiste_noun_es
reflexión_noun_en	réflexion_noun_es
tibetano_adjective_en	tibétain_adjective_es
expresión_noun_en	expression_noun_es
centésimo_noun_en	centième_noun_es
legitimidad_noun_en	légitimité_noun_es
discapacitado_adjective_en	handicapé_adjective_es
jaio_propernoun_en	jaio_propernoun_es
diputado_noun_en	député_noun_es
lente_noun_en	lentille_noun_es
delgado_propernoun_en	delgado_propernoun_es
esnal_propernoun_en	esnal_propernoun_es
pleito_noun_en	procès_noun_es
gurbanguly_berdimuhammedow_propernoun_en	gurbanguly_berdimuhammedow_propernoun_es
veteranía_noun_en	expérience_noun_es
insólito_adjective_en	inaccoutumé_adjective_es
arenas_movedizas_noun_en	sables_mouvants_noun_es
cabo_de_agujas_propernoun_en	cape_des_aiguilles_propernoun_es
credikutxa_propernoun_en	credikutxa_propernoun_es
auritz-burguete_propernoun_en	auritz-burguete_propernoun_es
foca_noun_en	phoque_noun_es
extraño_adjective_en	étrange_adjective_es
estirar_la_pata_verb_en	casser_sa_pipe_verb_es
afirmación_noun_en	affirmation_noun_es
henao_propernoun_en	hainaut_propernoun_es
diouf_propernoun_en	diouf_propernoun_es
mireille_propernoun_en	mireille_propernoun_es
vespucio_propernoun_en	vespuce_propernoun_es
petrograd_propernoun_en	pétrograd_propernoun_es
recaída_noun_en	retombée_noun_es
aproximadamente_adverb_en	quelque_adverb_es
neil_propernoun_en	neil_propernoun_es
rugby_noun_en	rugby_noun_es
christine_propernoun_en	christine_propernoun_es
interventor_adjective_en	intervenant_adjective_es
sener_propernoun_en	sener_propernoun_es
substraer_verb_en	soustraire_verb_es
somme_propernoun_en	somme_propernoun_es
airosamente_adverb_en	élégamment_adverb_es
resucitar_verb_en	ressusciter_verb_es
famoso_adjective_en	fameux_adjective_es
prueba_noun_en	épreuve_noun_es
arbitrar_verb_en	arbitrer_verb_es
franquista_adjective_en	franquiste_adjective_es
ussuriisk_propernoun_en	oussouriisk_propernoun_es
invariable_adjective_en	invariable_adjective_es
salazar_propernoun_en	salazar_propernoun_es
eros_propernoun_en	éros_propernoun_es
termómetro_noun_en	thermomètre_noun_es
alpes_de_alta_provenza_propernoun_en	alpes-de-haute-provence_propernoun_es
peninsular_adjective_en	péninsulaire_adjective_es
esther_propernoun_en	esther_propernoun_es
juerga_noun_en	bringue_noun_es
louise_propernoun_en	louise_propernoun_es
precepto_noun_en	précepte_noun_es
anais_propernoun_en	anais_propernoun_es
a_priori_adverb_en	a_priori_adverb_es
bestialidad_noun_en	bestialité_noun_es
aflorar_verb_en	affleurer_verb_es
omán_propernoun_en	oman_propernoun_es
logotipo_noun_en	logotype_noun_es
querella_noun_en	complainte_noun_es
peña_noun_en	club_noun_es
costar_un_ojo_de_la_cara_verb_en	coûter_les_yeux_de_la_tête_verb_es
burofax_noun_en	fax_noun_es
gibernau_propernoun_en	gibernau_propernoun_es
elsa_propernoun_en	elsa_propernoun_es
wallis_y_futuna_propernoun_en	wallis_et_futuna_propernoun_es
quizás_adverb_en	peut-être_adverb_es
perjudicial_adjective_en	nuisible_adjective_es
alunizaje_noun_en	alunissage_noun_es
subtil_adjective_en	subtil_adjective_es
biólogo_noun_en	biologiste_noun_es
estropear_verb_en	abîmer_verb_es
etcétera_subordinatingconjunction_en	et_cetera_subordinatingconjunction_es
atlético_de_madrid_propernoun_en	atlético_de_madrid_propernoun_es
fuera_de_preposition_en	en_dehors_de_preposition_es
desalojo_noun_en	délogement_noun_es
zampieri_propernoun_en	zampieri_propernoun_es
palazuelo_propernoun_en	palazuelo_propernoun_es
visa_noun_en	visa_noun_es
ordenación_noun_en	ordre_noun_es
voto_noun_en	vote_noun_es
pala_noun_en	pelle_noun_es
arnotegi_propernoun_en	arnotegi_propernoun_es
zune_propernoun_en	zune_propernoun_es
embotellamiento_noun_en	embouteillage_noun_es
saipan_propernoun_en	saipan_propernoun_es
concejala_noun_en	conseillère_municipale_noun_es
poner_trabas_verb_en	mettre_des_bâtons_dans_les_roues_verb_es
filadelfia_propernoun_en	philadelphie_propernoun_es
claro_adjective_en	clair_adjective_es
lingüístico_adjective_en	linguistique_adjective_es
registrar_verb_en	enregistrer_verb_es
hortefeux_propernoun_en	hortefeux_propernoun_es
anneli_propernoun_en	anneli_propernoun_es
avignon_propernoun_en	avignon_propernoun_es
buesa_propernoun_en	buesa_propernoun_es
millardo_noun_en	milliard_noun_es
único_adjective_en	unique_adjective_es
autodeterminación_noun_en	autodétermination_noun_es
asiria_propernoun_en	assyrie_propernoun_es
pascua_propernoun_en	pâques_propernoun_es
ansioso_adjective_en	anxieux_adjective_es
berbalagun_propernoun_en	berbalagun_propernoun_es
hogar_del_pensionista_noun_en	foyer_de_retraités_noun_es
modo_noun_en	façon_noun_es
haro_propernoun_en	haro_propernoun_es
elegancia_noun_en	élégance_noun_es
constitucionalmente_adverb_en	constitutionnellement_adverb_es
feo_adjective_en	laid_adjective_es
notificar_verb_en	notifier_verb_es
etxalus_propernoun_en	etxalus_propernoun_es
caspe_propernoun_en	caspe_propernoun_es
referencia_noun_en	référencement_noun_es
árbitro_noun_en	juge-arbitre_noun_es
campeonato_noun_en	championnat_noun_es
orfebre_noun_en	orfèvre_noun_es
escalar_verb_en	escalader_verb_es
opositor_adjective_en	opposant_adjective_es
discutir_verb_en	contester_verb_es
adquisitivo_adjective_en	acquisitif_adjective_es
aleación_noun_en	alliage_noun_es
punición_noun_en	punition_noun_es
liberia_propernoun_en	libéria_propernoun_es
anibal_propernoun_en	hannibal_propernoun_es
roissy_propernoun_en	roissy_propernoun_es
regalar_verb_en	offrir_verb_es
playtime_propernoun_en	playtime_propernoun_es
caución_noun_en	caution_noun_es
gadea_propernoun_en	gadea_propernoun_es
pc_noun_en	pc_noun_es
endurecer_verb_en	durcir_verb_es
guardaespaldas_noun_en	garde_du_corps_noun_es
preso_adjective_en	emprisonné_adjective_es
manny_mori_propernoun_en	manny_mori_propernoun_es
países_del_loira_propernoun_en	pays-de-la-loire_propernoun_es
esqueleto_noun_en	squelette_noun_es
en_justicia_adverb_en	en_toute_justice_adverb_es
danièle_propernoun_en	danièle_propernoun_es
kim_jong-il_propernoun_en	kim_jong-il_propernoun_es
sondeo_noun_en	sondage_noun_es
domiciliar_verb_en	domicilier_verb_es
rast_noun_en	rast_noun_es
cata_noun_en	dégustation_noun_es
descartar_verb_en	écarter_verb_es
belmonte_propernoun_en	belmonte_propernoun_es
albese_propernoun_en	albese_propernoun_es
aglomerado_noun_en	aggloméré_noun_es
damocles_propernoun_en	damoclès_propernoun_es
presa_noun_en	prise_noun_es
bailén_propernoun_en	bailén_propernoun_es
abjasia_propernoun_en	abkhazie_propernoun_es
angelis_propernoun_en	angelis_propernoun_es
nacionalidad_noun_en	nationalité_noun_es
óscar_berger_perdomo_propernoun_en	óscar_berger_perdomo_propernoun_es
quimper_propernoun_en	quimper_propernoun_es
kinshasa_propernoun_en	kinshasa_propernoun_es
ironizar_verb_en	ironiser_verb_es
tirada_noun_en	tirage_noun_es
benz_propernoun_en	benz_propernoun_es
resonar_verb_en	résonner_verb_es
aversión_noun_en	aversion_noun_es
solo_adjective_en	seul_adjective_es
alabar_verb_en	louer_verb_es
numancia_propernoun_en	numance_propernoun_es
deflagración_noun_en	déflagration_noun_es
corajoso_adjective_en	courageux_adjective_es
camp_nou_propernoun_en	camp_nou_propernoun_es
opinión_noun_en	opinion_noun_es
aditivo_adjective_en	additif_adjective_es
proveer_verb_en	munir_verb_es
militar_noun_en	militaire_noun_es
ochenta_y_siete_numeral_en	quatre-vingt-sept_numeral_es
mondragón_propernoun_en	mondragón_propernoun_es
general_noun_en	général_noun_es
fito_propernoun_en	fito_propernoun_es
vietnamita_adjective_en	vietnamien_adjective_es
sensibilidad_noun_en	sensibilité_noun_es
corrientes_noun_en	mois_courants_noun_es
gigante_adjective_en	géant_adjective_es
jason_propernoun_en	jason_propernoun_es
carrefour_propernoun_en	carrefour_propernoun_es
jara_propernoun_en	jara_propernoun_es
comunicante_noun_en	communicant_noun_es
prescriptor_noun_en	prescripteur_noun_es
imperio_austrohúngaro_propernoun_en	empire_austro-hongrois_propernoun_es
planeta_noun_en	planète_noun_es
hambruna_noun_en	faim_noun_es
dictadura_noun_en	dictature_noun_es
repetidamente_adverb_en	à_plusieurs_reprises_adverb_es
costa_del_azahar_propernoun_en	costa_del_azahar_propernoun_es
oliva_propernoun_en	oliva_propernoun_es
kalifornia_propernoun_en	kalifornia_propernoun_es
forfait_noun_en	forfait_noun_es
emisor_noun_en	émetteur_noun_es
alcudia_propernoun_en	alcúdia_propernoun_es
ryan_propernoun_en	ryan_propernoun_es
complementar_verb_en	compléter_verb_es
urkabal_propernoun_en	urkabal_propernoun_es
mal_adverb_en	mal_adverb_es
gregory_propernoun_en	gregory_propernoun_es
percibir_haberes_verb_en	percevoir_des_biens_verb_es
de_todos_modos_adverb_en	de_toute_façon_adverb_es
subestimar_verb_en	sous-estimer_verb_es
adeslas_propernoun_en	adeslas_propernoun_es
valdo_propernoun_en	valdo_propernoun_es
curar_verb_en	guérir_verb_es
colega_noun_en	collègue_noun_es
sobrina_noun_en	nièce_noun_es
cheliuskin_propernoun_en	tcheliouskine_propernoun_es
giorgio_propernoun_en	giorgio_propernoun_es
pontoise_propernoun_en	pontoise_propernoun_es
aiye_propernoun_en	aiye_propernoun_es
de_tal_modo_que_subordinatingconjunction_en	de_telle_façon_que_subordinatingconjunction_es
vuelta_noun_en	tour_noun_es
enterrar_verb_en	enterrer_verb_es
apache_adjective_en	apache_adjective_es
tapiador_propernoun_en	tapiador_propernoun_es
incesante_adjective_en	incessant_adjective_es
bizkaina_propernoun_en	bizkaina_propernoun_es
de_momento_adverb_en	pour_le_moment_adverb_es
jauregi_propernoun_en	jauregi_propernoun_es
richardson_propernoun_en	richardson_propernoun_es
irónico_adjective_en	ironique_adjective_es
arbitraje_noun_en	arbitrage_noun_es
forestal_adjective_en	forestier_adjective_es
felipe_i_el_hermoso_propernoun_en	philippe_ier_le_beau_propernoun_es
amann_propernoun_en	amann_propernoun_es
de_manera_que_subordinatingconjunction_en	de_manière_que_subordinatingconjunction_es
pasar_verb_en	passer_verb_es
visiblemente_adverb_en	visiblement_adverb_es
completamente_adverb_en	complètement_adverb_es
incontrovertido_adjective_en	incontroversé_adjective_es
ebro_propernoun_en	èbre_propernoun_es
cobijar_verb_en	accueillir_verb_es
activar_verb_en	déclencher_verb_es
katsav_propernoun_en	katsav_propernoun_es
dahir_riyale_kahin_propernoun_en	dahir_riyale_kahin_propernoun_es
combustión_noun_en	combustion_noun_es
patinaje_noun_en	patinage_noun_es
formar_verb_en	former_verb_es
simultáneo_adjective_en	simultané_adjective_es
demandante_adjective_en	plaignant_adjective_es
gri_propernoun_en	gri_propernoun_es
comunicar_verb_en	communiquer_verb_es
corrales_propernoun_en	corrales_propernoun_es
derechista_adjective_en	de_droite_adjective_es
evergreen_propernoun_en	evergreen_propernoun_es
plinio_el_viejo_propernoun_en	pline_l'ancien_propernoun_es
valladolid_propernoun_en	valladolid_propernoun_es
arbitrariedad_noun_en	arbitraire_noun_es
monique_propernoun_en	monique_propernoun_es
sucesor_noun_en	successeur_noun_es
obediente_adjective_en	obéissant_adjective_es
ameijeiras_propernoun_en	ameijeiras_propernoun_es
christoph_propernoun_en	christoph_propernoun_es
centrocampista_noun_en	demi-centre_noun_es
ferraz_propernoun_en	ferraz_propernoun_es
relativo_adjective_en	relatif_adjective_es
afanias_noun_en	afanias_noun_es
fondo_público_noun_en	fonds_publics_noun_es
investigación_noun_en	investigation_noun_es
cortesía_noun_en	politesse_noun_es
forzar_verb_en	forcer_verb_es
sichuan_propernoun_en	sichuan_propernoun_es
innegable_adjective_en	indéniable_adjective_es
amir_propernoun_en	amir_propernoun_es
pirineo_propernoun_en	pyrénées_propernoun_es
ronda_noun_en	ronde_noun_es
conglomerado_noun_en	conglomérat_noun_es
intento_noun_en	tentative_noun_es
aristóteles_propernoun_en	aristote_propernoun_es
vulerabilidad_noun_en	vulnérabilité_noun_es
amero_noun_en	améro_noun_es
con_efecto_a_partir_de_preposition_en	en_vigueur_à_partir_de_preposition_es
monte_noun_en	montagne_noun_es
adición_noun_en	ajout_noun_es
terminología_noun_en	terminologie_noun_es
amarillento_adjective_en	jaunâtre_adjective_es
afectar_verb_en	affecter_verb_es
aketza_propernoun_en	aketza_propernoun_es
demarcación_noun_en	démarcation_noun_es
desplazar_verb_en	déplacer_verb_es
calcinar_verb_en	calciner_verb_es
aramendia_propernoun_en	aramendia_propernoun_es
carcajada_noun_en	éclat_de_rire_noun_es
extraño_adjective_en	bizarre_adjective_es
de_manera_que_subordinatingconjunction_en	de_sorte_que_subordinatingconjunction_es
observador_adjective_en	observateur_adjective_es
bruja_noun_en	sorcière_noun_es
aún_adverb_en	encore_adverb_es
tarjeta_monedero_noun_en	carte_porte-monnaie_noun_es
anticonstitucional_adjective_en	anticonstitutionnel_adjective_es
villalobos_propernoun_en	villalobos_propernoun_es
clausurar_verb_en	clôturer_verb_es
bombay_propernoun_en	mumbai_propernoun_es
morfeo_propernoun_en	morphée_propernoun_es
fujita_tsuguharu_propernoun_en	tsuguharu_fujita_propernoun_es
anorexia_noun_en	anorexie_noun_es
rebelión_noun_en	rébellion_noun_es
africano_noun_en	africain_noun_es
incinerar_verb_en	incinérer_verb_es
mil_numeral_en	mil_numeral_es
trigo_noun_en	blé_noun_es
carmen_propernoun_en	carmen_propernoun_es
karun_propernoun_en	karoun_propernoun_es
pensar_en_las_musarañas_verb_en	bâiller_à_s'en_décrocher_la_mâchoire_verb_es
courjault_propernoun_en	courjault_propernoun_es
cuál_adjective_en	quel_adjective_es
cuál_pronoun_en	quel_pronoun_es
cuál_interrogativepronoun_en	quel_interrogativepronoun_es
depurar_verb_en	épurer_verb_es
descuido_noun_en	oubli_noun_es
impedir_verb_en	empêcher_verb_es
anje_duhalde_propernoun_en	anje_duhalde_propernoun_es
arbe_propernoun_en	arbe_propernoun_es
listón_noun_en	latte_noun_es
santuario_noun_en	sanctuaire_noun_es
igone_propernoun_en	igone_propernoun_es
schleck_propernoun_en	schleck_propernoun_es
pesado_adjective_en	lourd_adjective_es
vice_adjective_en	vice_adjective_es
tela_noun_en	étoffe_noun_es
eurozona_noun_en	eurozone_noun_es
sano_adjective_en	sain_adjective_es
ánimo_noun_en	esprit_noun_es
ametsa_propernoun_en	ametsa_propernoun_es
reducción_noun_en	réduction_noun_es
pender_verb_en	pendre_verb_es
sin_voz_ni_voto_adverb_en	sans_voix_délibérative_adverb_es
moratinos_propernoun_en	moratinos_propernoun_es
areatza_propernoun_en	areatza_propernoun_es
comoras_propernoun_en	comores_propernoun_es
rehén_noun_en	otage_noun_es
aterrizar_verb_en	atterrir_verb_es
horizonte_noun_en	horizon_noun_es
tegucigalpa_propernoun_en	tegucigalpa_propernoun_es
fongestión_propernoun_en	fongestión_propernoun_es
cepa_noun_en	souche_noun_es
klaus_propernoun_en	klaus_propernoun_es
opositor_noun_en	adversaire_noun_es
plana_propernoun_en	plana_propernoun_es
recibir_verb_en	recevoir_verb_es
su_majestad_el_rey_noun_en	sa_majesté_le_roi_noun_es
galardón_noun_en	prix_noun_es
área_noun_en	zone_noun_es
teclado_noun_en	clavier_noun_es
aduna_propernoun_en	aduna_propernoun_es
kremlin_propernoun_en	kremlin_propernoun_es
alegoría_noun_en	allégorie_noun_es
selectividad_noun_en	baccalauréat_noun_es
recomposición_noun_en	recomposition_noun_es
importe_noun_en	montant_noun_es
reclamar_verb_en	réclamer_verb_es
sandra_bullock_propernoun_en	sandra_bullock_propernoun_es
tratar_a_cuerpo_de_rey_verb_en	soigner_aux_petits_oignons_verb_es
aiztondo_propernoun_en	aiztondo_propernoun_es
vidal_propernoun_en	vidal_propernoun_es
efracción_noun_en	effraction_noun_es
guinda_noun_en	cerise_noun_es
colocación_noun_en	placement_noun_es
maputo_propernoun_en	maputo_propernoun_es
fibra_noun_en	fibre_noun_es
agobio_noun_en	accablement_noun_es
palestino_adjective_en	palestinien_adjective_es
reajuste_noun_en	réajustement_noun_es
insurgencia_noun_en	insurrection_noun_es
guerra_franco-prusiana_noun_en	guerre_franco-allemande_noun_es
consentir_verb_en	consentir_verb_es
arco_noun_en	arc_noun_es
rendir_cuentas_verb_en	rendre_des_comptes_verb_es
ahmet_propernoun_en	ahmet_propernoun_es
tabaquismo_noun_en	tabagisme_noun_es
rosa_adjective_en	rose_adjective_es
timo_noun_en	thymus_noun_es
microchip_noun_en	micropuce_noun_es
yangon_propernoun_en	rangún_propernoun_es
aitza_propernoun_en	aitza_propernoun_es
descripción_noun_en	signalement_noun_es
trento_propernoun_en	trente_propernoun_es
encontrar_verb_en	rencontrer_verb_es
álvaro_uribe_propernoun_en	álvaro_uribe_vélez_propernoun_es
creciente_adjective_en	grandissant_adjective_es
parlamentario_noun_en	parlementaire_noun_es
kurdistán_propernoun_en	kurdistan_propernoun_es
reconnectarse_verb_en	reconnecter_verb_es
ozono_noun_en	ozone_noun_es
sentar_verb_en	asseoir_verb_es
joyero_noun_en	joaillier_noun_es
oro_noun_en	or_noun_es
acaecer_verb_en	devenir_verb_es
monumental_adjective_en	monumental_adjective_es
destrozo_noun_en	destruction_noun_es
espinosa_propernoun_en	espinosa_propernoun_es
euskadi_surfer_propernoun_en	euskadi_surfer_propernoun_es
chaparrón_noun_en	averse_noun_es
mucho_adverb_en	guère_adverb_es
garmendia_propernoun_en	garmendia_propernoun_es
neocolonialista_adjective_en	néocolonialiste_adjective_es
expulsión_noun_en	expulsion_noun_es
desiderio_propernoun_en	desiderio_propernoun_es
efta_noun_en	aele_noun_es
norsk_propernoun_en	norsk_propernoun_es
estatus_noun_en	statut_noun_es
continuo_adjective_en	continu_adjective_es
vista_noun_en	vue_noun_es
eoc_noun_en	organisme_officiel_de_crédit_noun_es
cegelec_centre_est_cegelec_maroc_arco_beton_propernoun_en	cegelec_centre_est_cegelec_maroc_arco_beton_propernoun_es
borrador_noun_en	brouillon_noun_es
extranjero_noun_en	étranger_noun_es
continuar_verb_en	continuer_verb_es
aguado_propernoun_en	aguado_propernoun_es
mancebo_noun_en	jeune_homme_noun_es
tercer_mundo_propernoun_en	tiers_monde_propernoun_es
breno_propernoun_en	brno_propernoun_es
poner_de_largo_verb_en	présenter_verb_es
obligar_verb_en	obliger_verb_es
lícito_adjective_en	licite_adjective_es
joel_propernoun_en	joel_propernoun_es
transferencia_en_pesetas_noun_en	virement_en_pesetas_noun_es
institucional_adjective_en	institutionnel_adjective_es
jijona_propernoun_en	jijona_propernoun_es
abao_noun_en	abao_noun_es
matías_propernoun_en	matías_propernoun_es
aggiano_propernoun_en	aggiano_propernoun_es
psicológicamente_adverb_en	psychologiquement_adverb_es
bouygues_propernoun_en	bouygues_propernoun_es
puntualizar_verb_en	préciser_verb_es
recta_noun_en	ligne_droite_noun_es
