waiting-for_preposition_en	esperando-a_preposition_es
meroi_propernoun_en	meroi_propernoun_es
arid_adjective_en	árido_adjective_es
salmon_noun_en	salmón_noun_es
go-along-to_verb_en	asistir_verb_es
purchase-order_noun_en	albarán-de-compra_noun_es
bread-maker_noun_en	panificadora_noun_es
mating_noun_en	apareamiento_noun_es
federation-of-cantabria_propernoun_en	federación-cántabra_propernoun_es
colorimetry_noun_en	colorimetría_noun_es
tax-haven_noun_en	paraíso-fiscal_noun_es
organiser_noun_en	organizador_noun_es
clue_noun_en	pista_noun_es
cleverly_adverb_en	ingeniosamente_adverb_es
hyperthermia_noun_en	hipertermia_noun_es
epigraphical_adjective_en	epigráfico_adjective_es
precaution_noun_en	precaución_noun_es
biogenesis_noun_en	biogénesis_noun_es
layout_noun_en	maquetación_noun_es
note_verb_en	notar_verb_es
maturity_noun_en	madurez_noun_es
microfilament_noun_en	microfilamento_noun_es
slow_adjective_en	lento_adjective_es
hazardous_adjective_en	peligroso_adjective_es
ash_noun_en	ceniza_noun_es
dissidence_noun_en	disidencia_noun_es
semasiological_adjective_en	semasiológico_adjective_es
nebuchadnezzar_propernoun_en	nabucodonosor_propernoun_es
parallelism_noun_en	paralelismo_noun_es
ligroin_noun_en	ligroína_noun_es
adventurous_adjective_en	aventurero_adjective_es
connote_verb_en	connotar_verb_es
freeman_propernoun_en	freeman_propernoun_es
stoppage_noun_en	obstrucción_noun_es
aquiferous_noun_en	acuífero_noun_es
cinematography_noun_en	cinematografía_noun_es
streedagh_propernoun_en	streedagh_propernoun_es
now_adverb_en	en-lo-que-sigue_adverb_es
excess_adjective_en	sobrante_adjective_es
apprehension_noun_en	aprehensión_noun_es
russian_noun_en	ruso_noun_es
sonogram_noun_en	sonograma_noun_es
scolding_noun_en	regaño_noun_es
revamp_verb_en	renovar_verb_es
violet_adjective_en	violeta_adjective_es
obscurantism_noun_en	oscurantismo_noun_es
be-offended_verb_en	agraviarse_verb_es
university-of-texas-at-austin_propernoun_en	university-of-texas-en-austin_propernoun_es
demarcation_noun_en	demarcación_noun_es
intolerable_adjective_en	intolerable_adjective_es
incidence_noun_en	incidencia_noun_es
valuation_noun_en	tasación_noun_es
secretary-general_noun_en	secretario-general_noun_es
fine-tune_verb_en	afinar_verb_es
optimism_noun_en	optimismo_noun_es
live-coverage_noun_en	transmisión-en-directo_noun_es
coastal-village_noun_en	villa-costera_noun_es
valencian_adjective_en	valenciano_adjective_es
all-the-way_adverb_en	completamente_adverb_es
immune-system_noun_en	sistema-inmunitario_noun_es
farmer_noun_en	labrador_noun_es
indispensable_adjective_en	indispensable_adjective_es
reduction_noun_en	reducción_noun_es
antarctic_adjective_en	antárctico_adjective_es
permeance_noun_en	permeancia_noun_es
dollar_noun_en	dólar_noun_es
monoxide_noun_en	monóxido_noun_es
roughly_adverb_en	cerrilmente_adverb_es
apterous_adjective_en	áptero_adjective_es
long-for_verb_en	ansiar_verb_es
next-july_adverb_en	el-próximo-julio_adverb_es
abdomen_noun_en	abdomen_noun_es
chlorophyl_noun_en	clorofila_noun_es
indisposition_noun_en	indisposición_noun_es
shopping-center_noun_en	centro-comercial_noun_es
biquadratic_adjective_en	bicuadrático_adjective_es
be-in-the-history_verb_en	quedar-para-los-anales_verb_es
mitochondrial_adjective_en	mitocondrial_adjective_es
unearth_verb_en	desenterrar_verb_es
take-care_subordinatingconjunction_en	a-seguir-bien_subordinatingconjunction_es
duodenum_noun_en	duodeno_noun_es
chink_noun_en	dring_noun_es
pump_noun_en	bomba_noun_es
worn_adjective_en	desgastado_adjective_es
stunning_adjective_en	pasmoso_adjective_es
sinister_adjective_en	siniestro_adjective_es
what_adjective_en	qué_adjective_es
what_pronoun_en	qué_pronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
what_pronoun_en	qué_pronoun_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
what_determiner_en	qué_determiner_es
what_interrogativepronoun_en	qué_interrogativepronoun_es
inundate_verb_en	inundar_verb_es
volatile_adjective_en	volátil_adjective_es
lyric_noun_en	letra_noun_es
integral_adjective_en	integral_adjective_es
acarus_noun_en	ácaro_noun_es
oddity_noun_en	rareza_noun_es
synchronise_verb_en	sincronizar_verb_es
dissociation_noun_en	disociación_noun_es
rua_propernoun_en	rua_propernoun_es
retort_verb_en	replicar_verb_es
emotiveness_noun_en	emotividad_noun_es
desk_noun_en	escritorio_noun_es
ulceration_noun_en	ulceración_noun_es
evangelist_adjective_en	evangelista_adjective_es
boot_noun_en	bota_noun_es
juli_propernoun_en	juli_propernoun_es
immunological_adjective_en	inmunológico_adjective_es
elasticity_noun_en	elasticidad_noun_es
empress_noun_en	emperador_noun_es
imminence_noun_en	inminencia_noun_es
without-paying_adverb_en	de-gorra_adverb_es
wound_verb_en	herir_verb_es
exile_verb_en	exiliar_verb_es
crossing_noun_en	encrucijada_noun_es
as_subordinatingconjunction_en	mientras_subordinatingconjunction_es
congratulation_noun_en	felicitación_noun_es
bloom_verb_en	florecer_verb_es
republicanism_noun_en	republicanismo_noun_es
objectivist_noun_en	objetivista_noun_es
foul_noun_en	falta_noun_es
just-in-case_adverb_en	por-si-acaso_adverb_es
data-center_propernoun_en	data-center_propernoun_es
unwillingly_adverb_en	a-disgusto_adverb_es
phenylbutazone_noun_en	fenilbutazona_noun_es
lapidation_noun_en	lapidación_noun_es
commonly_adverb_en	popularmente_adverb_es
basketball-court_noun_en	pista-de-basquetbol_noun_es
cutting_adjective_en	tajante_adjective_es
contracting_noun_en	contratación_noun_es
ownership_noun_en	propiedad_noun_es
momentum_noun_en	momento_noun_es
complicate_verb_en	complicar_verb_es
supporter_noun_en	seguidor_noun_es
panacea_noun_en	panacea_noun_es
february_noun_en	febrero_noun_es
conceptually_adverb_en	conceptualmente_adverb_es
ship_noun_en	barco_noun_es
table_noun_en	mesa_noun_es
advisedly_adverb_en	deliberadamente_adverb_es
entertainment-guide_noun_en	cartelera-de-espectáculos_noun_es
asthenia_noun_en	astenia_noun_es
untiringly_adverb_en	incansablemente_adverb_es
dopamine_noun_en	dopamina_noun_es
terracotta_noun_en	terracota_noun_es
trochoid_noun_en	trocoide_noun_es
the-next-march_adverb_en	el-próximo-marzo_adverb_es
distribution_noun_en	reparto_noun_es
association-of-peasants_noun_en	asociación-de-campesinos_noun_es
tapestry_noun_en	tapiz_noun_es
interruption_noun_en	interrupción_noun_es
on-duty_adjective_en	de-turno_adjective_es
chest_noun_en	pecho_noun_es
growl_verb_en	gruñir_verb_es
subdivision_noun_en	subdivisión_noun_es
disposal_noun_en	eliminación_noun_es
olmec_adjective_en	olmeca_adjective_es
sanction_noun_en	sanción_noun_es
curtain_noun_en	cortina_noun_es
predominate_verb_en	predominar_verb_es
ah_interjection_en	ah_interjection_es
concise_adjective_en	conciso_adjective_es
prophecy_noun_en	profecía_noun_es
microcephaly_noun_en	microcefalia_noun_es
in-no-sense_adverb_en	en-ningún-sentido_adverb_es
manchester-united_propernoun_en	manchester-united_propernoun_es
asepsis_noun_en	asepsia_noun_es
hypogeum_noun_en	hipogeo_noun_es
beet_noun_en	remolacha_noun_es
arch_noun_en	arco_noun_es
tenth_determiner_en	décimo_determiner_es
correlated_adjective_en	correlativo_adjective_es
oil_noun_en	aceite_noun_es
launch_noun_en	lanzamiento_noun_es
herb_noun_en	hierba_noun_es
valero_propernoun_en	valero_propernoun_es
describe_verb_en	calificar_verb_es
breaking-news_noun_en	noticias-de-última-hora_noun_es
gamopetalous_adjective_en	gamopétalo_adjective_es
bastard_noun_en	bastardo_noun_es
fisterra_propernoun_en	fisterra_propernoun_es
tourism-administration_noun_en	administración-de-turismo_noun_es
psychosocial_adjective_en	psicosocial_adjective_es
hagiography_noun_en	hagiografía_noun_es
authority_noun_en	potestad_noun_es
thing_noun_en	cosa_noun_es
heavily_adverb_en	fuertemente_adverb_es
xenobiology_noun_en	xenobiología_noun_es
trailer_noun_en	tráiler_noun_es
installment_noun_en	entrega_noun_es
basagoiti_propernoun_en	basagoiti_propernoun_es
collapse_verb_en	desplomar_verb_es
ethnohistory_noun_en	etnohistoria_noun_es
calpe_propernoun_en	calpe_propernoun_es
peripatetic_noun_en	peripatético_noun_es
blackboard_noun_en	pizarra_noun_es
automedication_noun_en	automedicación_noun_es
annual_noun_en	planta-anual_noun_es
look-forward-to_verb_en	esperar-poder_verb_es
form-an-alliance-against_verb_en	formar-un-frente-contra_verb_es
all-over-town_adverb_en	por-toda-la-ciudad_adverb_es
mississippi_propernoun_en	misisipí_propernoun_es
the-next-friday_adverb_en	el-próximo-viernes_adverb_es
five-a-side-football_noun_en	fútbol-sala_noun_es
reflection_noun_en	reflexión_noun_es
recorder_noun_en	flauta-dulce_noun_es
hold_verb_en	aguantar_verb_es
receptionist_noun_en	recepcionista_noun_es
psychologically_adverb_en	psicológicamente_adverb_es
solitary_adjective_en	solitario_adjective_es
refuse_noun_en	residuo_noun_es
industrious_adjective_en	trabajador_adjective_es
oil-rig_noun_en	plataforma-petrolera_noun_es
down-stream_adverb_en	río-abajo_adverb_es
wide_adjective_en	ancho_adjective_es
gesture_noun_en	gesto_noun_es
ministry_noun_en	consellería_noun_es
stomach-ache_noun_en	dolor-de-estómago_noun_es
once-again_adverb_en	un-golpe-más_adverb_es
shed-light-on_verb_en	arrojar-luz-sobre_verb_es
course_noun_en	rumbo_noun_es
all-and-sundry_subordinatingconjunction_en	propios-y-extraños_subordinatingconjunction_es
avoid_verb_en	evadir_verb_es
disadvantaged_adjective_en	desfavorecido_adjective_es
conclude_verb_en	concluir_verb_es
for-sure_adverb_en	seguro_adverb_es
newspaper_noun_en	periódico_noun_es
dichromat_noun_en	dicromato_noun_es
sympathy_noun_en	compasión_noun_es
itching_noun_en	picor_noun_es
the-mississippi_propernoun_en	misisipí_propernoun_es
paresthesia_noun_en	parestesia_noun_es
graceless_adjective_en	torpe_adjective_es
biofuel_noun_en	biocarburante_noun_es
donation_noun_en	donación_noun_es
in-every-aspect_adverb_en	en-todos-los-aspectos_adverb_es
burden_verb_en	cargar_verb_es
nightmare_noun_en	pesadilla_noun_es
bolt_noun_en	perno_noun_es
stowaway_noun_en	polizón_noun_es
more-or-less_adverb_en	más-o-menos_adverb_es
taxpayer_noun_en	contribuyente_noun_es
knob_noun_en	perilla_noun_es
procedural_adjective_en	procesal_adjective_es
acp_noun_en	acp_noun_es
ambush_noun_en	emboscada_noun_es
gelling_noun_en	gelificación_noun_es
then_adverb_en	entonces_adverb_es
nicotine_noun_en	nicotina_noun_es
asturian_noun_en	bable_noun_es
geomorphic_adjective_en	geomórfico_adjective_es
prolongation_noun_en	prolongación_noun_es
catacomb_noun_en	catacumba_noun_es
wade-into_verb_en	acometer_verb_es
particular-injured-interest_noun_en	interés-particular-perjudicado_noun_es
criminal_adjective_en	criminal_adjective_es
geomagnetic_adjective_en	geomagnético_adjective_es
gipuzkoa_propernoun_en	gipuzkoa_propernoun_es
irrotational_adjective_en	irrotacional_adjective_es
methyl_noun_en	metilo_noun_es
rally_noun_en	rally_noun_es
get-on_verb_en	subir_verb_es
airbus_propernoun_en	airbus_propernoun_es
orangutan_noun_en	orangután_noun_es
wright_propernoun_en	wright_propernoun_es
make-up_verb_en	hacer_verb_es
admire_verb_en	admirar_verb_es
rest_verb_en	descansar_verb_es
insulating_adjective_en	aislante_adjective_es
anarchist_adjective_en	anarquista_adjective_es
supreme_adjective_en	supremo_adjective_es
territoriality_noun_en	territorialidad_noun_es
rosebush_noun_en	rosal_noun_es
mysticism_noun_en	misticismo_noun_es
flood_noun_en	inundación_noun_es
videoclub_noun_en	videoclub_noun_es
too-much_pronoun_en	demasiado_pronoun_es
too-much_determiner_en	demasiado_determiner_es
too-much_pronoun_en	demasiado_pronoun_es
too-much_determiner_en	demasiado_determiner_es
too-much_determiner_en	demasiado_determiner_es
too-much_determiner_en	demasiado_determiner_es
aid_noun_en	socorro_noun_es
skew_verb_en	sesgar_verb_es
exotic_adjective_en	exótico_adjective_es
counterweight_noun_en	contrapeso_noun_es
dgam_propernoun_en	dgam_propernoun_es
detachable_adjective_en	separable_adjective_es
pledge_verb_en	prometer_verb_es
altruism_noun_en	altruismo_noun_es
ethnography_noun_en	etnografía_noun_es
respective_adjective_en	respectivo_adjective_es
experimentation_noun_en	experimentación_noun_es
total_adjective_en	total_adjective_es
candidature_noun_en	candidatura_noun_es
police-headquarters_noun_en	jefatura-de-policía_noun_es
ex-aequo_adverb_en	ex-aequo_adverb_es
moral-reason_noun_en	orden-moral_noun_es
zambia_propernoun_en	zambia_propernoun_es
beside_preposition_en	junto-a_preposition_es
kind_noun_en	clase_noun_es
low-tide_noun_en	marea-baja_noun_es
nom-de-guerre_noun_en	seudónimo_noun_es
time-zone_noun_en	huso-horario_noun_es
outraged_adjective_en	indignado_adjective_es
ventilation_noun_en	ventilación_noun_es
bassoon_noun_en	fagote_noun_es
alhóndiga_propernoun_en	alhóndiga_propernoun_es
communist_adjective_en	comunista_adjective_es
bloodletting_noun_en	sangría_noun_es
avid_adjective_en	ávido_adjective_es
integrity_noun_en	entereza_noun_es
alone_adjective_en	solo_adjective_es
demographic_adjective_en	demográfico_adjective_es
incoherence_noun_en	incoherencia_noun_es
council_noun_en	consejo_noun_es
breaker_noun_en	rompiente_noun_es
calcic_adjective_en	cálcico_adjective_es
inadmissible_adjective_en	inadmisible_adjective_es
shed_noun_en	tinglado_noun_es
officer_noun_en	oficial_noun_es
railroad_noun_en	ferrocarril_noun_es
system-of-financial-redistribution-between-the-autonomous-regions-of-spain_noun_en	fondo-de-compensación-interterritorial_noun_es
warn_verb_en	advertir_verb_es
interplanetary_adjective_en	interplanetario_adjective_es
james-ii_propernoun_en	jacobo-ii_propernoun_es
mutis_propernoun_en	mutis_propernoun_es
invariance_noun_en	invariancia_noun_es
little-finger_noun_en	dedo-pequeño_noun_es
minute-by-minute_adjective_en	minuto-a-minuto_adjective_es
analysis_noun_en	análisis_noun_es
left-basque-nationalism_noun_en	izquierda-abertzale_noun_es
publisher_noun_en	editorial_noun_es
struggle_noun_en	lucha_noun_es
maintenance_noun_en	manutención_noun_es
gros_propernoun_en	gros_propernoun_es
subdiscipline_noun_en	subdisciplina_noun_es
market-trend_noun_en	tendencia-del-mercado_noun_es
vague_adjective_en	impreciso_adjective_es
miss_verb_en	añorar_verb_es
alto_noun_en	alto_noun_es
colombian_adjective_en	colombiano_adjective_es
go-straight-on_verb_en	seguir-derecho_verb_es
quantitative_adjective_en	cuantitativo_adjective_es
saragossa_propernoun_en	zaragoza_propernoun_es
hold_noun_en	control_noun_es
by-definition_adverb_en	por-definición_adverb_es
imprison_verb_en	encarcelar_verb_es
into_preposition_en	a_preposition_es
gravel_noun_en	gravilla_noun_es
bomb_verb_en	bombardear_verb_es
verbalism_noun_en	verbalismo_noun_es
rage_noun_en	arrebato_noun_es
complejo-ática_propernoun_en	complejo-ática_propernoun_es
dirt_noun_en	porquería_noun_es
apex_noun_en	ápice_noun_es
survivor_noun_en	superviviente_noun_es
cornellá_propernoun_en	cornellá_propernoun_es
power_noun_en	poder_noun_es
niger_propernoun_en	níger_propernoun_es
quijote_propernoun_en	quijote_propernoun_es
trap_noun_en	trampa_noun_es
postmodernism_noun_en	posmodernismo_noun_es
pack_noun_en	banda_noun_es
noise_noun_en	ruido_noun_es
menorrhagia_noun_en	menorragia_noun_es
either_determiner_en	ninguno_determiner_es
tactical_adjective_en	táctico_adjective_es
brangwyn_propernoun_en	brangwyn_propernoun_es
o'donnell_propernoun_en	o'donnell_propernoun_es
emmental_noun_en	emmental_noun_es
evident_adjective_en	evidente_adjective_es
magnesite_noun_en	magnesita_noun_es
goikoetxea_propernoun_en	goikoetxea_propernoun_es
diploid_adjective_en	diploide_adjective_es
fall-off_verb_en	bajar-de-punto_verb_es
pail_noun_en	cubo_noun_es
westminster_propernoun_en	westminster_propernoun_es
permission_noun_en	permiso_noun_es
fragero_propernoun_en	fragero_propernoun_es
to_preposition_en	hacia_preposition_es
digit_noun_en	dígito_noun_es
digitalisation_noun_en	digitalización_noun_es
axially_adverb_en	axialmente_adverb_es
tie_noun_en	lazo_noun_es
epistemology_noun_en	epistemología_noun_es
schmid_propernoun_en	schmid_propernoun_es
fern_noun_en	helecho_noun_es
aberration_noun_en	aberración_noun_es
her_adjective_en	suyo_adjective_es
her_pronoun_en	suyo_pronoun_es
her_possessivepronoun_en	suyo_possessivepronoun_es
her_determiner_en	suyo_determiner_es
her_possessivepronoun_en	suyo_possessivepronoun_es
her_determiner_en	suyo_determiner_es
her_adjective_en	suyo_adjective_es
her_pronoun_en	suyo_pronoun_es
her_possessivepronoun_en	suyo_possessivepronoun_es
her_determiner_en	suyo_determiner_es
ketone_noun_en	cetona_noun_es
mesocracy_noun_en	mesocracia_noun_es
entitle_verb_en	titular_verb_es
sarcomere_noun_en	sarcómero_noun_es
today_adverb_en	hoy_adverb_es
worn-out_adjective_en	gastado_adjective_es
velázquez_propernoun_en	velázquez_propernoun_es
demonstration_noun_en	manifestación_noun_es
bow_noun_en	lazo_noun_es
adenosine_noun_en	adenosina_noun_es
join-up_verb_en	acoplar_verb_es
aphrodisiac_adjective_en	afrodisíaco_adjective_es
yours_pronoun_en	el-vuestro_pronoun_es
tracheostomy_noun_en	traqueostomía_noun_es
phytosociology_noun_en	fitosociología_noun_es
however_adverb_en	sin-embargo_adverb_es
compile_verb_en	compilar_verb_es
cuellar_propernoun_en	cuellar_propernoun_es
around-the-middle-of_preposition_en	a-mediados-de_preposition_es
cohen_propernoun_en	cohen_propernoun_es
isuntza_propernoun_en	isuntza_propernoun_es
languid_adjective_en	lánguido_adjective_es
winter-holiday_noun_en	turismo-blanco_noun_es
stroke-of-genius_noun_en	momento-de-genialidad_noun_es
nitroglycerine_noun_en	nitroglicerina_noun_es
tuna_noun_en	atún_noun_es
integer_noun_en	entero_noun_es
coronation_noun_en	coronación_noun_es
postedition_noun_en	postedición_noun_es
desperately_adverb_en	desesperadamente_adverb_es
degrease_verb_en	desengrasar_verb_es
hope-you-will-continue-to-be-interested-in_verb_en	esperar-seguir-contando-con-su-interés-por_verb_es
glasnost_noun_en	glásnost_noun_es
particle_noun_en	partícula_noun_es
rape_noun_en	violación_noun_es
wall-chart_noun_en	gráfico-mural_noun_es
outside_preposition_en	fuera-de_preposition_es
capacity_noun_en	capacidad_noun_es
na+_noun_en	na+_noun_es
artist_noun_en	artista_noun_es
queen_noun_en	rey_noun_es
transfer_noun_en	trasferencia_noun_es
inn_noun_en	posada_noun_es
prescriptive_adjective_en	preceptivo_adjective_es
corporal_adjective_en	corporal_adjective_es
